Gemeinde_Name;E;N;Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Hšhe
Wauwil;2644889;1226320;Wauwil, Sackmatt;PAG;Haltestelle;Bus;516
La Grande-Béroche;2547257;1194291;Montalchez, La Comballaz;PAG;Haltestelle;Bus;648
Vorderthal;2709948;1221438;Vorderthal, Einschnitt;PAG;Haltestelle;Bus;712
Gibloux;2573728;1176745;Corpataux, village;TPF;Haltestelle;Bus;689
Echarlens;2571798;1166666;Echarlens, bif.;TPF;Haltestelle;Bus;717
Villmergen;2661779;1245119;Wohlen AG, Cellpack Werk 1;PAG;Haltestelle;Bus;412
Biel/Bienne;2585613;1219981;Biel/Bienne Aebistrasse;SBB CFF FFS;Anschlusspunkt;;438
Riedholz;2610125;1231137;Riedholz, Bahnhof;PAG;Haltestelle;Bus;471
Spiez;2619291;1169189;Spiez, Eigen;PAG;Haltestelle;Bus;668
Benken (SG);2718948;1229358;Benken SG;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;416
Weggis;2674816;1209867;Weggis, Zopf;AAGS;Haltestelle;Bus;489
Rodersdorf;2601580;1258948;Rodersdorf (Wds);BLT;Wendeschleife;;393
Vilters-Wangs;2752772;1210121;Vilters, Oberdorf;BOS;Haltestelle;Bus;490
Hombrechtikon;2700322;1234194;Hombrechtikon, Dörfli;VZO;Haltestelle;Bus;496
Dietikon;2671876;1250556;Dietikon, Staffelackerstrasse;VBZ;Haltestelle;Bus;406
Cugnasco-Gerra;2714883;1114862;Cugnasco, Massarescio;PAG;Haltestelle;Bus;216
Chiasso;2723492;1077204;Chiasso, Municipio;AMSA;Haltestelle;Bus;241
Egerkingen;2626906;1241177;Egerkingen, Zentrum;BOGG;Haltestelle;Bus;436
Saanen;2588166;1145845;Gstaad, Wispile;PAG;Haltestelle;Bus;1049
Beatenberg;2627250;1170787;Sundlauenen, Dorf;STI;Haltestelle;Bus;602
Crans (VD);2505630;1134891;Crans VD;SBB CFF FFS;Haltestelle ausser Betrieb;;394
Böttstein;2659579;1269723;Kleindöttingen, Burlen;PAG;Haltestelle;Bus;320
Rüderswil;2623108;1202779;Zollbrück, Bahnhof;BLAG;Haltestelle;Bus;628
Küssnacht (SZ);2675882;1213785;Küssnacht am Rigi, Breitfeld;AAGS;Haltestelle;Bus;479
Furna;2769075;1201648;Danusa;BGD;Haltestelle;Sesselbahn;1639
Lugano;2716600;1095064;Lugano, Loreto;TPL;Haltestelle;Bus;317
Hasliberg;2658876;1176046;Hasliberg Reuti (Talst. Bidmi);BMH;Zugeordneter Betriebspunkt;;1060
Schiers;2773321;1205953;Schiers, Salginatobelbrücke;PAG;Haltestelle;Bus;870
Engelberg;2673578;1185812;Engelberg, Bahnhof;EAB;Haltestelle;Bus;1003
Domleschg;2754404;1181295;Trans, Dorf;PAG;Haltestelle;Bus;1488
Muri bei Bern;2605503;1197967;Gümligen, Hofgut;RBS;Haltestelle;Bus / Tram;566
Estavayer;2551765;1182300;Murist, village;TPF;Haltestelle;Bus;661
Heiden;2757711;1257250;Heiden, Lindenplatz;PAG;Haltestelle;Bus;803
Wolfenschiessen;2674849;1192944;Oberrickenbach, Talstat. LFCH;PAG;Haltestelle;Bus;895
Chiasso;2723418;1077043;Chiasso Ovest (bif);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;237
Seelisberg;2687371;1203667;Seelisberg, Bahnhof;PAG;Haltestelle;Bus;766
Arbon;2750271;1264164;Arbon, Bahnhof Ost;PAG;Haltestelle;Bus;398
Leytron;2582308;1114832;Leytron, route Romaine;PAG;Haltestelle;Bus;482
Bettlach;2598689;1228855;Bettlach, Wysshärd;BGU;Haltestelle;Bus;576
Corsier (GE);2505784;1124648;Corsier GE, Prés-Palais;TPG;Haltestelle;Bus;405
Surses;2760279;1160600;Somtgant (Martegnas);SB;Zugeordneter Betriebspunkt;;2658
Broc;2574960;1162049;Broc, bif. Botterens;TPF;Haltestelle;Bus;738
Emmen;2663345;1215596;Emmenbrücke, Bösfeld;AAGR;Haltestelle;Bus;438
Buchegg;2602921;1220566;Mühledorf SO, Sternen;PAG;Haltestelle;Bus;557
Olten;2636216;1246125;Olten Nord (Abzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;397
Matzendorf;2614591;1239341;Matzendorf, Unterdorf;PAG;Haltestelle;Bus;499
Wangen-Brüttisellen;2690492;1251496;Wangen b D'dorf, Dürrbach;VBG;Haltestelle;Bus;435
Horgen;2688327;1234350;Horgen, Waidli;SZU;Haltestelle;Bus;409
Val-d'Illiez;2553234;1114863;Les Crosets (Grande Conche);TCP;Zugeordneter Betriebspunkt;;1679
Epsach;2583473;1213169;Epsach, Dorf;WETA;Haltestelle;Bus;461
Stäfa;2698257;1232285;Stäfa, Kehlhof;VZO;Haltestelle;Bus;414
Emmen;2663252;1214291;Emmenbrücke, Haldenring;AAGR;Haltestelle;Bus;468
St. Gallen;2745269;1253217;St. Gallen, Hochwacht;PAG;Haltestelle;Bus;734
Lausanne;2536302;1152226;Lausanne, Montoie;TL;Haltestelle;Bus;407
Val de Bagnes;2584901;1100643;Champsec;TMR;Haltestelle;Bus;901
Opfikon;2685338;1253527;Glattbrugg, Oberhusen;VBG;Haltestelle;Bus;430
Val de Bagnes;2582747;1102351;Le Châble VS, Le Sapey;TMR;Haltestelle;Bus;956
St. Niklaus;2629777;1115488;St. Niklaus VS, Meiggern;MGB;Haltestelle;Bus;1480
Glarus Nord;2722011;1220590;Niederurnen;GLNM;Haltestelle;Kabinenbahn;460
Biel/Bienne;2585735;1223964;Frinvillier, bif. sur Bienne;VB TPB;Haltestelle;Bus;550
Boulens;2545005;1170151;Boulens, croisée;PAG;Haltestelle;Bus;719
St. Niklaus;2627875;1113500;St. Niklaus VS, Altersheim;MGB;Haltestelle;Bus;1177
Savosa;2716260;1097420;Savosa, Crocifisso;TPL;Haltestelle;Bus;386
Mezzovico-Vira;2714601;1105467;Mezzovico, S. Mamete;PAG;Haltestelle;Bus;421
Conthey;2589610;1118626;Sion, Fougères;PAG;Haltestelle;Bus;490
Schellenberg;2759043;1232857;Schellenberg, Tannwald;VLM;Haltestelle;Bus;578
Ligerz;2576720;1215173;Ligerz Festi;asm;Haltestelle;Standseilbahn;577
Altikon;2700990;1270060;Altikon, Brückenwaage;PAG;Haltestelle;Bus;398
Zwingen;2607564;1254299;Zwingen, Strengenfeld;PAG;Haltestelle;Bus;341
Iseltwald;2639130;1172655;Iseltwald, Sengg;PAG;Haltestelle;Bus;673
Gurtnellen;2692511;1179550;Intschi (Luftseilbahn Arnisee);LGIA;Haltestelle;Kabinenbahn;627
Stein am Rhein;2706258;1278871;Stein am Rhein, Hofwisenstrasse;SBG;Haltestelle;Bus;423
Aefligen;2609143;1216063;Aefligen, Bahnhof;BLAG;Haltestelle;Bus;497
Capriasca;2720958;1104947;Bidogno, Ai Mulini;PAG;Haltestelle;Bus;901
Sierre;2608635;1126448;Sierre, Manège;BS;Haltestelle;Bus;530
Le Cerneux-Péquignot;2542293;1208212;Le Cerneux-Péquignot, Etages;PAG;Haltestelle;Bus;1090
Wohlen (AG);2663025;1243329;Wohlen AG, Harzer;PAG;Haltestelle;Bus;435
Jegenstorf;2604676;1210897;Jegenstorf, Risere;RBS;Haltestelle;Bus;537
Dietikon;2672015;1252370;Dietikon, Silbern;VBZ;Haltestelle;Bus;385
Lancy;2498860;1115065;Carouge GE, Stade de Genève;TPG;Haltestelle;Bus;382
Cologny;2503118;1120044;Cologny, Tour-Carrée;TPG;Haltestelle;Bus;383
Emmen;2665889;1214792;Emmen, Unterspitalhof;AAGR;Haltestelle;Bus;429
Genève;2499887;1118172;Genève, Goulart;TPG;Haltestelle;Bus / Tram;385
Wohlen bei Bern;2589716;1204982;Innerberg BE, Weidhaus;PAG;Haltestelle;Bus;692
Bäretswil;2707089;1243360;Bäretswil, Oberdorf;VZO;Haltestelle;Bus;696
St. Gallen;2743721;1252589;St. Gallen, Rosenbüchel;VBSG;Haltestelle;Bus;704
Reinach (BL);2611427;1259785;Reinach BL, Vogesenstrasse;BLT;Haltestelle;Bus / Tram;306
Zuzgen;2634442;1264076;Zuzgen, Niederhofen;PAG;Haltestelle;Bus;371
Bellinzona;2721938;1116873;Bellinzona, Piazza Orico;PAG;Haltestelle;Bus;226
Wallisellen;2688072;1251784;Wallisellen, Spitzacker;VBG;Haltestelle;Bus;443
St. Gallen;2743622;1253335;St. Gallen, Lerchenfeld;VBSG;Haltestelle;Bus;633
Moudon;2551335;1169281;Moudon, La Prairie;PAG;Haltestelle;Bus;531
Lenzburg;2654603;1248862;Lenzburg, General Herzog-Str.;RBL;Haltestelle;Bus;409
Kaisten;2645679;1265633;Kaisten, Gemeindehaus;PAG;Haltestelle;Bus;340
Rüegsau;2620019;1212361;Rüegsbach, Britternneumatt;BLAG;Haltestelle;Bus;621
Attinghausen;2690975;1190925;Attinghausen, Post;AAGU;Haltestelle;Bus;465
Klosters;2780980;1191384;Parsennfurgga;DKB;Haltestelle;Sesselbahn;2435
Ronco sopra Ascona;2699754;1111573;Ronco sopra Ascona, cimitero;FART;Haltestelle;Bus;409
Hochdorf;2663820;1225860;Baldegg Kloster;SBB CFF FFS;Haltestelle;Zug;480
Burgdorf;2613317;1212533;Burgdorf, Zeughausstrasse;BLAG;Haltestelle;Bus;527
Emmen;2663040;1214235;Emmenbrücke, Alp;AAGR;Haltestelle;Bus;490
Eglisau;2682180;1270140;Eglisau, Wiler;PAG;Haltestelle;Bus;390
Lindau;2693137;1254459;Tagelswangen, Herdlen;VBG;Haltestelle;Bus;517
Chur;2759510;1192210;Chur, Wiesental;BuS;Haltestelle;Bus;585
Oberentfelden;2646068;1245250;Oberentfelden;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;415
Walenstadt;2740907;1222240;Walenstadtberg, Stauffacher;BOS;Haltestelle;Bus;756
Solothurn;2607232;1228070;Solothurn (Schiff);BSG;Haltestelle;Schiff;428
Rorschach;2755101;1260216;Rorschach, Friedau;VBSG;Haltestelle;Bus;430
Volketswil;2693530;1249352;Volketswil, Chammwisen;VBG;Haltestelle;Bus;460
Innertkirchen;2672170;1176494;Gadmen, Saageli;PAG;Haltestelle;Bus;1365
Biel/Bienne;2587687;1221868;Biel Mett (Abzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;443
Concise;2545891;1191605;Concise, Les Biolles;PAG;Haltestelle;Bus;684
Ennetbaden;2666896;1259414;Ennetbaden, Friedhof;RVBW;Haltestelle;Bus;417
Neunforn;2701188;1272536;Niederneunforn, Dorf;PAG;Haltestelle;Bus;454
Meilen;2692803;1236446;Meilen, In der Au;VZO;Haltestelle;Bus;520
Bernex;2493600;1114365;Bernex, Guillon;TPG;Haltestelle;Bus;449
Quarten;2739858;1217507;Flumserberg Tannenboden;LUFAG;Haltestelle;Kabinenbahn;1390
Surses;2766648;1161682;Tinizong, Cadras;PAG;Haltestelle;Bus;1225
Benken (SG);2718500;1228550;Benken SG, Röten;PAG;Haltestelle;Bus;416
Winterthur;2696293;1262426;Winterthur, Hinterwiesli;SBW;Haltestelle;Bus;434
Küssnacht (SZ);2675582;1215584;Küssnacht am Rigi, Chliarniweg;AAGS;Haltestelle;Bus;502
Corsier-sur-Vevey;2554426;1146732;Corsier-sur-Vevey, Châtelard;VMCV;Haltestelle;Bus;427
Wittenbach;2745323;1259983;Wittenbach, Oberlören;PAG;Haltestelle;Bus;585
Winterthur;2699585;1262604;Winterthur, Hegifeld;SBW;Haltestelle;Bus;439
Zumikon;2689059;1243549;Waltikon;FB;Haltestelle;Zug;640
Embrach;2687007;1263205;Embrach, Im Feld;PAG;Haltestelle;Bus;426
Aarau;2646235;1249184;Aarau, Bahnhof;PAG;Haltestelle;Bus;383
Brusio;2807280;1125944;Brusio, Pergola;PAG;Haltestelle;Bus;704
Le Landeron;2572855;1212215;Le Landeron, Bellevue;PAG;Haltestelle;Bus;440
St. Gallen;2745188;1252522;St. Gallen, Hafnerwaldstrasse;VBSG;Haltestelle;Bus;812
Feusisberg;2698813;1226788;Feusisberg, Feld;PAG;Haltestelle;Bus;707
(Ausland);2714540;1077400;Gaggiolo Confine;SBB CFF FFS;Landesgrenze;;374
Porrentruy;2572076;1251328;Porrentruy, Tarascon;PAG;Haltestelle;Bus;435
Zollikofen;2601231;1204295;Steinibach BE, Aarmattweg;RBS;Haltestelle;Bus;510
Tresa;2709225;1092592;Croglio, Madonnone;PAG;Haltestelle;Bus;280
Sils im Engadin/Segl;2778192;1145007;Sils/Segl Baselgia, Dotturas;PAG;Haltestelle;Bus;1802
Flühli;2646311;1185238;Sörenberg, Flühhütten;PAG;Haltestelle;Bus;1170
Poschiavo;2803079;1130817;Le Prese (incrocio);RhB FR VR;Ausweiche;;972
Interlaken;2632520;1170940;Interlaken, Drei Tannen;PAG;Haltestelle;Bus;568
Uetendorf;2612016;1180738;Uetendorf, Jungfraustrasse;PAG;Haltestelle;Bus;552
Gossau (ZH);2701585;1240893;Grüt (Gossau ZH), Dorf;VZO;Haltestelle;Bus;547
Savièse;2594476;1123137;Savièse, Drône centre;PAG;Haltestelle;Bus;846
Lauterbrunnen;2641046;1158310;Eigergletscher;JB;Haltestelle;Zahnradbahn / Kabinenbahn / Sesselbahn;2320
Orsières;2578100;1097750;Reppaz;TMR;Haltestelle;Bus;1158
Plasselb;2585351;1176397;Plasselb, March;TPF;Haltestelle;Bus;852
Schenkon;2651187;1226751;Geuensee, Zollhaus;PAG;Haltestelle;Bus;503
Brig-Glis;2642308;1129546;Brig, Briggustutz;PAG;Haltestelle;Bus;682
Silvaplana;2782236;1148049;Surlej, Parkplatz;BuS;Haltestelle;Bus;1877
Meiringen;2657050;1175406;Meiringen, Bahnhof;PAG;Haltestelle;Bus;596
Salmsach;2745682;1268820;Salmsach, Birkenweg;AOT;Haltestelle;Bus;400
Münchenbuchsee;2601847;1205641;Zollikofen;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;560
Opfikon;2684809;1253219;Glattpark, Lindbergh-Allee;VBG;Haltestelle;Bus;425
Diemtigen;2612596;1168293;Burgholz;BLS;Haltestelle und Bedienpunkt;Zug;645
La Grande-Béroche;2551931;1196764;Bevaix, Chauvigny;PAG;Haltestelle;Bus;458
Lausanne;2536617;1154621;Lausanne, Désert;TL;Haltestelle;Bus;562
Olten;2634308;1244578;Olten, Hammermühle;BOGG;Haltestelle;Bus;409
Poschiavo;2802408;1137408;Angeli Custodi;PAG;Haltestelle;Bus;1112
Grindelwald;2645310;1163540;Grindelwald, Glacier;GWB;Haltestelle;Bus;978
Montilliez;2540410;1165370;Poliez-le-Grand, Der. Le Chêne;PAG;Haltestelle;Bus;680
Corminboeuf;2572171;1184110;Chésopelloz, Champ-Montant;TPF;Haltestelle;Bus;645
Bassersdorf;2690300;1254925;Bassersdorf, Bächli;VBG;Haltestelle;Bus;455
Gersau;2682872;1206264;Gersau, Brand;AAGS;Haltestelle;Bus;719
Anniviers;2614011;1111641;Mottec;PAG;Haltestelle;Bus;1554
Plan-les-Ouates;2497373;1113765;Plan-les-Ouates, Champ-des-Filles;TPG;Haltestelle;Bus;404
Rheinfelden;2626062;1266804;Rheinfelden, Salmen-Park;PAG;Haltestelle;Bus;275
Mühlau;2671941;1230890;Mühlau;SBB CFF FFS;Haltestelle;Zug;445
Nunningen;2611917;1250856;Nunningen, Roderis;PAG;Haltestelle;Bus;565
Estavayer;2555801;1187498;Estavayer-le-Lac, Tuillière;TPF;Haltestelle;Bus;481
Schlieren;2676231;1250157;Schlieren, Zentrum/Bahnhof;VBZ;Haltestelle;Bus;395
Vevey;2555216;1145813;Vevey, Quatre-Vents;VMCV;Haltestelle;Bus;420
Collonge-Bellerive;2505450;1122452;Vésenaz, Bois-Galland;TPG;Haltestelle;Bus;432
Jaun;2588393;1162120;Jaun, Kappelboden;TPF;Haltestelle;Bus;1021
Billens-Hennens;2557608;1170356;Hennens, village;TPF;Haltestelle;Bus;765
Wengi;2598120;1215239;Waltwil;RBS;Haltestelle;Bus;484
Habsburg;2656363;1257070;Habsburg, Dorfplatz;PAG;Haltestelle;Bus;463
Essertines-sur-Yverdon;2538917;1174159;Essertines-s.-Yv., Gde Salle;PAG;Haltestelle;Bus;602
Val-de-Travers;2535771;1196769;Boveresse, gare;PAG;Haltestelle;Bus;836
Castaneda;2731090;1124262;Castaneda, Paese;PAG;Haltestelle;Bus;773
Gambarogno;2708314;1110377;Vira (Gambarogno), Edifors;PAG;Haltestelle;Bus;478
Konolfingen;2614046;1191102;Stalden i.E.;BLS;Haltestelle und Bedienpunkt;Zug;654
Montricher;2518650;1161575;Montricher, village;MBC;Haltestelle;Bus;752
Wolfenschiessen;2673037;1180580;Jochstock;BET;Haltestelle;Sesselbahn;2506
Zürich;2681480;1247735;Zürich, Lochergut;VBZ;Haltestelle;Bus / Tram;412
Arbaz;2596242;1125409;Arbaz, Barra;PAG;Haltestelle;Bus;1270
Ebikon;2669890;1216169;Ebikon, Fildern;VBL;Haltestelle;Bus;423
Bellinzona;2720198;1125123;Preonzo, Nord;PAG;Haltestelle;Bus;259
Gurzelen;2607186;1180948;Gurzelen, Schulhaus;PAG;Haltestelle;Bus;600
Bern;2601960;1201725;Bern Wankdorf, Bahnhof;SVB;Haltestelle;Bus / Tram;552
Inkwil;2617710;1227665;Inkwil, Dorf;BSU;Haltestelle;Bus;468
Mägenwil;2659378;1251349;Mägenwil, Gewerbepark;RBL;Haltestelle;Bus;416
Wiler bei Utzenstorf;2608896;1222376;Wiler;BLS;Haltestelle und Bedienpunkt;Zug;463
Walterswil (SO);2639656;1241465;Walterswil SO, Bahnhöfliweg;SBB CFF FFS;Haltestelle;Bus;470
Scuol;2821236;1189427;Sent, pista dal sömmi;PAG;Haltestelle;Bus;1550
Glarus Süd;2721596;1202934;Luchsingen, Schulhaus;AS;Haltestelle;Bus;568
Denges;2531194;1153534;Denges A (bif);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;397
Glarus Nord;2731450;1219450;Mühlehorn, Beerenboden;PAG;Haltestelle;Bus;426
Fribourg;2577838;1184295;Fribourg, Ste-Thérèse;TPF;Haltestelle;Bus;641
Savièse;2592793;1122026;Savièse, Crettaz;PAG;Haltestelle;Bus;825
Boppelsen;2672621;1258144;Boppelsen, Dorf;VBG;Haltestelle;Bus;515
Lovatens;2556050;1171345;Lovatens, village;PAG;Haltestelle;Bus;712
Buckten;2630883;1250989;Buckten;SBB CFF FFS;Haltestelle;Zug;520
Diessenhofen;2697387;1283097;St. Katharinental, Klinik;PAG;Haltestelle;Bus;398
Bulle;2570984;1162534;Bulle, jardin Anglais;TPF;Haltestelle;Bus;758
Bern;2595600;1198500;Bern, Bümpliz;SVB;Haltestelle;Bus / Tram;575
Weggis;2677367;1208708;Weggis, Lorbeerweg;AAGS;Haltestelle;Bus;478
Le Locle;2544500;1213385;Les Brenets, Les Pâquerettes;PAG;Haltestelle;Bus;882
Le Locle;2545434;1214116;Les Brenets, bif Cernil Girard;PAG;Haltestelle;Bus;984
Albinen;2614438;1133298;Albinen, Dorben;LLB;Haltestelle;Bus;1389
Sâles;2563540;1163586;Sâles, Joretta;TPF;Haltestelle;Bus;860
Lugano;2725269;1105456;Bogno, Ponte del Morel;PAG;Haltestelle;Bus;879
Villeret;2568082;1223012;Villeret, collège;PAG;Haltestelle;Bus;741
Niederhelfenschwil;2729857;1260094;Zuckenriet, Sproochbrugg;PAG;Haltestelle;Bus;562
Regensdorf;2677138;1254581;Regensdorf, Sportanlage Wisa.;VBG;Haltestelle;Bus;600
Einsiedeln;2700250;1222109;Einsiedeln, Blüemenen;PAG;Haltestelle;Bus;896
Spiez;2617558;1169525;Spiezwiler, Stegweide;PAG;Haltestelle;Bus;689
Uznach;2716505;1231872;Uznach, Kreuzkirche;PAG;Haltestelle;Bus;418
Riviera;2718981;1128473;Lodrino, Bivio per Cresciano;PAG;Haltestelle;Bus;264
Steinerberg;2686700;1212040;Steinerberg, Diezigen;AAGS;Haltestelle;Bus;608
Luzern;2667796;1210495;Tribschen;SGV;Haltestelle;Schiff;435
Herzogenbuchsee;2619377;1225423;Oberönz, Kreuz;asm;Haltestelle;Bus;468
Bern;2599827;1199876;Bern, Obergericht;PAG;Haltestelle;Bus;559
Luzern;2665409;1211791;Luzern, Brüggligasse;VBL;Haltestelle;Bus;462
Bex;2567683;1122203;Bex, route de Gryon;PAG;Haltestelle;Bus;433
Sigriswil;2620775;1173477;Gunten, Bellevue;STI;Haltestelle;Bus;638
Baar;2681635;1226968;Baar, Oberneuhof;ZVB;Haltestelle;Bus;431
Hergiswil (NW);2666429;1204137;Hergiswil NW, Schulhaus Dorf;AAGR;Haltestelle;Bus;436
Zürich;2680736;1252784;Zürich Affoltern;SBB CFF FFS;Haltestelle;Zug;456
Rafz;2684390;1274970;Rafz Grenze;SBB CFF FFS;Landesgrenze;;445
Lugano;2723597;1104982;Piandera, Molini;PAG;Haltestelle;Bus;754
Lugano;2716837;1092811;Monte San Salvatore;MS;Haltestelle;Standseilbahn;882
Neunforn;2700502;1273166;Oberneunforn, Hochberg;PAG;Haltestelle;Bus;477
Seegräben;2700290;1243636;Aathal;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;506
Beggingen;2681958;1291111;Beggingen, Neumühle;VBSH;Haltestelle;Bus;547
Saanen;2589120;1144326;Bodme (Gstaad) (Talst. 2.Sk.);BDGAG;Zugeordneter Betriebspunkt;;1582
Zug;2679900;1225845;Zug, Lorzen;ZVB;Haltestelle;Bus;417
Ruswil;2650445;1213473;Ruswil, Althus;ARAG;Haltestelle;Bus;603
Airolo;2690104;1153698;Airolo, Buco dei Cavalli;PAG;Haltestelle;Bus;1163
Genève;2500620;1117281;Genève, Musée d'art et d'histoire;TPG;Haltestelle;Bus;384
Zermatt;2628191;1093082;Zermatt Hohtälli (Rote Nase);ZBAG;Zugeordneter Betriebspunkt;;3261
Montreux;2558280;1143358;Clarens, Gambetta;VMCV;Haltestelle;Bus;380
Muri bei Bern;2604682;1198800;Gümligen, Meisenweg;RBS;Haltestelle;Bus;565
Bussigny;2532082;1155117;Bussigny, Vallon;MBC;Haltestelle;Bus;410
Bergün Filisur;2771772;1171655;Filisur, Schöntal;PAG;Haltestelle;Bus;1041
Faido;2704677;1148287;Faido, Posta;PAG;Haltestelle;Bus;712
Lugano;2719698;1097631;Cureggia, Paese;TPL;Haltestelle;Bus;689
Wettswil am Albis;2677688;1243155;Bonstetten Nord (Abzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;527
Churwalden;2756996;1185777;Furggabüel;BCD;Haltestelle;Sesselbahn;2169
Kleinlützel;2598198;1251414;Kleinlützel, Ring;PAG;Haltestelle;Bus;595
Rothrist;2633332;1239602;Rothrist;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;407
Ebikon;2667438;1213938;Ebikon, Falken;VBL;Haltestelle;Bus;447
Davos;2782360;1181480;Davos Clavadel, Mühle Sertig;VBD;Haltestelle;Bus;1620
Scharans;2758410;1176610;Piz Scalottas;LHB;Haltestelle;Sesselbahn;2324
Tuggen;2713911;1228651;Tuggen, Kesmalon;PAG;Haltestelle;Bus;409
Le Locle;2548104;1212568;Le Locle, Raya;TRN;Haltestelle;Bus;935
Sigriswil;2619576;1173738;Gunten, Du Lac;STI;Haltestelle;Bus;553
Montfaucon;2574345;1237104;La Combe;CJ;Haltestelle und Bedienpunkt;Zug;844
Montfaucon;2571028;1237200;Montfaucon, bif. Les Enfers;PAG;Haltestelle;Bus;993
Haut-Intyamon;2570592;1151920;Albeuve;TPF;Haltestelle;Zug;767
Crans-Montana;2604650;1128823;Bluche, village;SMC;Haltestelle;Bus;1270
Weggis;2677260;1208598;Weggis, Riedsort;AAGS;Haltestelle;Bus;448
Sion;2594311;1117859;Les Agettes,s Crettaz-à-l'Oeil;PAG;Haltestelle;Bus;891
Genève;2499943;1118378;Genève, Montbrillant (bif);TPG;Verzweigung, Abzweigung, Spaltweiche;;384
Wald (BE);2602375;1193826;Englisberg, Neuhaus;PAG;Haltestelle;Bus;832
Balzers;2757126;1214960;Balzers, Höfle;VLM;Haltestelle;Bus;475
Röthenbach im Emmental;2625259;1190065;Röthenbach i.E., Fischbachbrü;BLAG;Haltestelle;Bus;785
Gingins;2497041;1142498;La Dôle;TSDA;Haltestelle;Sesselbahn;1660
Leibstadt;2655847;1272341;Leibstadt, Kernkraftwerk;PAG;Haltestelle;Bus;339
Zürich;2681216;1247162;Zürich, Goldbrunnenplatz;VBZ;Haltestelle;Bus / Tram;421
Gurtnellen;2691940;1180485;Arnisee;LGIA;Haltestelle;Kabinenbahn;1372
Himmelried;2610313;1252818;Himmelried, Kastel;PAG;Haltestelle;Bus;566
Lufingen;2687044;1260407;Lufingen, Dorf;PAG;Haltestelle;Bus;464
Winznau;2636013;1246925;Olten Tunnel (Spw);SBB CFF FFS;Bedienpunkt;;404
Arbaz;2595726;1124412;Arbaz, Onna;PAG;Haltestelle;Bus;1106
Yverdon-les-Bains;2538511;1181509;Yverdon-les-Bains, 24 Janvier;TRAVYS;Haltestelle;Bus;434
Uzwil;2727789;1255407;Uzwil, Mühlehof;PAG;Haltestelle;Bus;551
Val de Bagnes;2583271;1104339;Médières;TMR;Haltestelle;Bus;1272
Safiental;2744299;1174445;Gün, Abzw. (Safien);PAG;Haltestelle;Bus;1275
Haut-Intyamon;2569627;1148356;Montbovon, gare;TPF;Haltestelle;Bus;796
Suscévaz;2535137;1179857;Suscévaz, Les Vignes;PAG;Haltestelle;Bus;452
Crans (VD);2505077;1134867;Crans VD, village;TPN;Haltestelle;Bus;424
Rüte;2750131;1244779;Appenzell, Bleichenwald;PAG;Haltestelle;Bus;868
Klosters;2780620;1189705;Weissfluhjoch (Parsennhütte);DKB;Zugeordneter Betriebspunkt;;2664
Blonay - Saint-Légier;2555961;1146511;Château-d'Hauteville;MVR;Haltestelle;Zug;505
Porrentruy;2572490;1251949;Porrentruy, Joseph Trouillat;PAG;Haltestelle;Bus;422
Erlenbach im Simmental;2608168;1167662;Erlenbach im Simmental (Stockhornbahn);LESt;Haltestelle;Kabinenbahn;734
Giswil;2649398;1185448;Glaubenbielen, Parkplatz;PAG;Haltestelle;Bus;1564
Villmergen;2661185;1244730;Villmergen, Schulzentrum Hof;PAG;Haltestelle;Bus;424
Nottwil;2652834;1220803;Nottwil, Abzw. Bahnhof;ARAG;Haltestelle;Bus;526
Bettmeralp;2649248;1138598;Wurzenbord;ABAG;Haltestelle;Sesselbahn;2219
Weggis;2676657;1209755;Weggis, Tannenbergstrasse;AAGS;Haltestelle;Bus;590
Heitenried;2589585;1186047;Heitenried, Dorf;TPF;Haltestelle;Bus;760
Villarzel;2560750;1176600;Rossens VD, La Rapette;PAG;Haltestelle;Bus;725
Muttenz;2617456;1264557;Muttenz, Novartis;BLT;Haltestelle;Bus;269
Bitsch;2644412;1131742;Bitsch, Mehrzweckanlage;MGB;Haltestelle;Bus;692
Monthey;2562762;1122167;Monthey, piscine;TPC;Haltestelle;Bus;420
Prilly;2535587;1154532;Prilly, église;TL;Haltestelle;Bus;477
St. Gallen;2746256;1254183;St. Gallen, Stiftsbezirk;VBSG;Haltestelle;Bus;679
Sorengo;2715908;1095419;Sorengo;FLP;Haltestelle;Zug;350
Uzwil;2726899;1255961;Uzwil, Waldhof;PAG;Haltestelle;Bus;564
Uetendorf;2611533;1180976;Uetendorf, TUS;PAG;Haltestelle;Bus;551
Heimberg;2612785;1182266;Heimberg, Bahnhof;STI;Haltestelle;Bus;549
St. Gallen;2741987;1252352;St. Gallen, Untere Kräzern;VBSG;Haltestelle;Bus;612
