localized_slugs,phone,additional_ids,name,logo,location,,id,type,additional_slugs,slug,cooperative
"{'de': 'aachtal', 'it': 'aachtal', 'fr': 'aachtal'}",058 712 59 30,['0090320_903'],Aachtal,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 9.2732473, 'lat': 47.5482982}, 'zip': '8580', 'country': 'CH', 'address': 'Schrofenstrasse 19', 'city': 'Amriswil', 'address2': ''}",,90320,m,[],aachtal,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
"{'de': 'aadorf', 'it': 'aadorf', 'fr': 'aadorf'}",058 712 76 60,['0093780_288'],Aadorf,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.8994059, 'lat': 47.4900907}, 'zip': '8355', 'country': 'CH', 'address': 'Bahnhofstrasse 2', 'city': 'Aadorf', 'address2': ''}",,93780,m,[],aadorf,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
"{'de': 'aarau', 'it': 'aarau', 'fr': 'aarau'}",058 563 35 20,[],Aarau,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 8.0515956, 'lat': 47.3919981}, 'zip': '5000', 'country': 'CH', 'address': 'Bahnhofplatz 4', 'city': 'Aarau', 'address2': ''}",,4797189,mta,[],aarau,
"{'de': 'aarau-igelweid', 'it': 'aarau-igelweid', 'fr': 'aarau-igelweid'}",058 567 53 00,['0034213_679'],Aarau - Igelweid,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 8.0460946, 'lat': 47.3917082}, 'zip': '5000', 'country': 'CH', 'address': 'Igelweid 18', 'city': 'Aarau', 'address2': ''}",,34213,mm,[],aarau-igelweid,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'aarau-bahnhof', 'it': 'aarau-bahnhof', 'fr': 'aarau-bahnhof'}",058 567 14 80,"['0033823_838', '0033823_1148']",Aarau Bahnhof,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.0528306, 'lat': 47.3919221}, 'zip': '5000', 'country': 'CH', 'address': 'Bahnhofplatz 3h', 'city': 'Aarau', 'address2': ''}",,33823,m,[],aarau-bahnhof,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'abtwil-saentispark', 'it': 'abtwil-saentispark', 'fr': 'abtwil-saentispark'}",058 712 54 00,['0090491_313'],Abtwil - Säntispark,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 9.316473, 'lat': 47.4174113}, 'zip': '9030', 'country': 'CH', 'address': 'Wiesenbachstrasse 7', 'city': 'Abtwil SG', 'address2': ''}",,90491,mm,[],abtwil-saentispark,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
"{'de': 'adligenswil', 'it': 'adligenswil', 'fr': 'adligenswil'}",041 371 12 50,['0077180_1125'],Adligenswil,"{'small': '//image.migros.ch/filialen/50x50/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'stack': '//image.migros.ch/filialen/{stack}/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'original': '//image.migros.ch/filialen/original/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'large': '//image.migros.ch/filialen/600x400/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'medium': '//image.migros.ch/filialen/200x200/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png'}","{'geo': {'lon': 8.3619211, 'lat': 47.0715393}, 'zip': '6043', 'country': 'CH', 'address': 'Obgardirain 1', 'city': 'Adligenswil', 'address2': ''}",,77180,dmp,[],adligenswil,"{'name': 'Luzern', 'id': 'gmlu', 'url': 'https://www.migros.ch/de/genossenschaften/migros-luzern.html'}"
"{'de': 'adliswil', 'it': 'adliswil', 'fr': 'adliswil'}",044 711 90 00,['0150062_409'],Adliswil,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 8.5252672, 'lat': 47.3112824}, 'zip': '8134', 'country': 'CH', 'address': 'Albisstrasse 10', 'city': 'Adliswil', 'address2': ''}",,150062,mm,[],adliswil,"{'name': 'Zürich', 'id': 'gmzh', 'url': 'https://www.migros.ch/de/genossenschaften/migros-zuerich.html'}"
"{'de': 'aesch', 'it': 'aesch', 'fr': 'aesch'}",058 575 71 50,['0024600_957'],Aesch,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 7.5960676, 'lat': 47.4694175}, 'zip': '4147', 'country': 'CH', 'address': 'Hauptstrasse 95', 'city': 'Aesch', 'address2': ''}",,24600,mm,[],aesch,"{'name': 'Basel', 'id': 'gmbs', 'url': 'https://www.migros.ch/de/genossenschaften/migros-basel.html'}"
"{'de': 'affoltern-a-a', 'it': 'affoltern-a-a', 'fr': 'affoltern-a-a'}",058 563 50 50,['0150079_400'],Affoltern a. A.,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 8.453809, 'lat': 47.2780275}, 'zip': '8910', 'country': 'CH', 'address': 'Oberdorfstrasse 4', 'city': 'Affoltern am Albis', 'address2': ''}",,150079,mm,[],affoltern-a-a,"{'name': 'Zürich', 'id': 'gmzh', 'url': 'https://www.migros.ch/de/genossenschaften/migros-zuerich.html'}"
"{'de': 'affoltern-am-albis', 'it': 'affoltern-am-albis', 'fr': 'affoltern-am-albis'}",+41 615 12 17,[],Affoltern am Albis,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 8.4457167, 'lat': 47.2750156}, 'zip': '8910', 'country': 'CH', 'address': 'Obfelderstrasse 1', 'city': 'Affoltern am Albis', 'address2': ''}",,4797220,soca,[],affoltern-am-albis,
"{'de': 'agno', 'it': 'agno', 'fr': 'agno'}",091 600 24 70,[],Agno,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 8.9056394, 'lat': 45.9983117}, 'zip': '6982', 'country': 'CH', 'address': 'Via Lugano 21', 'city': 'Agno', 'address2': ''}",,4797187,mgls,[],agno,
"{'de': 'aigle-chablais-centre', 'it': 'aigle-chablais-centre', 'fr': 'aigle-chablais-centre'}",058 573 51 00,['0065100_240'],Aigle - Chablais Centre,"{'small': '//image.migros.ch/filialen/50x50/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png', 'original': '//image.migros.ch/filialen/original/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png', 'large': '//image.migros.ch/filialen/600x400/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png', 'medium': '//image.migros.ch/filialen/200x200/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png'}","{'geo': {'lon': 6.9381022, 'lat': 46.31611}, 'zip': '1860', 'country': 'CH', 'address': 'Ch. Sous-le-Grand Pré 4', 'city': 'Aigle', 'address2': ''}",,65100,mmm,[],aigle-chablais-centre,"{'name': 'Waadt', 'id': 'gmvd', 'url': 'https://www.migros.ch/de/genossenschaften/migros-waadt.html'}"
"{'de': 'aigle-gare', 'it': 'aigle-gare', 'fr': 'aigle-gare'}",058 573 68 35,['0063665_1083'],Aigle gare,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 6.964881, 'lat': 46.3159644}, 'zip': '1860', 'country': 'CH', 'address': 'Place de la gare 5', 'city': 'Aigle', 'address2': ''}",,63665,m,[],aigle-gare,"{'name': 'Waadt', 'id': 'gmvd', 'url': 'https://www.migros.ch/de/genossenschaften/migros-waadt.html'}"
"{'de': 'allschwil-binningerstr', 'it': 'allschwil-binningerstr', 'fr': 'allschwil-binningerstr'}",061 483 16 30,['4797114_327'],Allschwil - Binningerstr.,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 7.5463149, 'lat': 47.5485219}, 'zip': '4123', 'country': 'CH', 'address': 'Binningerstrasse 91', 'city': 'Allschwil', 'address2': ''}",,4797114,mgls,[],allschwil-binningerstr,
"{'de': 'allschwil-paradies', 'it': 'allschwil-paradies', 'fr': 'allschwil-paradies'}",058 575 70 00,['0024720_563'],Allschwil - Paradies,"{'small': '//image.migros.ch/filialen/50x50/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png', 'original': '//image.migros.ch/filialen/original/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png', 'large': '//image.migros.ch/filialen/600x400/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png', 'medium': '//image.migros.ch/filialen/200x200/59693c1c6da2cea59bf3f1910a70f39a93eb4a60/mmm-de.png'}","{'geo': {'lon': 7.5536404, 'lat': 47.547382}, 'zip': '4123', 'country': 'CH', 'address': 'Spitzwaldstrasse 215', 'city': 'Allschwil', 'address2': ''}",,24720,mmm,[],allschwil-paradies,"{'name': 'Basel', 'id': 'gmbs', 'url': 'https://www.migros.ch/de/genossenschaften/migros-basel.html'}"
"{'de': 'allschwil-stockbrunnenrain', 'it': 'allschwil-stockbrunnenrain', 'fr': 'allschwil-stockbrunnenrain'}",061 301 45 65,[],Allschwil - Stockbrunnenrain,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 7.5536691000000005, 'lat': 47.5462124}, 'zip': '4123', 'country': 'CH', 'address': 'Stockbrunnenrain 2', 'city': 'Allschwil', 'address2': ''}",,4797077,shell,[],allschwil-stockbrunnenrain,
"{'de': 'allschwil-ziegelei', 'it': 'allschwil-ziegelei', 'fr': 'allschwil-ziegelei'}",058 575 86 80,['0023220_569'],Allschwil - Ziegelei,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 7.5499775, 'lat': 47.5530962}, 'zip': '4123', 'country': 'CH', 'address': 'Baslerstrasse 191', 'city': 'Allschwil', 'address2': ''}",,23220,m,[],allschwil-ziegelei,"{'name': 'Basel', 'id': 'gmbs', 'url': 'https://www.migros.ch/de/genossenschaften/migros-basel.html'}"
"{'de': 'allschwil-lindenplatz', 'it': 'allschwil-lindenplatz', 'fr': 'allschwil-lindenplatz'}",061 481 77 50,[],Allschwil-Lindenplatz,"{'small': '//image.migros.ch/filialen/50x50/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'stack': '//image.migros.ch/filialen/{stack}/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'original': '//image.migros.ch/filialen/original/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'large': '//image.migros.ch/filialen/600x400/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'medium': '//image.migros.ch/filialen/200x200/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png'}","{'geo': {'lon': 7.5603772, 'lat': 47.5578704}, 'zip': '4123', 'country': 'CH', 'address': 'Lindenplatz 1', 'city': 'Allschwil', 'address2': ''}",,29530,dmp,[],allschwil-lindenplatz,"{'name': 'Basel', 'id': 'gmbs', 'url': 'https://www.migros.ch/de/genossenschaften/migros-basel.html'}"
"{'de': 'alnatura-bio-super-markt-glattzentrum', 'it': 'alnatura-bio-super-markt-glattzentrum', 'fr': 'alnatura-bio-super-markt-glattzentrum'}",058 563 48 40,[],Alnatura Bio Super Markt - Glattzentrum,"{'small': '//image.migros.ch/filialen/50x50/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'stack': '//image.migros.ch/filialen/{stack}/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'original': '//image.migros.ch/filialen/original/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'large': '//image.migros.ch/filialen/600x400/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'medium': '//image.migros.ch/filialen/200x200/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png'}","{'geo': {'lon': 8.5952402, 'lat': 47.4082791}, 'zip': '8304', 'country': 'CH', 'address': 'Neue Winterthurerstrasse 99', 'city': 'Wallisellen', 'address2': ''}",,150398,alna,[],alnatura-bio-super-markt-glattzentrum,"{'name': 'Zürich', 'id': 'gmzh', 'url': 'https://www.migros.ch/de/genossenschaften/migros-zuerich.html'}"
"{'de': 'alnatura-bio-super-markt-baden', 'it': 'alnatura-bio-super-markt-baden', 'fr': 'alnatura-bio-super-markt-baden'}",058 543 96 00,['0150340_1113'],Alnatura Bio Super Markt Baden,"{'small': '//image.migros.ch/filialen/50x50/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'stack': '//image.migros.ch/filialen/{stack}/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'original': '//image.migros.ch/filialen/original/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'large': '//image.migros.ch/filialen/600x400/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'medium': '//image.migros.ch/filialen/200x200/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png'}","{'geo': {'lon': 8.3083072, 'lat': 47.4774968}, 'zip': '5400', 'country': 'CH', 'address': 'Bahnhofstrasse 31', 'city': 'Baden', 'address2': ''}",,150340,alna,[],alnatura-bio-super-markt-baden,"{'name': 'Zürich', 'id': 'gmzh', 'url': 'https://www.migros.ch/de/genossenschaften/migros-zuerich.html'}"
"{'de': 'alnatura-bio-super-markt-basel-kirschgarten-2', 'it': 'alnatura-bio-super-markt-basel-kirschgarten', 'fr': 'alnatura-bio-super-markt-basel-kirschgarten'}",058 563 47 80,['0150375_1115'],Alnatura Bio Super Markt Basel Kirschgarten,"{'small': '//image.migros.ch/filialen/50x50/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'stack': '//image.migros.ch/filialen/{stack}/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'original': '//image.migros.ch/filialen/original/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'large': '//image.migros.ch/filialen/600x400/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'medium': '//image.migros.ch/filialen/200x200/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png'}","{'geo': {'lon': 7.59271, 'lat': 47.551838}, 'zip': '4051', 'country': 'CH', 'address': 'Henric Petri-Strasse 20', 'city': 'Basel', 'address2': ''}",,150375,alna,['basel-kirschgarten'],alnatura-bio-super-markt-basel-kirschgarten-2,"{'name': 'Zürich', 'id': 'gmzh', 'url': 'https://www.migros.ch/de/genossenschaften/migros-zuerich.html'}"
"{'de': 'alnatura-bio-super-markt-bern', 'it': 'alnatura-bio-super-markt-bern', 'fr': 'alnatura-bio-super-markt-bern'}",058 563 50 90,['0150397_621'],Alnatura Bio Super Markt Bern,"{'small': '//image.migros.ch/filialen/50x50/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'stack': '//image.migros.ch/filialen/{stack}/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'original': '//image.migros.ch/filialen/original/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'large': '//image.migros.ch/filialen/600x400/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png', 'medium': '//image.migros.ch/filialen/200x200/214658317a8c6b36acbab9b37c599af0e7790125/alna-de.png'}","{'geo': {'lon': 7.443384, 'lat': 46.9475701}, 'zip': '3011', 'country': 'CH', 'address': 'Bärenplatz 8', 'city': 'Bern', 'address2': ''}",,150397,alna,['alnatura-bio-supermarkt-bern'],alnatura-bio-super-markt-bern,"{'name': 'Zürich', 'id': 'gmzh', 'url': 'https://www.migros.ch/de/genossenschaften/migros-zuerich.html'}"
