localized_slugs,phone,additional_ids,name,logo,location,,id,type,additional_slugs,slug,cooperative
"{'de': 'fahrwangen', 'it': 'fahrwangen', 'fr': 'fahrwangen'}",058 567 76 50,['0033903_1048'],Fahrwangen,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.2432889, 'lat': 47.2942089}, 'zip': '5615', 'country': 'CH', 'address': 'Hintergasse 12', 'city': 'Fahrwangen', 'address2': ''}",,33903,m,[],fahrwangen,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'faido', 'it': 'faido', 'fr': 'faido'}",091 821 78 40,['0123700_1000'],Faido,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.7997979, 'lat': 46.4780639}, 'zip': '6760', 'country': 'CH', 'address': 'Via Pian della Croce', 'city': 'Faido', 'address2': ''}",,123700,m,[],faido,"{'name': 'Tessin', 'id': 'gmti', 'url': 'https://www.migros.ch/de/genossenschaften/migros-tessin.html'}"
"{'de': 'fehraltorf', 'it': 'fehraltorf', 'fr': 'fehraltorf'}",058 712 70 50,['0093800_297'],Fehraltorf,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.755505, 'lat': 47.3866248}, 'zip': '8320', 'country': 'CH', 'address': 'Grundstrasse 4', 'city': 'Fehraltorf', 'address2': ''}",,93800,m,[],fehraltorf,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
"{'de': 'fiesch', 'it': 'fiesch', 'fr': 'fiesch'}",027 720 68 79,['0136465_1021'],Fiesch,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.1355669, 'lat': 46.4040003}, 'zip': '3984', 'country': 'CH', 'address': 'Furkastrasse 46', 'city': 'Fiesch', 'address2': ''}",,136465,m,[],fiesch,"{'name': 'Wallis', 'id': 'gmvs', 'url': 'https://www.migros.ch/de/genossenschaften/migros-wallis.html'}"
"{'de': 'fislisbach', 'it': 'fislisbach', 'fr': 'fislisbach'}",058 567 30 00,[],Fislisbach,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.2908926, 'lat': 47.4363454}, 'zip': '5442', 'country': 'CH', 'address': 'Badenerstrasse 7d', 'city': 'Fislisbach', 'address2': ''}",,33843,m,[],fislisbach,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'flamatt-2', 'it': 'flamatt-2', 'fr': 'flamatt-2'}",058 573 15 40,[],Flamatt,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 7.3191353, 'lat': 46.8896931}, 'zip': '3175', 'country': 'CH', 'address': 'Bernstrasse 36', 'city': 'Flamatt', 'address2': ''}",,84350,m,[],flamatt-2,"{'name': 'Neuenburg-Freiburg', 'id': 'gmnf', 'url': 'https://www.migros.ch/de/genossenschaften/migros-neuchatel-fribourg.html'}"
"{'de': 'flamatt-bernstrasse-50', 'it': 'flamatt-bernstrasse-50', 'fr': 'flamatt-bernstrasse-50'}",031 741 46 20,[],Flamatt - Bernstrasse 50,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 7.323263, 'lat': 46.8899632}, 'zip': '3175', 'country': 'CH', 'address': 'Bernstrasse 50', 'city': 'Flamatt', 'address2': ''}",,4797169,mgls,[],flamatt-bernstrasse-50,
"{'de': 'flawil', 'it': 'flawil', 'fr': 'flawil'}",058 712 53 70,['0090431_298'],Flawil,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 9.1863798, 'lat': 47.4130548}, 'zip': '9230', 'country': 'CH', 'address': 'Magdenauerstrasse 10', 'city': 'Flawil', 'address2': ''}",,90431,mm,[],flawil,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
"{'de': 'flawil-2', 'it': 'flawil-2', 'fr': 'flawil-2'}",058 563 33 10,[],Flawil,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 9.1890751, 'lat': 47.4155516}, 'zip': '9230', 'country': 'CH', 'address': 'Bahnhofplatz 8', 'city': 'Flawil', 'address2': ''}",,4797006,mig,[],flawil-2,
"{'de': 'fleurier', 'it': 'fleurier', 'fr': 'fleurier'}",058 573 22 50,['0083700_127'],Fleurier,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 6.5805278, 'lat': 46.9020353}, 'zip': '2114', 'country': 'CH', 'address': 'Grand-Rue 27', 'city': 'Fleurier', 'address2': ''}",,83700,mm,[],fleurier,"{'name': 'Neuenburg-Freiburg', 'id': 'gmnf', 'url': 'https://www.migros.ch/de/genossenschaften/migros-neuchatel-fribourg.html'}"
"{'de': 'forch', 'it': 'forch', 'fr': 'forch'}",043 366 04 50,[],Forch,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 8.6666553, 'lat': 47.3176005}, 'zip': '8127', 'country': 'CH', 'address': 'Forchstrasse', 'city': 'Forch', 'address2': ''}",,4797041,shell,[],forch,
"{'de': 'fornasette', 'it': 'fornasette', 'fr': 'fornasette'}",091 600 07 32,[],Fornasette,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 8.7995044, 'lat': 45.9923867}, 'zip': '6996', 'country': 'CH', 'address': 'Via Cantonale 128', 'city': 'Ponte Cremenaga', 'address2': ''}",,4797342,pica,[],fornasette,
"{'de': 'frauenfeld-bahnhofstrasse', 'it': 'frauenfeld-bahnhofstrasse', 'fr': 'frauenfeld-bahnhofstrasse'}",058 563 33 15,['4797014_333'],Frauenfeld - Bahnhofstrasse,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 8.896282, 'lat': 47.5572448}, 'zip': '8500', 'country': 'CH', 'address': 'Bahnhofstrasse 76a', 'city': 'Frauenfeld', 'address2': ''}",,4797014,mig,[],frauenfeld-bahnhofstrasse,
"{'de': 'frauenfeld-multiplex', 'it': 'frauenfeld-multiplex', 'fr': 'frauenfeld-multiplex'}",058 712 60 40,['0093600_926'],Frauenfeld - Multiplex,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.9052823, 'lat': 47.565858}, 'zip': '8500', 'country': 'CH', 'address': 'Langfeldstrasse 53a', 'city': 'Frauenfeld', 'address2': ''}",,93600,m,[],frauenfeld-multiplex,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
"{'de': 'frauenfeld-passage', 'it': 'frauenfeld-passage', 'fr': 'frauenfeld-passage'}",058 712 81 00,['0094330_920'],Frauenfeld - Passage,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 8.8963904, 'lat': 47.557151}, 'zip': '8500', 'country': 'CH', 'address': 'Bahnhofplatz 70-72', 'city': 'Frauenfeld', 'address2': ''}",,94330,mm,[],frauenfeld-passage,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
"{'de': 'frauenfeld-zeughausstrasse', 'it': 'frauenfeld-zeughausstrasse', 'fr': 'frauenfeld-zeughausstrasse'}",058 712 58 60,[],Frauenfeld - Zeughausstrasse,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.900735, 'lat': 47.5597074}, 'zip': '8500', 'country': 'CH', 'address': 'Zürcherstrasse 227', 'city': 'Frauenfeld', 'address2': ''}",,93640,m,[],frauenfeld-zeughausstrasse,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
"{'de': 'frauenfeld-zuercherstrasse-276', 'it': 'frauenfeld-zuercherstrasse-276', 'fr': 'frauenfeld-zuercherstrasse-276'}",052 721 48 48,[],Frauenfeld - Zürcherstrasse 276,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 8.9055846, 'lat': 47.5620839}, 'zip': '8500', 'country': 'CH', 'address': 'Zürcherstrasse 276', 'city': 'Frauenfeld', 'address2': ''}",,4797101,mgls,[],frauenfeld-zuercherstrasse-276,
"{'de': 'frauenfeld-zuercherstrasse-291', 'it': 'frauenfeld-zuercherstrasse-291', 'fr': 'frauenfeld-zuercherstrasse-291'}",052 730 01 30,[],Frauenfeld - Zürcherstrasse 291,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 8.9077074, 'lat': 47.5633973}, 'zip': '8500', 'country': 'CH', 'address': 'Zürcherstrasse 291', 'city': 'Frauenfeld', 'address2': ''}",,4797076,shell,[],frauenfeld-zuercherstrasse-291,
"{'de': 'freienbach', 'it': 'freienbach', 'fr': 'freienbach'}",055 410 21 93,[],Freienbach,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 8.7642881, 'lat': 47.2040089}, 'zip': '8807', 'country': 'CH', 'address': 'Kantonsstrasse 149', 'city': 'Freienbach', 'address2': ''}",,4797043,shell,[],freienbach,
"{'de': 'frenkendorf', 'it': 'frenkendorf', 'fr': 'frenkendorf'}",058 563 33 20,[],Frenkendorf,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 7.7192242, 'lat': 47.5015382}, 'zip': '4402', 'country': 'CH', 'address': 'Güterstrasse 1', 'city': 'Frenkendorf', 'address2': ''}",,4797301,mig,[],frenkendorf,
"{'de': 'fribourg-beauregard', 'it': 'fribourg-beauregard', 'fr': 'fribourg-beauregard'}",058 573 03 00,['0083670_835'],Fribourg - Beauregard,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 7.1444374, 'lat': 46.8006068}, 'zip': '1700', 'country': 'CH', 'address': 'Chemin de Béthléem 7', 'city': 'Fribourg', 'address2': ''}",,83670,m,[],fribourg-beauregard,"{'name': 'Neuenburg-Freiburg', 'id': 'gmnf', 'url': 'https://www.migros.ch/de/genossenschaften/migros-neuchatel-fribourg.html'}"
"{'de': 'fribourg-perolles', 'it': 'fribourg-perolles', 'fr': 'fribourg-perolles'}",058 573 10 00,['0084300_136'],Fribourg - Pérolles,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 7.152315, 'lat': 46.7997003}, 'zip': '1700', 'country': 'CH', 'address': 'Boulevard de Pérolles 21 A', 'city': 'Fribourg', 'address2': ''}",,84300,mm,[],fribourg-perolles,"{'name': 'Neuenburg-Freiburg', 'id': 'gmnf', 'url': 'https://www.migros.ch/de/genossenschaften/migros-neuchatel-fribourg.html'}"
"{'de': 'fribourg-schoenberg', 'it': 'fribourg-schoenberg', 'fr': 'fribourg-schoenberg'}",058 573 26 00,[],Fribourg - Schoenberg,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 7.1723464, 'lat': 46.8097786}, 'zip': '1700', 'country': 'CH', 'address': 'Chemin Cité-des-Jardins 13A', 'city': 'Fribourg', 'address2': ''}",,83640,m,[],fribourg-schoenberg,"{'name': 'Neuenburg-Freiburg', 'id': 'gmnf', 'url': 'https://www.migros.ch/de/genossenschaften/migros-neuchatel-fribourg.html'}"
"{'de': 'fribourg-st-pierre-m-express', 'it': 'fribourg-st-pierre-m-express', 'fr': 'fribourg-st-pierre-m-express'}",058 573 00 00,[],Fribourg - St. Pierre M-Express,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 7.1543652, 'lat': 46.8034025}, 'zip': '1700', 'country': 'CH', 'address': 'Rue St-Pierre 2', 'city': 'Fribourg', 'address2': ''}",,84240,m,[],fribourg-st-pierre-m-express,"{'name': 'Neuenburg-Freiburg', 'id': 'gmnf', 'url': 'https://www.migros.ch/de/genossenschaften/migros-neuchatel-fribourg.html'}"
