name,Long ,Lat,Ladentyp
Luzern - Waldstätter,8.3071716,47.0462259,m
Luzern - Wesemlin,8.3168607,47.0624023,dmp
Luzern - Würzenbachstrasse,8.3437092,47.0550833,m
Lyss Lyssbachpark,7.304151,47.078457,mm
M Boudry,6.8405634,46.9505063,m
M-Express Pont-Rouge,6.1274789,46.1872348,m
MP La Sarraz,6.5094894,46.6539794,dmp
MP Ouchy,6.6247256,46.5080062,dmp
Maggia,8.7058678,46.2455272,m
Malters,8.1793523,47.0378576,m
Manno,8.922815,46.032538,mgls
Marin,7.0109105,47.0123055,mgls
Marin-Centre,7.0079209,47.0116002,mmm
Marly - Centre,7.1612389,46.7761541,mm
Martigny,7.0858975,46.1057968,mgls
Martigny,7.078928,46.1058182,mig
Martigny - Manoir,7.0718577,46.1017023,mmm
Martigny Finettes,7.0869748,46.1054118,m
Martigny Quartz Center,7.0765592,46.1117763,fm
Massagno - Radio,8.9390275,46.0097658,m
Matten,7.8681811,46.6734205,m
Matzingen,8.9221349,47.5268556,m
Meggen,8.3896806,47.0547158,mgls
Meilen,8.6454362,47.2683937,mm
Meiringen,8.1847964,46.7282562,mm
Melano,8.9853335,45.9194213,m
Melano,8.9741886,45.9314831,pica
Mellingen,8.2668681,47.4130888,m
Mels - Pizolpark,9.4313323,47.0420585,mmm
Mendrisio,8.9859445,45.8703698,m
Mendrisio - Via Franscini,8.9774245,45.8675627,pica
Mendrisio Sud,8.9713351,45.859934,m
Mendrisio-San Martino,8.9843344,45.8749534,mig
Mendrisio-Via Zorzi,8.9787787,45.8731313,pica
Menziken,8.1865863,47.2416,m
Meyrin,6.0826195,46.2319199,mm
Meyrin,6.0783775,46.2273525,shell
Meyrin,6.0547036,46.2340918,soca
Meyrin-Parc,6.0848783,46.2305986,shell
Mies,6.1671648,46.2961134,shell
Migrol Brig,7.9663489,46.307879,mgls
Migros Online-Beratung,7.4942537,47.0167487,fm
Minusio - Centro Borenco,8.8113912,46.1753162,m
Montagny,6.6213952,46.7879937,mm
Montagny,6.6206996,46.788334,mgls
Monthey - M Central,6.9522265,46.2535582,mmm
Montreux,6.9100946,46.4324309,mm
Montreux,6.9053644,46.4394305,soca
Montreux,6.9103016,46.4358712,mig
Morbio Inferiore - Serfontana,9.0161047,45.8452376,mmm
Morges,6.4948939,46.509724,mm
Morges,6.512351,46.5175234,mgls
Moudon,6.8005522,46.6695393,mm
Moutier,7.3698395,47.2766867,mm
Moutier,7.3806655,47.2820245,mig
Murgenthal,7.8289909,47.2649304,m
Muri AG,8.3419017,47.2720346,mm
Murten/Morat,7.1227072,46.9300318,mm
Muttenz,7.6384758,47.530439,soca
Muttenz,7.6558199,47.5269738,mgls
Muttenz - Lutzert,7.6333891,47.5338563,m
Muttenz - Rothausstrasse,7.6556813,47.5263912,mm
Männedorf,8.6959795,47.2529296,m
Mézières,6.7698099,46.5963744,dmp
Möhlin,7.8469474,47.5563791,m
Müllheim,9.0003577,47.6001921,m
Münchenbuchsee - Tanne,7.4511193,47.0199113,m
Münchenstein,7.6038428,47.5258887,soca
Münchenstein - Gartenstadt,7.6069894,47.5215941,mm
Münchwilen,8.9982661,47.4777001,m
Münsingen,7.5601405,46.8731986,mm
Naters,7.9901216,46.3252623,m
Netstal,9.0540578,47.0621105,soca
Neuchâtel - Cadolles,6.9247704,46.9982008,m
Neuchâtel - Hôpital,6.929815,46.991987,mm
Neuchâtel - Portes-Rouges,6.9553682,47.0040433,m
Neuchâtel Quai-Peri,6.918138,46.9876942,shell
Neuenhof,8.3275251,47.4501589,m
Neuenkirch,8.2050715,47.0981822,dmp
Neuhausen am Rheinfall,8.6214126,47.6858485,shell
Neunkirch,8.5045443,47.6903787,m
Neydens (F),6.0976331,46.123435,m
Neyruz,7.0655105,46.7671371,m
Nidau,7.2463285,47.1263507,mm
Nidau,7.2429925,47.1196079,soca
Niederhasli,8.485262,47.479847,m
Niederurnen,9.0559104,47.1284992,m
Noranco,8.9291844,45.9797746,soca
Novazzano-Brusata1,8.9643717,45.8451092,pica
Novazzano-Brusata2,8.9643073,45.8451093,pica
Novazzano-Paese,8.981303,45.8395427,pica
Noville,6.9209862,46.388792,m
Noville,6.9204954,46.3864173,mgls
Nussbaumen - Markthof,8.2925534,47.487854,m
Nyon,6.2167268,46.3824876,soca
Nyon - La Combe,6.2348109,46.3827028,mmm
Nyon - Porte de Nyon,6.2206729,46.3883058,fm
Näfels,9.05966,47.0936714,m
Oberburg,7.6326438,47.0324969,mgls
Oberengstringen,8.462976,47.4086394,m
Oberglatt,8.5106565,47.4702272,mig
Oberglatt,8.5051151,47.4763679,soca
Oberkirch,8.1137803,47.1651653,m
Obermeilen,8.652638,47.2654485,soca
Oberrieden,8.5776055,47.2766939,mig
Oberriet,9.5634422,47.3158345,m
Oberwil,7.5546791,47.5099303,mmm
Oensingen,7.718937,47.2889751,m
Oftringen,7.9213265,47.3125554,mm
Oftringen,7.9308863,47.3051574,shell
Oftringen,7.9359853,47.29749,soca
Oftringen - MParc,7.9276772,47.308499,fm
Olten - Aarburgerstr.,7.9075153,47.3452266,mgls
Olten - Hammer,7.8987827,47.3499928,mm
Olten - Sälipark,7.9104394,47.3463482,mm
Olten - Sälipark Fachmärkte,7.9103665,47.3465494,fm
Olten - Tannwaldstrasse,7.9086432,47.3515901,mig
Onex,6.1035615,46.1846747,soca
Opfikon,8.5637435,47.4161074,soca
Opfikon - Glattpark,8.5579927,47.4212446,mm
Orbe,6.5313631,46.7237876,m
Orbe Gruvatiez,6.5388544,46.7216848,m
Oron-la-Ville,6.8257176,46.5719556,m
Ostermundigen,7.495635,46.956966,mm
Ostermundigen Poststrasse,7.4827247,46.95615,m
Othmarsingen,8.2195193,47.4070248,mgls
Outlet Dietlikon - Greenhouse,8.6191977,47.4121821,spez
Outlet Eglisau,8.5233301,47.5686492,spez
Outlet Romanel,6.6061476,46.5738718,spez
Outlet Winterthur,8.7503749,47.4959879,spez
Payerne,6.9396282,46.8201631,mm
Payerne,6.9397961,46.8196551,mig
Peseux,6.8895441,46.9859094,mm
Pfungen,8.6500909,47.5172846,m
Pfungen,8.6501686,47.5186335,fm
Pfäffikon - Seedammcenter,8.7927006,47.2005836,mm
Pfäffikon ZH,8.7812381,47.3686343,mm
Pfäffikon ZH,8.7848528,47.3669849,mig
Plaffeien,7.2910651,46.7397917,m
Plan-les-Ouates,6.1148529,46.1674266,mm
Plan-les-Ouates,6.11076,46.1648588,mgls
Pontaise,6.6284723,46.530315,dmp
Ponte Cremenaga,8.788448,45.9929238,pica
Porrentruy,7.0771359,47.4164582,mm
Porrentruy,7.0788305,47.4214043,shell
Porte de Versoix,6.1674765,46.2744374,mm
Pratteln,7.6940945,47.5204545,mm
Pratteln,7.7059835,47.5237214,mgls
Pratteln-Gehrenacker,7.704295,47.521259,dmp
Pregassona,8.9672005,46.0236673,m
Prilly,6.6077373,46.5332121,m
Prilly,6.6027559,46.5274181,soca
Prilly - Malley,6.6028429,46.526852,m
Prilly - ch. du Viaduc,6.6028735,46.527401,shell
Prilly - rte de Cossonay,6.6011857,46.537932,mgls
Préverenges,6.5166645,46.5188722,m
Puidoux,6.769391,46.4922982,dmp
Pully,6.6596672,46.5116743,mm
Rain,8.2496975,47.1269865,m
Ramsen,8.8206881,47.7067582,dmp
Rapperswil - Sonnenhof,8.8205077,47.2290317,mm
Rapperswil - Zentrum,8.818166,47.2258032,m
Rebstein,9.5813963,47.3971838,dmp
Regensdorf,8.4744151,47.4374921,mgls
Regensdorf,8.4735797,47.4380292,soca
Regensdorf - Zentrum,8.4691306,47.4313251,mmm
Reichenburg,8.9691015,47.1730561,m
Reiden,7.9715113,47.2484269,m
Reiden Outlet,7.9578136,47.247006,spez
Reinach,8.1847692,47.2591663,mgls
Reinach - Mischeli,7.5964432,47.5022541,mm
Reinach - Zentrum,7.5944243,47.4926693,m
Reinach AG,8.1816799,47.2578265,mm
Reinach BL,7.5983027,47.4894532,mgls
Reinach-Sternenhof,7.5963235,47.4887274,fm
Relais du St.Bernard,7.0605196,46.1264947,shell
Renens,6.5852658,46.5339363,mgls
Renens - Florissant,6.5977745,46.5309348,m
Renens - Métropole,6.580878,46.5385453,mm
Renens Quai Ouest,6.5772597,46.5377156,m
Renens Silo,6.5856489,46.5333413,m
Rheineck,9.5886584,47.4684353,m
Rheinfall,8.6233955,47.692882,soca
Rheinfelden,7.7982876,47.555335,mm
Riazzino,8.8895944,46.1752568,m
Richterswil,8.7053798,47.2063902,m
Riehen - Dorf,7.6519616,47.5852499,mm
Riehen - Grenzacherweg,7.6468453,47.5754561,dmp
Riehen - Niederholz,7.6332176,47.569669,dmp
Rolle,6.3383807,46.4611,mm
Rolle,6.3350193,46.4627709,mgls
Romanel-sur-Lausanne,6.6130138,46.5590513,mmm
Romanshorn,9.3781482,47.5651688,mig
Romanshorn - Hubzelg,9.3674826,47.5646479,mm
Romont,6.9126508,46.6926707,mm
Rorschach - Promenade,9.4950791,47.4740862,m
Rorschach - Trischliplatz,9.4889596,47.4778206,mm
Rothenburg M-Electronics,8.2450217,47.0946381,fm
Rothrist,7.8866601,47.3066918,m
Rothrist,7.8953841,47.3116536,mgls
Rotkreuz,8.4287677,47.1411731,m
Rotkreuz,8.4345645,47.1476159,shell
Ruopigen Zentrum Luzern,8.2740577,47.0622438,m
Ruswil,8.1127902,47.0884106,m
Réchy,7.4944589,46.2617504,dmp
Rümlang,8.5241895,47.4618798,shell
Rümlang Hofwisencenter,8.537906,47.4509866,m
Rüschlikon Parkside,8.5488346,47.3010372,m
Rüti ZH,8.8489703,47.2581252,mm
Rüti ZH Fachmarkt,8.85329,47.2530884,fm
SOCAR Frauenfeld,8.889193,47.56133,soca
SOCAR Kölliken Nord A1,8.0303425,47.3298799,soca
SOCAR Quartino,8.915083,46.15173,soca
Saas Fee,7.9281535,46.1085428,m
Saignelégier,6.9998167,47.254553,m
Sainte-Croix,6.5032791,46.819495,m
Samedan,9.873851,46.531044,mm
Samedan,9.8725017,46.5310064,mig
San Bernardino,9.1875987,46.4674155,soca
Sant' Antonino,8.9625176,46.1548802,mgls
Sargans,9.4450266,47.0456746,mig
Sarnen - Sarnen-Center,8.2494742,46.8967489,mm
Savièse,7.3519659,46.2502976,m
Saxon,7.1732993,46.148724,m
Schaan,9.5037209,47.1692926,m
Schaffhausen,8.6329323,47.6972995,mta
Schaffhausen - Breite,8.6200072,47.7064686,m
Schaffhausen - Buchthalen,8.6542202,47.6992534,m
Schaffhausen - Grubenstrasse,8.6453389,47.7029976,soca
Schaffhausen - Herblinger Markt,8.664005,47.7203,mmm
Schaffhausen - Vorstadt,8.6339358,47.6987731,mm
Schindellegi,8.7133184,47.1756607,m
Schlieren,8.4474972,47.3986921,mig
Schlieren,8.4403664,47.3963885,soca
Schlieren - Kesslerplatz,8.4371696,47.3961553,m
Schlieren - Rietbach,8.434955,47.40073,mm
Schlieren - Zentrum,8.4468471,47.3986438,m
Schmerikon - Bahnhofstrasse,8.9432488,47.2252089,mig
Schmerikon - St.Gallerstrasse,8.9619698,47.2301268,mgls
Schwarzenburg,7.339902,46.8177012,m
Schwerzenbach,8.6587636,47.3843854,mig
Schöftland,8.0474765,47.3027032,m
Schönbühl - Moosbühl,7.4905873,47.0158434,fm
Schönbühl - Shoppyland,7.4923677,47.0169335,mmm
Schönenwerd,8.0031216,47.3735275,m
Schüpfheim,8.0165859,46.9482657,m
Sembrancher,7.1446967,46.0791549,m
Sementina,8.9920373,46.1822199,m
Sempach Station,8.1993284,47.1169163,m
Seon,8.1612469,47.3477982,m
Seuzach,8.7303174,47.5355288,m
Shell Illnau-Effretikon,8.726769,47.407036,shell
Siebnen,8.9076441,47.1761348,mgls
Sierre,7.5291519,46.292358,mm
Sierre Rossfeld,7.5133829,46.2814938,fm
Sihlbrugg AMAG,8.5765731,47.2173651,mgls
Sins,8.3973587,47.1852946,mgls
Sion,7.3452206,46.2290537,mgls
Sion - Le Ritz,7.3595336,46.2358562,m
Sion - Métropole,7.356213,46.2286124,mmm
Sion - Tourbillon Center,7.3843456,46.2314201,m
Sion Outlet,7.3785208,46.2281227,spez
Sirnach,8.9916638,47.4634678,m
Sissach,7.816352,47.462086,mm
Socar Pizzamiglio,9.0371612,45.8428056,soca
Solothurn,7.533167,47.2068855,m
Solothurn,7.5238037,47.2114448,shell
Solothurn Baselstrasse,7.5446377,47.2112133,m
Solothurn Öufi,7.5261313,47.2113187,m
Spiez - Terminus,7.6817159,46.6857824,mm
Spreitenbach,8.3676836,47.4218343,mm
Spreitenbach - Tivoli,8.3700585,47.4233238,mmm
Spreitenbach Do It + Garden,8.3708882,47.4245244,spez
St-Gingolph,6.830586,46.38515,shell
St-Imier,6.9952813,47.1515265,m
St-Maurice,7.0052498,46.2147953,m
St. Gallen - Bruggen,9.3354232,47.4100595,m
St. Gallen - Lachen,9.3536906,47.4204665,m
St. Gallen - Langgasse,9.3862519,47.4352582,m
St. Gallen - Neudorf,9.4050204,47.4372078,m
St. Gallen - Neumarkt,9.3705537,47.4221431,mmm
St. Gallen - Rorschacherstr.,9.4020661,47.4351257,mgls
St. Gallen - Silberturm,9.3950643,47.4311418,m
St. Gallen - Spisermarkt,9.3782359,47.4252078,m
St. Gallen - St. Fiden,9.391591,47.4358241,mm
St. Gallen - Union,9.3745396,47.4256387,mig
St. Gallen - Zürcherstr. 205,9.3360605,47.4117293,shell
St. Gallen - Zürcherstrasse 114,9.3452081,47.4162391,mgls
St. Gallen Bahnhof,9.3695057,47.4230367,mr
St. Gallen OBI / Micasa,9.3123033,47.4149328,fm
St. Katharina Nord,8.3744025,47.1194294,soca
St. Katharina Süd,8.3749711,47.1187123,soca
St. Margrethen - Grenzstrasse,9.6382129,47.4551321,mgls
St. Margrethen - Rheinpark,9.6513499,47.4501472,mmm
St. Moritz,9.845483,46.497821,mig
St. Niklaus,7.8064848,46.1810239,dmp
St.Gallen Outdoor,9.3733977,47.4230672,spez
Staad,9.5318113,47.4804973,shell
Stabio,8.9364332,45.8485669,m
Stabio Gaggiolo,8.9223671,45.8441314,pica
Stabio-Gaggiolo 1,8.919321,45.8424959,pica
Stabio-Paese,8.9270699,45.8448496,pica
Stalden,7.8708057,46.2326654,dmp
Stalden,7.8768003,46.2470999,mgls
Stans,8.3529125,46.9663706,mgls
Stans - Länderpark,8.3556565,46.9646845,mmm
Steckborn,8.9758158,47.6639509,m
Steffisburg,7.6335904,46.7810832,m
Steffisburg,7.6245157,46.76586,mgls
Steg,7.7453717,46.3147018,m
Steg,7.750871,46.3062985,mgls
Stein,7.9544805,47.5492231,m
Stein,7.9535086,47.5476265,shell
Stein am Rhein,8.8526236,47.6514436,m
Steinhausen - Zugerland,8.4777745,47.1920625,mmm
Steinhausen Dorf,8.4846747,47.1970572,m
Stäfa,8.7234301,47.2406714,mm
Stäfa,8.7148207,47.2407708,soca
Sugiez,7.1238781,46.9665241,mgls
Suhr,8.0821995,47.3717739,mig
Suhr Outlet,8.0811156,47.3697291,spez
Suhr Suhrepark,8.0816706,47.3732376,m
Sulgen,9.1884781,47.5324881,mig
Sulgen - Passerelle,9.1829867,47.5401419,m
Sursee,8.1000927,47.1736868,mgls
Surseepark,8.1021962,47.1728531,mmm
Surseepark Fachmarkt,8.1011326,47.1724395,fm
Susten,7.6407791,46.3114821,dmp
Taesch,7.77679,46.0709528,dmp
Tavannes,7.1978861,47.21932,m
Tavannes,7.2035769,47.223466,shell
Taverne,8.9315827,46.060572,m
Taverne,8.9304134,46.0593998,fm
Tenero,8.8517014,46.1795605,m
Tesserete,8.9669567,46.0675557,m
Teufen,9.3908514,47.3907355,m
Thal,9.5771551,47.4795373,m
Thalwil,8.5640824,47.2941879,mm
Thayngen,8.7067801,47.7488083,m
Thayngen,8.7147398,47.7404286,mgls
Therwil,7.5536596,47.499527,dmp
Therwil,7.5643512,47.4966992,shell
Thierrens,6.7550064,46.7044032,dmp
Thoiry (F),5.9941326,46.2286354,mmm
Thun,7.6275516,46.7542958,shell
Thun - Bälliz,7.6266358,46.7601164,mm
Thun - Dürrenast,7.6261582,46.7450418,m
Thun - Oberland,7.614778,46.7447598,mmm
Thun - Panorama Center,7.6053619,46.7441475,fm
Thun - Weststrasse,7.6076245,46.7449484,mgls
Thusis - im Park,9.4398532,46.6944915,mm
Thônex,6.1996185,46.1930274,mm
Thônex,6.2128684,46.1986526,shell
Tramelan,7.0997558,47.2234176,m
Triesen,9.525209,47.108894,m
Trübbach,9.4862183,47.0750277,mgls
Turbenthal,8.8445994,47.4385237,m
Tägerwilen,9.1419927,47.6538552,m
Uetendorf,7.5741096,46.7739279,m
Uitikon-Waldegg,8.4616665,47.3687168,m
Unterentfelden,8.0456204,47.3619645,mm
Unterwetzikon,8.795556,47.3135,m
Unterägeri,8.579203,47.1380428,m
Urdorf - Spitzacker,8.4223769,47.3848945,m
Uster,8.7226744,47.3521726,shell
Uster - Illuster,8.7152446,47.349891,mmm
Uster-West,8.7136066,47.3542567,fm
Utzenstorf - Linde,7.5585845,47.1284908,m
Uznach - Frohsinn,8.9806843,47.2264591,mm
Uzwil - Birkenhof,9.133884,47.436874,mm
VOI Aarburg,7.9071351,47.320554,voi
VOI Aarwangen,7.7718237,47.2362174,voi
VOI Alpnach,8.2709654,46.9398339,voi
VOI Baden - Mellingerstrasse,8.2932847,47.4673446,voi
VOI Bern - Fellergut,7.3902179,46.9453512,voi
VOI Bern - Fischermätteli,7.4185558,46.9413645,voi
VOI Bern - Kramgasse,7.4497459,46.9481109,voi
VOI Bern - Schosshalde,7.4629318,46.9453775,voi
VOI Bern - Spiegel,7.433499,46.9264088,voi
VOI Bern - Viktoriastrasse,7.4545541,46.9536364,voi
VOI Beromünster,8.1917754,47.209729,voi
VOI Bettlach,7.426077,47.1993568,voi
VOI Biel - Jardin du Paradis,7.2632867,47.1454026,voi
VOI Biel - Mett,7.2721353,47.1426268,voi
VOI Boll,7.5479454,46.9546925,voi
VOI Brügg,7.2804096,47.1239464,voi
VOI Buchs ZH,8.4396784,47.4563902,voi
VOI Büron,8.0944046,47.2136699,voi
VOI Dulliken,7.9345418,47.354143,voi
VOI Genève-Cirque,6.1397642,46.2010565,voi
VOI Geroldswil,8.4117228,47.4215795,voi
VOI Gland,6.2617789,46.4232158,voi
VOI Grindelwald,8.0391045,46.6236074,voi
VOI Horgen,8.6119618,47.2548701,voi
VOI Ins,7.1070561,47.0042581,voi
VOI Jegenstorf,7.5103611,47.051416,voi
VOI Kappel,7.8468992,47.3236429,voi
VOI Kilchberg,8.5480624,47.3245116,voi
VOI Lengnau,7.3631011,47.1808069,voi
VOI Meyrin - Les Vergers,6.0668592,46.2309568,voi
VOI Niederbipp,7.6926322,47.2698326,voi
VOI Niedergösgen,7.9936894,47.3717743,voi
VOI Niederlenz,8.1777989,47.3990619,voi
VOI Niederrohrdorf,8.30086,47.4250876,voi
VOI Roggwil,7.8218895,47.2393252,voi
VOI Rombach,8.0448105,47.401845,voi
VOI Rümlang,8.5315694,47.4497963,voi
VOI Safenwil,7.9851441,47.321305,voi
VOI Schwerzenbach,8.6589504,47.3851497,voi
VOI Seengen,8.2036078,47.3249241,voi
VOI Sempach Stadt,8.1920443,47.1362307,voi
VOI Siebnen,8.9004331,47.1753754,voi
VOI Stans,8.366329,46.9565347,voi
VOI Steffisburg,7.6161447,46.773617,voi
VOI Strengelbach,7.9286,47.2784744,voi
VOI Studen,7.3011494,47.1142052,voi
VOI Sumiswald,7.7463868,47.0288821,voi
VOI Trimbach,7.8988859,47.3623369,voi
VOI Unterkulm,8.1136799,47.310751,voi
VOI Wabern,7.4523149,46.9286391,voi
VOI Wallisellen,8.597648,47.41978,voi
VOI Wangen a. Aare,7.6554199,47.23393,voi
VOI Wichtrach,7.5753497,46.850993,voi
VOI Wilderswil,7.8690846,46.6660645,voi
VOI Zürich - Grünau,8.4863988,47.3963402,voi
VOI Zürich - Hönggerstrasse,8.5184213,47.3952404,voi
VOI Zürich - In der Ey,8.4928295,47.3705108,voi
VOI Zürich - Leimbach,8.5153194,47.3297396,voi
VOI Zürich - Paradies,8.5294762,47.3347241,voi
VOI Zürich - Witikon,8.5939597,47.3599907,voi
Vacallo-Pizzamigli,9.0372212,45.8432895,pica
Vallorbe,6.3777456,46.7117213,m
Verbano,8.8172485,46.1749888,shell
Verbier,7.2232795,46.0966164,m
Vernier,6.077728,46.2213008,mgls
Vernier - Arcenter,6.0833327,46.2167048,m
Vernier Outlet,6.0869554,46.2170639,spez
Versoix,6.1658024,46.2797694,mig
Vevey - Midi Coindet,6.8401817,46.4636235,mm
Vevey Des 2 Gares,6.8421961,46.464429,m
Vezia,8.9366277,46.0212226,pica
Villars-Ste-Croix,6.5589149,46.5663916,mgls
Villars-s/Glâne - Cormanon,7.1335773,46.7937778,m
Villars-sur-Glâne,7.1228992,46.7988222,mgls
Villars-sur-Ollon,7.0547167,46.2988399,dmp
Vionnaz,6.8985242,46.3135922,dmp
Visp,7.8798626,46.2929559,mm
Volketswil,8.6805761,47.3884116,mm
Volketswil,8.6740561,47.3807417,mgls
Volketswil Fachmärkte,8.6752451,47.3800454,fm
Vétroz,7.259816,46.2154523,dmp
Wabern - Chly Wabere,7.4597626,46.922607,mm
Wald,8.9118624,47.2737533,shell
Wald ZH,8.9147079,47.2748553,m
Walenstadt,9.3135977,47.1219487,m
Walke,9.2977832,47.392741,m
Wallisellen,8.5916082,47.4134998,m
Wallisellen - Glattzentrum,8.5960556,47.4084534,mmm
Wallisellen - Husacherstr.,8.6019195,47.4081074,mgls
Wattwil,9.0881625,47.2984452,mm
Weggis,8.4262019,47.0337353,dmp
Weinbergli Luzern,8.3160305,47.042706,m
Weinfelden,9.1047495,47.562973,mgls
Weinfelden - Rösslifelsen,9.1110836,47.5674427,mm
Weinfelden Weststrasse,9.094288,47.56718,m
Wettingen,8.3148527,47.4607588,mig
Wettingen - Landstrasse,8.324826,47.467274,mm
Wetzikon - Züri-Oberland-Märt,8.7996977,47.3276616,mmm
Wetzikon-Kempten,8.8055078,47.3328932,mig
Widnau - Rhydorf-Center,9.6288579,47.4077549,mm
Wil - Toggenburgerstr.,9.0490099,47.4555682,mgls
Wil - Zürcherstrasse,9.040829,47.4644708,soca
Wil Larag,9.0467972,47.4560847,fm
Wil SG,9.0423748,47.4628222,mm
Wildegg,8.1663545,47.4164275,m
Wilderswil,7.8698481,46.6683954,mgls
Willisau - Chrüzhof,7.9941804,47.122768,m
Windisch,8.212573,47.474655,m
Windisch,8.2125241,47.4823667,mgls
Winterthur,8.68038,47.5157999,mgls
Winterthur - Blumenau,8.711992,47.5068665,m
Winterthur - Deutweg,8.7402503,47.4947417,m
Winterthur - Grüzepark I,8.7618234,47.4976366,fm
Winterthur - Grüzepark II,8.7616791,47.4982409,fm
Winterthur - Hegi,8.7721562,47.5042465,m
Winterthur - Neuwiesen,8.720857,47.499126,mmm
Winterthur - Obertor,8.7317613,47.5003636,m
Winterthur - Oberwinterthur,8.7587494,47.5112274,mm
Winterthur - Rosenberg,8.7198648,47.5183138,mm
Winterthur - Rosenberg,8.7199374,47.5187243,shell
Winterthur - Seen,8.7623465,47.485586,mm
Winterthur - Töss,8.7064972,47.491878,m
Winterthur - Wülflingen,8.6937262,47.5108438,m
Winterthur - Zürcherstrasse 48,8.7126522,47.4956333,mgls
Winterthur Bahnhof,8.7247052,47.501194,mig
Winterthur In der Au,8.7049215,47.4847801,mgls
Winterthur-Marktgasse,8.7301673,47.4996785,mig
Winterthur-Seen,8.7550989,47.4871078,soca
Wittenbach,9.389376,47.460354,mm
Wittenbach,9.3998277,47.4542732,mgls
Wohlen,8.2724163,47.3493209,mm
Wolhusen - Dorfmärt,8.0705934,47.0560514,mm
Wollerau Märt Roospark,8.7214742,47.1920378,m
Worb,7.5649883,46.9266974,mm
Wädenswil,8.6675403,47.2290738,mmm
Wädenswil - Seestrasse,8.6604111,47.2378305,soca
Wädenswil A3,8.661054,47.2208937,shell
Wädenswil Zürisee Center,8.6366175,47.2352197,fm
Würenlos,8.3478307,47.4387272,shell
Würenlos,8.3470673,47.4382745,shell
Yverdon,6.6494873,46.7647855,shell
Yverdon - Métropole,6.6357622,46.7812351,mmm
Yverdon Sud,6.6501591,46.7665642,m
Yvonand,6.743063,46.7996515,dmp
Zell,7.9282486,47.1371898,m
Zermatt,7.7481512,46.0217113,mm
Zofingen,7.9421429,47.2914999,mm
Zollikofen,7.4570099,46.9933993,m
Zollikofen,7.4629968,47.0042506,soca
Zollikon - Dorf,8.5760777,47.3377789,m
Zollweiden,7.6178528,47.5224322,dmp
Zuchwil,7.5600061,47.2033261,m
Zuchwil,7.5507454,47.2054043,shell
Zug,8.4840329,47.1825071,mgls
Zug - Grabenstrasse,8.5151671,47.1652634,m
Zug - Metalli,8.5170158,47.1732476,mm
Zug Herti,8.505821,47.1780404,m
Zumikon,8.6193207,47.3364667,mm
Zuzwil,9.1124966,47.47228,m
Zuzwil,9.1074379,47.4688349,mgls
Zweisimmen,7.3728404,46.5553701,m
Zwingen,7.5379942,47.4391541,mgls
Zürich - Affoltern,8.5082588,47.4202196,mm
Zürich - Affoltern,8.5075744,47.4211165,mig
Zürich - Airport,8.5626585,47.4502749,mm
Zürich - Albisriederplatz,8.5086822,47.3792702,m
Zürich - Albisriederstrasse,8.493271,47.3780898,voi
Zürich - Altstetten M-Express,8.4874695,47.3915091,m
Zürich - Altstetten Neumarkt,8.4875256,47.3882886,mmm
Zürich - Bahnhof Enge,8.5310653,47.3638859,m
Zürich - Birmensdorferstr.,8.4942763,47.3673493,mgls
Zürich - Blumen Bellaria,8.5285264,47.3471878,spez
Zürich - Brunaupark,8.5180694,47.3582422,mm
Zürich - Burgwies,8.5715375,47.3576581,m
Zürich - City,8.5365345,47.3754488,mmm
Zürich - Farbhof,8.4787702,47.390296,mig
Zürich - Flurstr.,8.492102,47.3812756,mgls
Zürich - Furttal,8.5026175,47.4211082,shell
Zürich - HB Sihlquai,8.5357604,47.3785227,m
Zürich - Hardau,8.5100871,47.3813081,shell
Zürich - Hauptbahnhof,8.5394,47.37744,m
Zürich - Hauptbahnhof,8.5409704,47.3780852,mig
Zürich - Herdern,8.5073829,47.3898548,spez
Zürich - Hohlstrasse,8.4911591,47.3905311,soca
Zürich - Hornegg,8.5584899,47.3522083,shell
Zürich - Höngg,8.4973707,47.403841,m
Zürich - Höschgasse,8.554269,47.35856,m
Zürich - Kreuzplatz,8.5537771,47.3645091,mm
Zürich - Lagerstrasse,8.5294249,47.3794486,mig
Zürich - Leimbach Sihlbogen,8.5189546,47.3362301,m
Zürich - Limmatplatz,8.5310561,47.385379,mmm
Zürich - Manegg,8.5193259,47.3405316,soca
Zürich - Oerlikon Neumarkt,8.5429281,47.410484,mm
Zürich - Puls 5 M-Express,8.5185536,47.3913363,m
Zürich - Pünt,8.4858095,47.3751082,m
Zürich - Rautistrasse,8.4942078,47.3803768,shell
Zürich - Rigiplatz,8.5487676,47.3862231,m
Zürich - Schaffhauserplatz,8.5384895,47.392636,m
Zürich - Schmiede Wiedikon,8.5204177,47.3702468,m
Zürich - Schwamendingen,8.5725326,47.4038478,m
Zürich - Seebach,8.54861,47.4193716,mm
Zürich - ShopVilleMärt,8.54007,47.3772377,m
Zürich - Sihlcity,8.5225083,47.3581442,spez
Zürich - Sihlquai,8.5319665,47.3858886,mgls
Zürich - Stadelhofen,8.5478721,47.3654727,m
Zürich - Stockerstrasse M-Express,8.5340278,47.3682475,m
Zürich - Thurgauerstrasse,8.5563319,47.419783,mgls
Zürich - Toblerplatz,8.5593819,47.3795452,m
Zürich - Triemli,8.4966028,47.3684974,soca
Zürich - Waffenplatz,8.5264079,47.3594773,mig
Zürich - Wengihof,8.5230687,47.3749444,m
Zürich - Wiedikon M-Märt,8.5085226,47.3699977,mm
