Gemeinde,lat,long,name,GMDNAME
Luzern,47.04875,8.26277,Denner Filiale,Kriens
Luzern,47.04527,8.30739,Denner Filiale,Luzern
Luzern,47.054389,8.339964,Denner Filiale,Ebikon
Luzern,47.038007,8.304172,Denner Filiale,Luzern
Lyss,47.0784999,7.30426,Denner Filiale,Lyss
Lyss,47.0755577,7.3055286,Denner Filiale,Lyss
Maggia,46.246089,8.70611,Denner Satellit,Maggia
Magliaso,45.9851189,8.8901825,Denner Filiale,Magliaso
Malters,47.038718,8.183691,Denner Filiale,Malters
Malvaglia,46.41197,8.97762,Denner Satellit,Serravalle
Männedorf,47.2531548,8.6960373,Denner Filiale,Männedorf
Marin,47.0122199,7.00879,Denner Filiale,La Tène
Marly,46.77606,7.16117,Denner Express,Marly
Martigny,46.1032677,7.0761118,Denner Express,Martigny
Martigny,46.1019745,7.072361,Denner Filiale,Martigny
Martigny,46.10674,7.08576,Denner Filiale,Martigny
Martigny,46.112169,7.0773432,Denner Filiale,Martigny
Matran,46.7791156,7.0885317,Denner Filiale,Matran
Melano,45.92292,8.9846,Denner Partner,Riva San Vitale
Melide,45.9544449,8.9496717,Denner Satellit,Melide
Mellingen,47.4132083,8.2670275,Denner Filiale,Mellingen
Mels,47.04179,9.4315,Denner Filiale,Sargans
Mendrisio,45.8699074,8.9803238,Denner Filiale,Mendrisio
Menziken,47.2412872,8.1868572,Denner Express,Menziken
Menzingen,47.176723,8.5936442,Denner Express,Menzingen
Menznau,47.08328,8.03835,Denner Express,Menznau
Mesocco,46.462317,9.192225,Denner Satellit,Mesocco
Messen,47.09197,7.44849,Denner Partner,Messen
Meyrin,46.2349091,6.0749793,Denner Filiale,Meyrin
Mezzovico,46.09154,8.92271,Denner Partner,Mezzovico-Vira
Minusio,46.1754189,8.8100071,Denner Filiale,Muralto
Möhlin,47.5571518,7.8451028,Denner Filiale,Möhlin
Mönchaltorf,47.307082,8.721381,Denner Filiale,Mönchaltorf
Mont-sur-Lausanne,46.5418706,6.6284085,Denner Filiale,Le Mont-sur-Lausanne
Montagny-près-Yverdon,46.78827,6.62144,Denner Filiale,Montagny-près-Yverdon
Monte Carasso,46.183319,9.000284,Denner Satellit,Bellinzona
Monthey,46.2540474,6.9519482,Denner Filiale,Monthey
Montreux,46.4316978,6.9097185,Denner Filiale,Montreux
Moosseedorf,47.01532,7.48431,Denner Partner,Moosseedorf
Morbio Inferiore,45.8461266,9.0159721,Denner Filiale,Morbio Inferiore
Morges,46.5097237,6.4947696,Denner Express,Morges
Morges,46.5199661,6.5074015,Denner Satellit,Morges
Moudon,46.66163,6.79613,Denner Partner,Moudon
Moutier,47.2783775,7.3704152,Denner Filiale,Moutier
Muhen,47.3347435,8.0544405,Denner Satellit,Muhen
Münchenbuchsee,47.0196686,7.450469,Denner Filiale,Münchenbuchsee
Münchenstein,47.52339,7.61655,Denner Filiale,Münchenstein
Münchwilen (TG),47.478716,8.999221,Denner Express,Münchwilen (TG)
Münsingen,46.872776,7.5627074,Denner Filiale,Münsingen
Münsingen,46.87316,7.56015,Denner Bibite,Münsingen
Murgenthal,47.26532,7.82799,Denner Partner,Murgenthal
Muri (AG),47.27249,8.34207,Denner Partner,Muri (AG)
Murten,46.93006,7.12268,Denner Filiale,Murten
Murten,46.93965,7.14421,Denner Filiale,Muntelier
Müstair,46.6348953,10.4582596,Denner Satellit,Val Müstair
Muttenz,47.525631,7.6472101,Denner Filiale,Muttenz
Naters,46.32392,7.99242,Denner Partner,Naters
Nebikon,47.19356,7.97791,Denner Partner,Nebikon
Neerach,47.51178,8.4777,Denner Partner,Neerach
Neftenbach,47.38574,8.48165,Denner Express,Oberengstringen
Neuchâtel,47.0053731,6.9620987,Denner Express,Hauterive (NE)
Neuchâtel,46.9964561,6.9325256,Denner Filiale,Neuchâtel
Neuchâtel,46.9816093,6.9002662,Denner Express,Neuchâtel
Neuchâtel,46.998415,6.924549,Denner Filiale,Neuchâtel
Neuhausen,47.6830025,8.6192112,Denner Filiale,Neuhausen am Rheinfall
Nidau,47.1297684,7.2405472,Denner Express,Nidau
Niederbipp,47.269482,7.687157,Denner Partner,Niederbipp
Niederurnen,47.1300011,9.0580864,Denner Filiale,Glarus Nord
Niederuzwil,47.4460182,9.1417122,Denner Filiale,Uzwil
Nottwil,47.1363602,8.1339684,Denner Partner,Nottwil
Nussbaumen (AG),47.4886665,8.292367,Denner Satellit,Obersiggenthal
Nyon,46.3835487,6.2361665,Denner Filiale,Nyon
Nyon,46.3827629,6.2352953,Denner Filiale,Nyon
Nyon,46.38836,6.22476,Denner Filiale,Nyon
Oberengstringen,47.4088,8.46212,Denner Filiale,Oberengstringen
Oberriet (SG),47.31337,9.561925,Denner Partner,Oberriet (SG)
Oberwil (BL),47.5093727,7.554307,Denner Filiale,Oberwil (BL)
Oensingen,47.2873392,7.7090564,Denner Filiale,Oensingen
Oetwil am See,47.27125,8.72405,Denner Partner,Oetwil am See
Oftringen,47.3124771,7.9215851,Denner Filiale,Oftringen
Oftringen,47.3164749,7.9397974,Denner Filiale,Oftringen
Olivone,46.52994,8.938816,Denner Satellit,Blenio
Olten,47.35002,7.89673,Denner Filiale,Olten
Olten,47.3463287,7.9096236,Denner Filiale,Olten
Olten,47.34662,7.9174,Denner Satellit,Starrkirch-Wil
Onex,46.1921,6.10321,Denner Filiale,Onex
Opfikon,47.428349,8.574196,Denner Partner,Opfikon
Orbe,46.721357,6.538078,Denner Filiale,Orbe
Oron,46.5711,6.82312,Denner Partner,Oron
Orpund,47.13844,7.30938,Denner Satellit,Orpund
Ostermundigen,46.9584656,7.4913416,Denner Filiale,Ostermundigen
Ostermundigen,46.9568253,7.4959383,Denner Express,Ostermundigen
Pampigny,46.5801659,6.4280295,Denner Satellit,Mauraz
Paradiso,45.9906921,8.9433289,Denner Filiale,Paradiso
Paspels,46.7498,9.442406,Denner Partner,Domleschg
Paudex,46.5068169,6.6712732,Denner Filiale,Paudex
Payerne,46.8211327,6.9362478,Denner Filiale,Payerne
Penthaz,46.60039,6.53802,Denner Express,Penthaz
Peseux,46.9862328,6.8894329,Denner Filiale,Milvignes
Petit-Lancy,46.1871872,6.1112642,Denner Filiale,Lancy
Pfäffikon (SZ),47.20056,8.79276,Denner Filiale,Freienbach
Pfäffikon (ZH),47.3662898,8.7818144,Denner Filiale,Pfäffikon
Pfäffikon (ZH),47.3682022,8.7805805,Denner Filiale,Pfäffikon
Pfungen,47.51744,8.65,Denner Filiale,Pfungen
Pieterlen,47.172685,7.341943,Denner Partner,Pieterlen
Plaffeien,46.7405,7.29031,Denner Express,Plaffeien
Pompaples,46.6669686,6.5106889,Denner Partner,Pompaples
Porrentruy,47.415226,7.0715389,Denner Filiale,Porrentruy
Porrentruy,47.41648,7.07715,Denner Filiale,Porrentruy
Port,47.11671,7.2547,Denner Express,Port
Pratteln,47.5215111,7.6928544,Denner Filiale,Pratteln
Préverenges,46.5231789,6.530262,Denner Filiale,Préverenges
Prilly,46.5273933,6.6028786,Denner Filiale,Prilly
Quartino,46.1522201,8.9122571,Denner Partner,Cugnasco-Gerra
Rapperswil (SG),47.2291756,8.8208418,Denner Filiale,Rapperswil-Jona
Regensdorf,47.4315605,8.4676113,Denner Filiale,Regensdorf
Regensdorf,47.4446945,8.4654236,Denner Express,Regensdorf
Reiden,47.2414742,7.969666,Denner Filiale,Reiden
Reigoldswil,47.3973083,7.6913891,Denner Partner,Reigoldswil
Reinach (AG),47.2588844,8.1821623,Denner Filiale,Reinach (AG)
Reinach (BL),47.5022545,7.5964313,Denner Filiale,Reinach (BL)
Reinach (BL),47.4926834,7.5928998,Denner Express,Reinach (BL)
Reinach (BL),47.4904099,7.5891,Denner Filiale,Reinach (BL)
Renens (VD),46.5385361,6.580883,Denner Filiale,Renens (VD)
Renens (VD),46.53326,6.59829,Denner Filiale,Prilly
Renens (VD),46.53416,6.58244,Denner Express,Renens (VD)
Rennaz,46.3826485,6.9204822,Denner Filiale,Rennaz
Reute (AR),47.419664,9.575657,Denner Satellit,Reute (AR)
Rhäzüns,46.7994385,9.3975773,Denner Satellit,Rhäzüns
Rheinfelden,47.55703,7.80155,Denner Express,Rheinfelden
Rheinfelden,47.546984,7.767293,Denner Partner,Rheinfelden
Riazzino,46.1754532,8.8872356,Denner Filiale,Lavertezzo
Richterswil,47.2100372,8.7037764,Denner Filiale,Richterswil
Rickenbach (LU),47.220923,8.152199,Denner Satellit,Rickenbach (LU)
Riddes,46.17241,7.22216,Denner Satellit,Riddes
Riehen,47.5713577,7.6312418,Denner Express,Riehen
Riehen,47.5855141,7.6503291,Denner Filiale,Riehen
Riva S. Vitale,45.90514,8.97285,Denner Partner,Riva San Vitale
Rivera,46.124418,8.924128,Denner Partner,Monteceneri
Roche (VD),46.35478,6.9328,Denner Filiale,Roche (VD)
Rolle,46.4611,6.33838,Denner Filiale,Rolle
Romanel-sur-Lausanne,46.5754204,6.6054058,Denner Filiale,Cheseaux-sur-Lausanne
Romanel-sur-Lausanne,46.5596504,6.6117883,Denner Filiale,Romanel-sur-Lausanne
Romanshorn,47.5650699,9.3674738,Denner Filiale,Salmsach
Romont (FR),46.693401,6.912238,Denner Filiale,Romont (FR)
Rorschach,47.478258,9.481892,Denner Filiale,Rorschach
Rorschacherberg,47.47079,9.48349,Denner Partner,Rorschach
Röschenz,47.4253769,7.4752688,Denner Satellit,Röschenz
Rossrüti,47.474194,9.062444,Denner Partner,Wil (SG)
Rothenburg,47.0989178,8.2697882,Denner Filiale,Rothenburg
Rothenburg,47.093953,8.268967,Denner Filiale,Rothenburg
Rotkreuz,47.14494,8.4314,Denner Filiale,Risch
Rubigen,46.8924866,7.541666,Denner Filiale,Rubigen
Rümlang,47.461834,8.5257816,Denner Filiale,Rümlang
Rupperswil,47.4027634,8.1275864,Denner Partner,Rupperswil
Rüschlikon,47.3006112,8.5501107,Denner Filiale,Rüschlikon
Ruswil,47.0883522,8.1127868,Denner Filiale,Ruswil
Rüti (ZH),47.2598648,8.8530998,Denner Filiale,Rüti (ZH)
Rüti (ZH),47.25855,8.8496,Denner Filiale,Rüti (ZH)
Saas Grund,46.1235657,7.9369001,Denner Satellit,Saas-Grund
Sachseln,46.8685684,8.2397184,Denner Satellit,Sachseln
Saignelégier,47.25521,6.99739,Denner Satellit,Saignelégier
Saint-Aubin,46.89424,6.77402,Denner Partner,Mutrux
Saint-Imier,47.15156,6.9952,Denner Partner,Saint-Imier
Saint-Maurice,46.21483,7.00517,Denner Express,Saint-Maurice
Sainte-Croix,46.8232803,6.5018201,Denner Satellit,Sainte-Croix
Salavaux,46.9179878,7.0224195,Denner Partner,Vully-les-Lacs
Samedan,46.531557,9.874905,Denner Filiale,Samedan
Sant'Antonino,46.1562392,8.9720317,Denner Filiale,Sant'Antonino
Sarmenstorf,47.30864,8.24565,Denner Satellit,Sarmenstorf
Sarnen,46.8998528,8.2478485,Denner Filiale,Sarnen
Sarnen,46.8970413,8.24967,Denner Filiale,Sarnen
Savièse,46.25013,7.34909,Denner Partner,Savièse
Savigny,46.5391312,6.7307181,Denner Satellit,Savigny
Savosa,46.0173378,8.9408302,Denner Filiale,Massagno
Saxon,46.148574,7.17398,Denner Partner,Saxon
Schaan,47.167018,9.508667,Denner Satellit,Buchs (SG)
Schaffhausen,47.6987228,8.6551208,Denner Filiale,Feuerthalen
Schaffhausen,47.7202721,8.6639729,Denner Filiale,Stetten (SH)
Schaffhausen,47.6988258,8.6348982,Denner Express,Schaffhausen
Schaffhausen,47.7059326,8.6189489,Denner Filiale,Schaffhausen
Schaffhausen,47.699055,8.631698,Denner Filiale,Schaffhausen
Schaffhausen,47.71542,8.64588,Denner Filiale,Schaffhausen
Schänis,47.15857,9.04451,Denner Partner,Schänis
Schiers,46.97003,9.68404,Denner Filiale,Schiers
Schlieren,47.3960838,8.4394464,Denner Express,Schlieren
Schlieren,47.3968315,8.4487734,Denner Filiale,Schlieren
Schlieren,47.39903,8.44643,Denner Express,Schlieren
Schlieren,47.400253,8.434794,Denner Filiale,Schlieren
Schluein,46.77809,9.21835,Denner Filiale,Ilanz/Glion
Schmerikon,47.225441000000004,8.9441805,Denner Express,Schmerikon
Schmitten (FR),46.85595,7.24886,Denner Express,Schmitten (FR)
Schönbühl,47.0169868,7.4924374,Denner Filiale,Moosseedorf
Schötz,47.17006,7.991062,Denner Partner,Schötz
Schüpfheim,46.9471,8.00908,Denner Partner,Schüpfheim
Schwerzenbach,47.38539,8.65831,Denner Partner,Schwerzenbach
Schwyz,47.020979,8.656819,Denner Satellit,Schwyz
Scuol,46.79681,10.3076,Denner Express,Scuol
Sedrun,46.6804466,8.775238,Denner Satellit,Tujetsch
Seewen (SZ),47.02972,8.62962,Denner Partner,Steinen
Sembrancher,46.07902,7.14368,Denner Bibite,Sembrancher
Seon,47.34663,8.16075,Denner Partner,Seon
Siebnen,47.176033,8.9018764,Denner Filiale,Wangen (SZ)
Sierre,46.2901878,7.5254302,Denner Filiale,Sierre
Sierre,46.2824099,7.51288,Denner Filiale,Chalais
Sierre,46.2919017,7.530273,Denner Filiale,Sierre
Sion,46.2304497,7.3602057,Denner Express,Sion
Sion,46.22751,7.3839,Denner Filiale,Vex
Sion,46.2318828,7.3845419,Denner Filiale,Sion
Sion,46.2270203,7.3533349,Denner Bibite,Sion
Sion,46.229176,7.368374,Denner Filiale,Sion
Sion,46.225208,7.32631,Denner Express,Conthey
Sirnach,47.4616318,8.9985247,Denner Satellit,Münchwilen (TG)
Sirnach,47.461834,8.998688,Denner Express,Münchwilen (TG)
Sirnach,47.46865,8.99312,Denner Partner,Münchwilen (TG)
Sissach,47.461828,7.82409,Denner Filiale,Thürnen
Sissach,47.46234,7.81627,Denner Filiale,Sissach
Solothurn,47.2073212,7.5323286,Denner Express,Solothurn
Solothurn,47.2030029,7.5440803,Denner Filiale,Zuchwil
Solothurn,47.21133,7.526035,Denner Express,Solothurn
Spiez,46.6859,7.68089,Denner Express,Spiez
Spreitenbach,47.42323,8.3699,Denner Filiale,Spreitenbach
Spreitenbach,47.4223328,8.3678713,Denner Filiale,Spreitenbach
St-Légier,46.4707372,6.8807375,Denner Satellit,Blonay - Saint-Légier
St-Prex,46.4816742,6.4568009,Denner Filiale,Saint-Prex
St. Gallen,47.4310149,9.3956043,Denner Filiale,St. Gallen
St. Gallen,47.4354858,9.3865662,Denner Filiale,St. Gallen
St. Gallen,47.4216995,9.3717318,Denner Filiale,St. Gallen
St. Gallen,47.4187965,9.3537045,Denner Filiale,Gaiserwald
St. Gallen,47.4374313,9.4046049,Denner Filiale,St. Gallen
St. Gallen,47.41025,9.33578,Denner Filiale,Gaiserwald
St. Margrethen,47.4500499,9.6515799,Denner Filiale,St. Margrethen
St. Margrethen (SG),47.45288,9.63237,Denner Filiale,St. Margrethen
St. Moritz,46.4898949,9.8362198,Denner Express,St. Moritz
St. Niklaus,46.17552,7.80164,Denner Satellit,St. Niklaus
Stäfa,47.2402115,8.7245293,Denner Express,Stäfa
Stans,46.956427,8.373638,Denner Satellit,Stans
Stans,46.9646912,8.3556557,Denner Filiale,Stans
Stansstad,46.976562,8.337307,Denner Partner,Stansstad
Steffisburg,46.78114,7.63386,Denner Bibite,Steffisburg
Steffisburg,46.766984,7.624376,Denner Filiale,Thun
Stein (AG),47.5467072,7.9524579,Denner Filiale,Stein (AG)
Stein am Rhein,47.651528,8.855364,Denner Bibite,Stein am Rhein
Steinen,47.04884,8.6129487,Denner Partner,Steinen
Steinhausen,47.191773,8.4884467,Denner Filiale,Steinhausen
Steinhausen,47.19216,8.47782,Denner Filiale,Steinhausen
Strengelbach,47.27757,7.92768,Denner Satellit,Strengelbach
Sugiez-Vully,46.962051,7.1134,Denner Express,Mont-Vully
Suhr,47.3744736,8.0777798,Denner Filiale,Suhr
Suhr,47.37319,8.08255,Denner Filiale,Suhr
Sulgen,47.540357,9.182337,Denner Bibite,Sulgen
Sumiswald,47.028141,7.7451563,Denner Satellit,Sumiswald
Sursee,47.1726265,8.1023188,Denner Filiale,Sursee
Sursee,47.178107,8.109397,Denner Filiale,Sursee
Susten,46.3114433,7.6402068,Denner Express,Leuk
Tavannes,47.2190512,7.1991031,Denner Satellit,Tavannes
Taverne,46.062333,8.929052,Denner Satellit,Torricella-Taverne
Tenero,46.178107,8.853993,Denner Partner,Tenero-Contra
Tesserete,46.06667,8.96674,Denner Express,Capriasca
Thal,47.47917,9.57775,Denner Filiale,Thal
Thalwil,47.2943001,8.5641003,Denner Filiale,Thalwil
Therwil,47.4997723,7.5564983,Denner Filiale,Therwil
Therwil,47.5039597,7.5547066,Denner Filiale,Therwil
Thônex,46.1933937,6.2013578,Denner Filiale,Thônex
Thônex,46.19654,6.20526,Denner Filiale,Chêne-Bourg
Thörishaus,46.8938103,7.3508987,Denner Partner,Neuenegg
Thun,46.7445145,7.6138415,Denner Filiale,Thun
Thun,46.7547035,7.6273685,Denner Filiale,Thun
Thun,46.7447665,7.6044917,Denner Filiale,Thun
Thun,46.75936,7.62498,Denner Filiale,Thun
Thun,46.7403374,7.6226997,Denner Filiale,Thun
Tramelan,47.223327,7.105987,Denner Partner,Tramelan
Triesen,47.10868,9.525441,Denner Filiale,Sevelen
Triesenberg,47.1184044,9.5431471,Denner Satellit,Sevelen
Trimbach,47.3668701,7.9098312,Denner Filiale,Trimbach
Trimmis,46.901009,9.561306,Denner Satellit,Trimmis
Trübbach,47.07404,9.48211,Denner Satellit,Wartau
Uetendorf,46.774301,7.5731794,Denner Bibite,Uetendorf
Unterägeri,47.1382103,8.5795116,Denner Filiale,Unterägeri
Unterentfelden,47.3619645,8.0456204,Denner Partner,Unterentfelden
Unterentfelden,47.36691,8.04396,Denner Express,Unterentfelden
Unterkulm,47.313246,8.11394,Denner Partner,Unterkulm
Urdorf,47.384832,8.421921,Denner Filiale,Urdorf
Ursy,46.6341476,6.8370676,Denner Satellit,Ursy
Urtenen-Schönbühl,47.0195656,7.4983191,Denner Filiale,Urtenen-Schönbühl
Uster,47.35809,8.70943,Denner Filiale,Uster
Uster,47.3496,8.71589,Denner Filiale,Uster
Uster,47.35192,8.719117,Denner Filiale,Uster
Uznach,47.2252,8.97016,Denner Filiale,Uznach
Uzwil,47.4371599,9.13319,Denner Filiale,Oberuzwil
Val-de-Charmey,46.6198728,7.1628629,Denner Express,Val-de-Charmey
Vallorbe,46.711689,6.376359,Denner Satellit,Vallorbe
Vaulruz,46.61896,6.98116,Denner Partner,Vaulruz
Verbier,46.0976143,7.223896,Denner Filiale,Val de Bagnes
Vernayaz,46.1347844,7.0390378,Denner Express,Vernayaz
Vernier,46.21562,6.08078,Denner Filiale,Vernier
Versoix,46.2802,6.16684,Denner Filiale,Versoix
Vétroz,46.2254028,7.280314,Denner Satellit,Vétroz
Vevey,46.45861,6.84848,Denner Filiale,Vevey
Vevey,46.46452,6.84188,Denner Filiale,Vevey
Vevey,46.4614525,6.8388214,Denner Filiale,Vevey
Vex,46.21131,7.39978,Denner Satellit,Vex
Viganello,46.0115585,8.9665518,Denner Filiale,Lugano
Villars-Glâne,46.7936699,7.1331571,Denner Bibite,Villars-sur-Glâne
Villars-Glâne,46.794627,7.115771,Denner Filiale,Corminboeuf
Villmergen,47.34746,8.24499,Denner Filiale,Villmergen
Visp,46.2915344,7.8877573,Denner Filiale,Visp
Volketswil,47.3883667,8.6805525,Denner Filiale,Volketswil
Volketswil,47.3825136,8.6676223,Denner Filiale,Schwerzenbach
Vouvry,46.33672,6.89141,Denner Partner,Vouvry
Wabern,46.92252,7.4598,Denner Filiale,Kehrsatz
Wädenswil,47.2284851,8.6688023,Denner Filiale,Wädenswil
Wald (ZH),47.2732162,8.9126415,Denner Partner,Wald (ZH)
Wallisellen,47.4143715,8.5909929,Denner Filiale,Wallisellen
Wallisellen,47.4085007,8.5941753,Denner Filiale,Wallisellen
Wasen im Emmental,47.0435791,7.7972093,Denner Satellit,Dürrenroth
Wattenwil,46.769824,7.510029,Denner Partner,Wattenwil
Wattwil,47.3007942,9.0911677,Denner Filiale,Wattwil
Wauwil,47.1851311,8.0201826,Denner Partner,Wauwil
Weinfelden,47.5677799,9.11101,Denner Filiale,Weinfelden
Weinfelden,47.5682373,9.0949144,Denner Filiale,Weinfelden
Wettingen,47.4672199,8.32498,Denner Filiale,Wettingen
Wetzikon (ZH),47.3276634,8.7996979,Denner Bibite,Wetzikon (ZH)
Wetzikon (ZH),47.3199844,8.7922392,Denner Filiale,Wetzikon (ZH)
Wetzikon (ZH),47.33167,8.80794,Denner Express,Wetzikon (ZH)
Widnau,47.4078636,9.6289396,Denner Filiale,Widnau
Wiedlisbach,47.252552,7.6494241,Denner Satellit,Wiedlisbach
Wil (SG),47.4624214,9.0414476,Denner Express,Wil (SG)
Wil (SG),47.4653582,9.044413,Denner Filiale,Wil (SG)
Wil (SG),47.471755,9.0392564,Denner Express,Wil (SG)
Wilderswil,46.673343,7.868023,Denner Filiale,Matten bei Interlaken
Wilen (TG),47.45357,9.03975,Denner Filiale,Wilen (TG)
Willisau,47.12341,7.994871,Denner Express,Willisau
Willisau,47.1311013,7.999737,Denner Filiale,Willisau
Wimmis,46.67603,7.63892,Denner Express,Wimmis
Windisch,47.47722,8.21652,Denner Filiale,Windisch
Winterthur,47.5183144,8.7198648,Denner Filiale,Seuzach
Winterthur,47.4947443,8.7402405,Denner Filiale,Winterthur
Winterthur,47.4855537,8.7622299,Denner Filiale,Zell (ZH)
Winterthur,47.5022087,8.7484007,Denner Filiale,Winterthur
Winterthur,47.4977535,8.7457004,Denner Filiale,Winterthur
Winterthur,47.4990845,8.720397,Denner Filiale,Winterthur
Winterthur,47.510505,8.758528,Denner Satellit,Winterthur
Winterthur,47.5041465,8.7724363,Denner Filiale,Wiesendangen
Winterthur,47.49103,8.70545,Denner Filiale,Winterthur
Winterthur,47.5004207,8.7265218,Denner Express,Winterthur
Winterthur,47.50438,8.71913,Denner Filiale,Winterthur
Winterthur,47.47826,8.69833,Denner Bibite,Brütten
Wittenbach,47.46027,9.38946,Denner Filiale,Wittenbach
Wohlen (AG),47.3502541,8.2709007,Denner Filiale,Wohlen (AG)
Wohlen (AG),47.34714,8.29053,Denner Filiale,Wohlen (AG)
Wolhusen,47.05628,8.07046,Denner Filiale,Wolhusen
Wollerau,47.19206,8.72114,Denner Bibite,Wollerau
Wollerau,47.19647,8.722586,Denner Filiale,Wollerau
Worb,46.9266281,7.565063,Denner Filiale,Worb
Würenlingen,47.525789,8.245425,Denner Filiale,Würenlingen
Yverdon,46.7811737,6.6355114,Denner Express,Yverdon-les-Bains
Yverdon-les-Bains,46.7793121,6.64117,Denner Filiale,Yverdon-les-Bains
Yverdon-les-Bains,46.7831573,6.6348796,Denner Filiale,Yverdon-les-Bains
Yverdon-les-Bains,46.77694,6.65177,Denner Filiale,Yverdon-les-Bains
Yverdon-les-Bains,46.76586,6.64244,Denner Filiale,Yverdon-les-Bains
Yvonand,46.799487,6.745038,Denner Partner,Yvonand
Zermatt,46.0254503,7.7492958,Denner Partner,Zermatt
Zernez,46.6996918,10.0923557,Denner Partner,Zernez
Zizers,46.93589,9.56433,Denner Satellit,Zizers
Zofingen,47.2858887,7.9552288,Denner Filiale,Zofingen
Zollikofen,46.9933899,7.45701,Denner Filiale,Zollikofen
Zollikofen,46.997869,7.45934,Denner Express,Zollikofen
Zuchwil,47.2033234,7.5635219,Denner Satellit,Zuchwil
Zug,47.1712189,8.5165787,Denner Express,Zug
Zug,47.1732483,8.5170155,Denner Filiale,Zug
Zug,47.17801,8.50583,Denner Filiale,Zug
Zumikon,47.3364677,8.6193209,Denner Filiale,Zumikon
Zürich,47.392086,8.4849253,Denner Filiale,Oberengstringen
Zürich,47.4209557,8.5490551,Denner Filiale,Opfikon
Zürich,47.3749084,8.5232935,Denner Express,Zürich
Zürich,47.4017372,8.4996614,Denner Express,Oberengstringen
Zürich,47.3838768,8.5319653,Denner Filiale,Zürich
Zürich,47.3832207,8.5309191,Denner Express,Zürich
Zürich,47.3700294,8.5084438,Denner Filiale,Zürich
Zürich,47.3583974,8.571704,Denner Express,Zollikon
Zürich,47.3586769,8.5862675,Denner Filiale,Zollikon
Zürich,47.4046326,8.5745907,Denner Filiale,Wallisellen
Zürich,47.4104989,8.5425877,Denner Filiale,Opfikon
Zürich,47.3633881,8.5504379,Denner Express,Zürich
Zürich,47.3990707,8.5328207,Denner Express,Zürich
Zürich,47.4113731,8.5264606,Denner Filiale,Rümlang
Zürich,47.3884048,8.4871044,Denner Filiale,Oberengstringen
Zürich,47.3863525,8.4987726,Denner Filiale,Oberengstringen
Zürich,47.4039383,8.5726547,Denner Filiale,Wallisellen
Zürich,47.3692436,8.5029736,Denner Filiale,Zürich
Zürich,47.3728447,8.5295153,Denner Filiale,Zürich
Zürich,47.3582458,8.5180702,Denner Filiale,Zürich
Zürich,47.3644829,8.555584,Denner Express,Zürich
Zürich,47.3928383,8.5287017,Denner Express,Zürich
Zürich,47.4033813,8.4976425,Denner Filiale,Oberengstringen
Zürich,47.3795433,8.5270691,Denner Express,Zürich
Zürich,47.3444443,8.5307074,Denner Filiale,Zürich
Zürich,47.387207,8.4859943,Denner Express,Oberengstringen
Zürich,47.3761559,8.4837914,Denner Filiale,Uitikon
Zürich,47.4199295,8.5080814,Denner Filiale,Rümlang
Zürich,47.3907,8.54521,Denner Express,Zürich
Zürich,47.36172,8.5177,Denner Express,Zürich
Zürich,47.4073423,8.5483208,Denner Filiale,Opfikon
Zürich,47.42726,8.54673,Denner Express,Rümlang
Zürich,47.38875,8.5389,Denner Express,Zürich
Zürich,47.36902,8.55593,Denner Express,Zürich
Zürich,47.385379,8.5310561,Denner Filiale,Zürich
Zürich,47.37671,8.527252,Denner Express,Zürich
Zürich,47.38573,8.49237,Denner Filiale,Oberengstringen
Zürich,47.37882,8.55944,Denner Express,Zürich
Zürich,47.37657,8.49739,Denner Filiale,Zürich
Zürich,47.40013,8.58794,Denner Filiale,Wallisellen
Zürich,47.3887808,8.52507,Denner Filiale,Zürich
Zuzwil (SG),47.47304,9.11321,Denner Partner,Zuzwil (SG)
Zweisimmen,46.555429,7.372506,Denner Express,Zweisimmen
