gemeinde.NAME,geometry,BEVDICHTE_SQKM_2019,AUSLAENDER_ANTEIL_2019,ALTERSVERTEILUNG_ANTEIL_0_19_2019,ALTERSVERTEILUNG_ANTEIL_20_64_2019,ALTERSVERTEILUNG_ANTEIL_65PLUS_2019,PRIVATHAUSHALTE_2019,GESAMTFLAECHE_SQKM_2016,LANDWIRTSCHAFTSFLAECHE_ANTEIL_2004,WALD_GEHOELZE_ANTEIL_2004,UNPRODUKTIVE_FLAECHE_ANTEIL_2004,BESCHAEFTIGTE_ERSTERSEKTOR_2018,BESCHAEFTIGTE_ZWEITERSEKTOR_2018,BESCHAEFTIGTE_DRITTERSEKTOR_2018,NEUWOHNUNGEN_PRO_1000_2018,SOZAILHILFEQUOTE_2019,WAEHLERANTEIL_SP_2019,WAEHLERANTEIL_SVP_2019,AVG_INCOME_PRO_STEUERPFLPERSON,ANZAHL_FAHRZEUGE,ANZAHL_HALTESTELLEN_OV,ANZAHL_FILIALEN_MIGROS,GMDNAME,linregModel,knnModel,rfModel,xgbrModel,ensemble
Brenzikofen,"MULTIPOLYGON (((7.607111606871301 46.80769583534629, 7.612450673701156 46.809339986614766, 7.620584018498038 46.8066329094657, 7.622620756821406 46.806688643407, 7.622752305621802 46.81083883153627, 7.626671552640488 46.8145968915785, 7.628005185306569 46.818659497800006, 7.630876578087621 46.8201523712278, 7.620987737230287 46.822188650583314, 7.6144919481900555 46.820019007868254, 7.612046954968907 46.821489985819106, 7.610481977860751 46.82136458445117, 7.6103096035705775 46.81973834766382, 7.606630773325028 46.819700528203654, 7.604113201455386 46.81894015800443, 7.607111606871301 46.80769583534629)))",224.6575342,1.422764228,18.08943089,61.58536585,20.32520325,224.0,2.19,54.09090909,36.81818182,0.454545455,24.0,8.0,56.0,0.0,2.05,4.998032271,46.635183,58948.275862069,313.000000089518,3.0,0,Brenzikofen,0,0,0,0,0
Freimettigen,"MULTIPOLYGON (((7.644235585576085 46.856275927184605, 7.645827779677426 46.86205633309702, 7.642357613046297 46.86379204726907, 7.646163455926712 46.868515498794615, 7.62969263888406 46.873187197374655, 7.626830318434069 46.871166842002374, 7.623128807360866 46.871632618511846, 7.625337919974408 46.86699276789826, 7.620574946166975 46.864634027882346, 7.614832160604872 46.85596142851582, 7.620180299765789 46.85621223125169, 7.622031055302391 46.858262444092524, 7.625161009518703 46.85848338935984, 7.629093865033982 46.855923609055644, 7.631389164792611 46.857643399244466, 7.636120385441327 46.855384184123736, 7.643781969022996 46.8557902456961, 7.644235585576085 46.856275927184605)))",153.3783784,7.268722467,22.90748899,57.92951542,19.16299559,194.0,2.96,64.18918919,30.06756757,0.0,30.0,6.0,31.0,0.0,3.048,7.414248021,34.48548813,65501.136363636,238.99999990918,0.0,0,Freimettigen,0,0,0,0,0
Grosshöchstetten,"MULTIPOLYGON (((7.594854887606844 46.911520206004596, 7.595948103499788 46.90965510946881, 7.596002537486158 46.907720345506384, 7.602271518249845 46.90731428393403, 7.60362329557805 46.905126726737834, 7.6021717226081655 46.90320987725654, 7.604675685981215 46.90310637136555, 7.604702902974401 46.90143435312642, 7.609742582879217 46.897921124326345, 7.613652757566841 46.89831325241338, 7.617572004585528 46.89390429955663, 7.627306615814812 46.89721449757052, 7.633702609213364 46.895592241778985, 7.633593741240623 46.89829135693644, 7.637449481941877 46.897692217067416, 7.641214499332514 46.90011664351415, 7.646009226298662 46.8998757932678, 7.646367583375602 46.90349053746097, 7.649438567440012 46.90301679895988, 7.64978331602036 46.906106051706466, 7.639803751852408 46.9100770950244, 7.638955488898132 46.91628943898192, 7.636374410711056 46.915302152021674, 7.636065951454956 46.91676914897672, 7.63312198002541 46.91637901138759, 7.63128029681987 46.91861235003557, 7.628540452839214 46.91867206497268, 7.622357659220615 46.916267543504986, 7.622393948544861 46.918108754065926, 7.617603757744244 46.91994001213735, 7.615145156026504 46.91968920940148, 7.616315486733472 46.915541011770124, 7.613303472820963 46.91151224401298, 7.610921985917248 46.910982771570595, 7.6115026151052 46.91252739794388, 7.6089396815802495 46.91230645267657, 7.608086882460443 46.91473486011911, 7.6017906847035706 46.91731454540234, 7.600379937223465 46.91592119686973, 7.595095304379981 46.91569428010871, 7.598234330927355 46.91371771569031, 7.597517616773475 46.91145053857797, 7.594854887606844 46.911520206004596)))",598.989899,8.937605396,19.77836666,56.68513611,23.53649723,1843.0,6.93,63.5971223,19.28057554,0.0,85.0,401.0,1215.0,2.867383513,2.45,13.11997648,29.09723584,66903.57615894,2633.9999989932267,9.0,0,Grosshöchstetten,0,1,1,1,1
Häutligen,"MULTIPOLYGON (((7.604358154394053 46.86619258774097, 7.600584064672355 46.86805370328095, 7.596501515694556 46.86714404573895, 7.592291954081892 46.86606718637303, 7.591824729032211 46.86419611834353, 7.587719499226758 46.862157848490114, 7.5913711124791226 46.857551836340896, 7.595358401980772 46.85772899065432, 7.597789786705328 46.852720897928556, 7.605528485101022 46.85224715942746, 7.608681120144989 46.850529359736555, 7.60654005001441 46.84453995154424, 7.6136935830566195 46.84525055929587, 7.614160808106301 46.84892899942196, 7.612718307467478 46.84919970713686, 7.612759132957256 46.85094935479424, 7.614832160604872 46.85596142851582, 7.620574946166975 46.864634027882346, 7.611076215545298 46.863513377562555, 7.604358154394053 46.86619258774097)))",83.38762215,1.5625,18.359375,66.40625,15.234375,105.0,3.07,68.30065359,28.10457516,0.0,36.0,13.4,43.0,0.0,3.782,2.00080032,62.30492197,64424.509803922,188.00000004136,0.0,0,Häutligen,0,0,0,0,0
Herbligen,"MULTIPOLYGON (((7.606630773325028 46.819700528203654, 7.6103096035705775 46.81973834766382, 7.610481977860751 46.82136458445117, 7.612046954968907 46.821489985819106, 7.6144919481900555 46.820019007868254, 7.620987737230287 46.822188650583314, 7.630876578087621 46.8201523712278, 7.63541727978404 46.819756262144956, 7.636678333801626 46.82392834575117, 7.61691426058355 46.8264045251434, 7.6097017573894385 46.832547201674295, 7.607302125823599 46.83658592192096, 7.602679773147624 46.83633910018089, 7.600497877527268 46.83642071059495, 7.598855785605087 46.83450187061575, 7.594505602860965 46.83720297627111, 7.595730367554305 46.83214114010194, 7.590599964338871 46.83175100251281, 7.592305562578485 46.828287536160325, 7.594882104600029 46.828846866071274, 7.601300778826235 46.82557249701964, 7.602616266830193 46.826701109331054, 7.606630773325028 46.819700528203654)))",217.0289855,4.173622705,22.87145242,59.43238731,17.69616027,246.0,2.76,47.81021898,40.1459854,0.364963504,44.0,19.0,153.0,0.0,3.65,5.009009009,43.8018018,64581.081081081,340.99999995908,0.0,0,Herbligen,0,0,0,0,0
Kiesen,"MULTIPOLYGON (((7.567778515552977 46.8248539272764, 7.572051583483073 46.81900385393735, 7.568422651058363 46.80797848604862, 7.569452360633874 46.801555149313295, 7.571203320528797 46.79971991024606, 7.583160652868216 46.79697302313892, 7.582017539154433 46.80044047048721, 7.585365229316228 46.80452298168775, 7.588263839090464 46.804638430566165, 7.589193753024296 46.800127962316324, 7.592541443186091 46.80082662708053, 7.593240012677848 46.80784711318697, 7.590019335150918 46.811418066426256, 7.590096449964943 46.81319757155219, 7.591838337528804 46.8135797471497, 7.588236622097279 46.81824149324022, 7.589647369577385 46.819059587878655, 7.584208507105851 46.829531597350154, 7.581654645911962 46.828606015824924, 7.581881454188506 46.827190771815374, 7.580756485136845 46.82844279499682, 7.576805484959443 46.828106400851084, 7.567778515552977 46.8248539272764)))",215.7782516,6.324110672,23.71541502,61.26482213,15.01976285,426.0,4.69,52.77777778,26.4957265,2.777777778,33.0,51.0,302.0,0.0,2.1,9.221405604,32.5562701,68735.353535353,567.00000010773,2.0,0,Kiesen,0,0,0,0,0
Konolfingen,"MULTIPOLYGON (((7.604358154394053 46.86619258774097, 7.611076215545298 46.863513377562555, 7.620574946166975 46.864634027882346, 7.625337919974408 46.86699276789826, 7.623128807360866 46.871632618511846, 7.626830318434069 46.871166842002374, 7.62969263888406 46.873187197374655, 7.624843477931541 46.877136345215646, 7.62494327357322 46.87933982639507, 7.629547481587071 46.88357162493839, 7.6418586348379 46.888199532564556, 7.64344629277371 46.89085485676812, 7.638438366027611 46.89288317413202, 7.638265991737437 46.89560617526431, 7.639889938997495 46.89633071650127, 7.637449481941877 46.897692217067416, 7.633593741240623 46.89829135693644, 7.633702609213364 46.895592241778985, 7.627306615814812 46.89721449757052, 7.617572004585528 46.89390429955663, 7.613652757566841 46.89831325241338, 7.609742582879217 46.897921124326345, 7.604702902974401 46.90143435312642, 7.604675685981215 46.90310637136555, 7.6021717226081655 46.90320987725654, 7.60362329557805 46.905126726737834, 7.602271518249845 46.90731428393403, 7.596002537486158 46.907720345506384, 7.595948103499788 46.90965510946881, 7.586825874617173 46.90402000990336, 7.588862612940542 46.900980519604374, 7.58639947505727 46.902602775395906, 7.585995756325021 46.900478914132634, 7.583169725199278 46.90129103727735, 7.58267074699088 46.899656838498395, 7.585025016901411 46.89699952379692, 7.581001438075513 46.89540513497604, 7.581142059206972 46.893762974205465, 7.5768417742836895 46.89088471423668, 7.577327143995495 46.88799053028466, 7.5797131670647415 46.88572932466603, 7.581704543732801 46.88617718669437, 7.5811964931933415 46.88354773896355, 7.599672295400646 46.87609133381619, 7.599141564033532 46.87404510197116, 7.6071342876989565 46.867510297353235, 7.604358154394053 46.86619258774097)))",418.71574,10.4918646,18.55245932,58.57490181,22.87263886,2432.0,12.77,66.40440598,19.11880409,0.078678206,168.0,1248.0,1702.0,13.60544218,3.41,14.09936618,32.7274586,65424.538031801,2862.0000007076947,10.0,1,Konolfingen,1,1,1,1,1
Landiswil,"MULTIPOLYGON (((7.644199296251838 46.95309573571971, 7.644013313465071 46.950187618282364, 7.645433133276239 46.94861910593423, 7.648703708624009 46.949807433182755, 7.648653810803169 46.94747058864378, 7.658388422032454 46.945675159534616, 7.662230554237115 46.94780499229161, 7.6690484110300385 46.94794432714487, 7.677703414862973 46.94356722225457, 7.688118450921889 46.94300391134782, 7.689588168553898 46.93931153773641, 7.6978575983167055 46.93968973233812, 7.700279910710199 46.939520540016304, 7.705523718063905 46.94810157647926, 7.702030870605122 46.95350776878578, 7.702094376922554 46.9569931306152, 7.701191679981908 46.963137797644, 7.7027249039313475 46.966469891134835, 7.700556616807583 46.969688526245164, 7.6951767244879505 46.96738751066845, 7.688676399282189 46.96807622294315, 7.68500210520217 46.972554843226526, 7.683201247486408 46.97137248747171, 7.6802482037258 46.97256877671185, 7.675480693752838 46.96854199945262, 7.668263654393195 46.96689983868204, 7.6665762008157055 46.96430422941558, 7.660502275169847 46.960814886590356, 7.656483232509481 46.96105971783251, 7.653067499864722 46.960152050788416, 7.644199296251838 46.95309573571971)))",59.16179337,1.647446458,20.92257002,55.35420099,23.723229,253.0,10.26,62.47563353,32.35867446,0.292397661,159.0,41.0,92.0,0.0,1.44,2.672439534,66.79605852,51952.336448598,415.99999980032,6.0,0,Landiswil,0,0,0,0,0
Linden,"MULTIPOLYGON (((7.6888260927447085 46.86160449007288, 7.685696138528396 46.86050772572793, 7.685573662059062 46.85713781277692, 7.6819039041445745 46.85762747526124, 7.682103495427933 46.85613261133554, 7.680307173877702 46.855603138893144, 7.670749473104122 46.855181153337554, 7.6710080345393825 46.857589655801064, 7.667610446556748 46.85901883329594, 7.651547884411875 46.85416998040247, 7.644235585576085 46.856275927184605, 7.643781969022996 46.8557902456961, 7.641187282339328 46.853419562692764, 7.6460772687816245 46.85170375349975, 7.646739548949134 46.84732664860946, 7.649030312542233 46.84580590821101, 7.647642245889781 46.84268082650216, 7.66097857255059 46.84421350988803, 7.671307421464421 46.8375712183833, 7.671420825602693 46.834854188744714, 7.674890992233822 46.83634507167461, 7.6756848212017275 46.83365989000248, 7.672423318185019 46.82892847648532, 7.674600677639845 46.82740375509107, 7.676759892432548 46.82853435790039, 7.677753312683812 46.8300889367632, 7.676043178278667 46.83151015226645, 7.678157031416061 46.83299904469844, 7.680556662981901 46.83166541110295, 7.7098557561459025 46.836611798393704, 7.710817423238451 46.83858239131839, 7.709216156806047 46.840859520920255, 7.709651628697013 46.84459966648136, 7.713702424516095 46.84555510547514, 7.7173857909271755 46.844432464657444, 7.722053505258459 46.846124387875605, 7.717934666956413 46.85333596178081, 7.719100461497851 46.85508560943818, 7.717803118156017 46.86038033386209, 7.713443863080834 46.86369451287179, 7.7133939652599945 46.865406341069, 7.6888260927447085 46.86160449007288)))",98.26152683,4.230769231,20.76923077,59.61538462,19.61538462,502.0,13.23,60.37735849,32.83018868,0.528301887,171.0,159.0,225.0,3.1225605,1.77,4.503436833,62.25803903,58012.756264237,865.0000006199167,5.0,0,Linden,0,0,0,0,0
Mirchel,"MULTIPOLYGON (((7.646009226298662 46.8998757932678, 7.641214499332514 46.90011664351415, 7.637449481941877 46.897692217067416, 7.639889938997495 46.89633071650127, 7.638265991737437 46.89560617526431, 7.638438366027611 46.89288317413202, 7.64344629277371 46.89085485676812, 7.6418586348379 46.888199532564556, 7.65096271905839 46.88327105975493, 7.658764923771518 46.88247486059344, 7.662502724168968 46.887265989047705, 7.663918007814606 46.88877080546292, 7.662856545080378 46.89052642461401, 7.658887400240851 46.88919876251222, 7.65622013490869 46.89185209621789, 7.656260960398467 46.89357387690461, 7.658324915715021 46.89429045614995, 7.656945921393631 46.896364554965636, 7.658107179769539 46.897144830143894, 7.646009226298662 46.8998757932678)))",267.5213675,3.514376997,24.44089457,55.75079872,19.80830671,253.0,2.34,76.17021277,10.63829787,0.0,46.0,9.0,85.0,0.0,1.2200000000000002,6.522707035,50.77916296,61966.532258065,422.19999990977175,0.0,0,Mirchel,0,0,0,0,0
Münsingen,"MULTIPOLYGON (((7.546404103571435 46.86682954707016, 7.555004673417997 46.853783823809145, 7.5569325437686246 46.854357087205415, 7.555998093669262 46.856092801377464, 7.561573041106723 46.8584634843808, 7.561291798843808 46.86037635286628, 7.568731110314463 46.861343734847495, 7.5682094512784115 46.862340974297254, 7.581981249830186 46.862806750806726, 7.583106218881845 46.86079236692816, 7.587719499226758 46.862157848490114, 7.591824729032211 46.86419611834353, 7.592291954081892 46.86606718637303, 7.596501515694556 46.86714404573895, 7.600584064672355 46.86805370328095, 7.604358154394053 46.86619258774097, 7.6071342876989565 46.867510297353235, 7.599141564033532 46.87404510197116, 7.599672295400646 46.87609133381619, 7.5811964931933415 46.88354773896355, 7.581704543732801 46.88617718669437, 7.5797131670647415 46.88572932466603, 7.577327143995495 46.88799053028466, 7.5768417742836895 46.89088471423668, 7.581142059206972 46.893762974205465, 7.581001438075513 46.89540513497604, 7.585025016901411 46.89699952379692, 7.58267074699088 46.899656838498395, 7.583169725199278 46.90129103727735, 7.585995756325021 46.900478914132634, 7.58639947505727 46.902602775395906, 7.588862612940542 46.900980519604374, 7.586825874617173 46.90402000990336, 7.595948103499788 46.90965510946881, 7.594854887606844 46.911520206004596, 7.5849615105839785 46.91261697034955, 7.583890975518689 46.910883246675404, 7.57924140584953 46.91027813531267, 7.573444186301055 46.91274635271329, 7.571870136861837 46.912260671224786, 7.57198807716564 46.910684196885036, 7.56534259466289 46.90992382668581, 7.563900094024068 46.90844488674334, 7.565156611876124 46.905272033084806, 7.56360524326456 46.90415138276501, 7.5662861170933144 46.89654569027487, 7.561836138707514 46.893993871962294, 7.558447623055941 46.895888825966644, 7.553335364502631 46.894471591459194, 7.554827762962293 46.89122707987612, 7.552069774319514 46.890018847648555, 7.554333320919426 46.88677035506968, 7.546639984179041 46.884264318208885, 7.546730707489659 46.882868979178376, 7.540307497097922 46.87826097653125, 7.546404103571435 46.86682954707016)))",820.2282815,11.84383456,19.48975647,55.59335137,24.91689215,5826.0,15.77,61.80555556,15.71969697,0.946969697,263.0,1513.0,4928.0,24.33575361,2.75,16.55629703,23.24571857,72408.259187621,6342.999999715658,46.0,1,Münsingen,2,2,4,2,2
Niederhünigen,"MULTIPOLYGON (((7.644235585576085 46.856275927184605, 7.651547884411875 46.85416998040247, 7.667610446556748 46.85901883329594, 7.672096714266795 46.860794357426066, 7.655371871954413 46.86811341821806, 7.654582579152039 46.87023926997924, 7.648295453726229 46.874819405655714, 7.653992877633024 46.880084272611064, 7.65096271905839 46.88327105975493, 7.6418586348379 46.888199532564556, 7.629547481587071 46.88357162493839, 7.62494327357322 46.87933982639507, 7.624843477931541 46.877136345215646, 7.62969263888406 46.873187197374655, 7.646163455926712 46.868515498794615, 7.642357613046297 46.86379204726907, 7.645827779677426 46.86205633309702, 7.644235585576085 46.856275927184605)))",121.0332103,1.829268293,21.79878049,63.87195122,14.32926829,282.0,5.42,51.2962963,42.22222222,0.0,49.0,42.0,33.0,45.60260586,2.8,11.46257438,35.2646414,61280.8,379.99999962,0.0,0,Niederhünigen,0,0,0,0,0
Oberdiessbach,"MULTIPOLYGON (((7.642439264025853 46.80777346476453, 7.648798968100158 46.81301245524714, 7.6495202184195685 46.81720842482819, 7.65392483515006 46.81841068556204, 7.654006486129616 46.82473051640637, 7.665864022827356 46.82469866843991, 7.672423318185019 46.82892847648532, 7.6756848212017275 46.83365989000248, 7.674890992233822 46.83634507167461, 7.671420825602693 46.834854188744714, 7.671307421464421 46.8375712183833, 7.66097857255059 46.84421350988803, 7.647642245889781 46.84268082650216, 7.649030312542233 46.84580590821101, 7.646739548949134 46.84732664860946, 7.6460772687816245 46.85170375349975, 7.641187282339328 46.853419562692764, 7.643781969022996 46.8557902456961, 7.636120385441327 46.855384184123736, 7.631389164792611 46.857643399244466, 7.629093865033982 46.855923609055644, 7.625161009518703 46.85848338935984, 7.622031055302391 46.858262444092524, 7.620180299765789 46.85621223125169, 7.614832160604872 46.85596142851582, 7.612759132957256 46.85094935479424, 7.612718307467478 46.84919970713686, 7.614160808106301 46.84892899942196, 7.6136935830566195 46.84525055929587, 7.60654005001441 46.84453995154424, 7.604276503414497 46.84308091658081, 7.605215489679391 46.84211950609331, 7.602679773147624 46.83633910018089, 7.607302125823599 46.83658592192096, 7.6097017573894385 46.832547201674295, 7.61691426058355 46.8264045251434, 7.636678333801626 46.82392834575117, 7.63541727978404 46.819756262144956, 7.630876578087621 46.8201523712278, 7.628005185306569 46.818659497800006, 7.626671552640488 46.8145968915785, 7.622752305621802 46.81083883153627, 7.622620756821406 46.806688643407, 7.629220877668847 46.807468918585265, 7.632926924907582 46.806179075943646, 7.63858805949013 46.808165592851566, 7.642439264025853 46.80777346476453)))",214.5112325,9.029153694,19.84149448,61.13784319,19.02066233,1522.0,16.47,52.36077482,38.68038741,0.302663438,143.0,781.0,920.0,9.650865739,3.8,10.28613715,37.45991613,65938.980716253,2140.000000196166,8.0,0,Oberdiessbach,0,0,1,0,0
Oberthal,"MULTIPOLYGON (((7.697449343418925 46.93842576616925, 7.693770513173376 46.93827050733276, 7.692704514273617 46.93524096952329, 7.687651225872209 46.93448856131568, 7.685528300403753 46.93072054878393, 7.675621314884295 46.92881365179216, 7.675829978498716 46.92777262138851, 7.666884660071806 46.92490033291344, 7.667193119327906 46.923670205208936, 7.657930269313834 46.92244604899815, 7.656211062577627 46.925234736561265, 7.6529041979056105 46.92484061797633, 7.651729331033111 46.92293571148246, 7.649547435412754 46.92345921243114, 7.64467105746705 46.91743795627237, 7.638955488898132 46.91628943898192, 7.639803751852408 46.9100770950244, 7.64978331602036 46.906106051706466, 7.655008978711942 46.907296369452894, 7.659155034007173 46.91089718016073, 7.665024832204142 46.91124352679598, 7.6667485751058795 46.90859019309031, 7.673389521443099 46.90995169365646, 7.675149553669082 46.91032391676446, 7.677426708765588 46.90593088789094, 7.6875514302305294 46.91152816799621, 7.6894339389258475 46.910298040291714, 7.685854904321977 46.90715106310592, 7.686975337208106 46.905833353493655, 7.692622863294061 46.90717494908077, 7.694482691161725 46.90578359104606, 7.6995314433976025 46.906265291538766, 7.704652774281975 46.909599375527506, 7.707329111945198 46.90921919042789, 7.707084159006531 46.9103478027393, 7.7110533038460565 46.91120968833162, 7.712073941090506 46.912380101099004, 7.704661846613036 46.913528618389456, 7.707528703228557 46.915564897744964, 7.70437153201906 46.91826202240451, 7.705795887995758 46.9255213682594, 7.697580892219321 46.9323627095545, 7.697449343418925 46.93842576616925)))",68.59582543,2.074688797,19.64038728,59.47441217,20.88520055,321.0,10.54,62.8436019,31.94312796,0.0,135.0,53.0,172.0,0.0,1.38,5.956350409,46.27159745,51321.754385965,354.20000014948465,0.0,0,Oberthal,0,0,0,0,0
Oppligen,"MULTIPOLYGON (((7.592541443186091 46.80082662708053, 7.607111606871301 46.80769583534629, 7.604113201455386 46.81894015800443, 7.606630773325028 46.819700528203654, 7.602616266830193 46.826701109331054, 7.601300778826235 46.82557249701964, 7.594882104600029 46.828846866071274, 7.592305562578485 46.828287536160325, 7.590599964338871 46.83175100251281, 7.585505850447685 46.83111603368152, 7.584208507105851 46.829531597350154, 7.589647369577385 46.819059587878655, 7.588236622097279 46.81824149324022, 7.591838337528804 46.8135797471497, 7.590096449964943 46.81319757155219, 7.590019335150918 46.811418066426256, 7.593240012677848 46.80784711318697, 7.592541443186091 46.80082662708053)))",188.5294118,4.212168487,21.52886115,62.4024961,16.06864275,272.0,3.4,54.83870968,31.96480938,1.173020528,67.0,71.0,66.0,1.552795031,1.38,7.386363636,37.55013369,65910.902255639,399.00000013167,2.0,0,Oppligen,0,0,0,0,0
Rubigen,"MULTIPOLYGON (((7.540307497097922 46.87826097653125, 7.546730707489659 46.882868979178376, 7.546639984179041 46.884264318208885, 7.554333320919426 46.88677035506968, 7.552069774319514 46.890018847648555, 7.554827762962293 46.89122707987612, 7.553335364502631 46.894471591459194, 7.558447623055941 46.895888825966644, 7.561836138707514 46.893993871962294, 7.5662861170933144 46.89654569027487, 7.56360524326456 46.90415138276501, 7.565156611876124 46.905272033084806, 7.563900094024068 46.90844488674334, 7.56534259466289 46.90992382668581, 7.563215133028904 46.91187053363566, 7.559354856162119 46.91230645267657, 7.55869711216014 46.911028553022376, 7.554414971898982 46.91186854313775, 7.544272105771918 46.909249047896445, 7.5407883306441965 46.910972819081074, 7.53436512025246 46.90960932801702, 7.529842563218165 46.91047519460514, 7.531938271693435 46.908506592178355, 7.530332469095501 46.90742376131873, 7.525959605523726 46.90927890536501, 7.5221129371535325 46.90782982289109, 7.518887723461072 46.91021244888185, 7.515054663587472 46.90817218853053, 7.522884085293784 46.90402598139707, 7.535735042242788 46.89225815779025, 7.540307497097922 46.87826097653125)))",415.7514451,7.820646507,18.1438999,59.47167188,22.38442822,1301.0,6.92,53.31412104,20.02881844,5.763688761,62.0,341.0,802.0,1.025991792,1.33,16.81664792,24.98312711,72134.515890614,1629.999999691158,8.0,0,Rubigen,1,0,0,0,0
Walkringen,"MULTIPOLYGON (((7.598774134625531 46.95025728570899, 7.5952449978425 46.948929623607214, 7.594537356019682 46.94693713520558, 7.595998001320628 46.94671021844456, 7.594160854280618 46.9437941390156, 7.591584312259074 46.94311338873253, 7.590572747345686 46.94007389843354, 7.592632166496709 46.93950063503726, 7.592672991986487 46.938035628580124, 7.600937885583764 46.93744644120062, 7.612500571521996 46.93235076656708, 7.616124967781175 46.932233327190765, 7.617640047068491 46.93202034391506, 7.616292805905818 46.933881459455044, 7.6173769494677 46.93585404287764, 7.622053736130045 46.93701649365342, 7.623332934809755 46.93880595126886, 7.6223667315516765 46.939976364036255, 7.624843477931541 46.9398947536222, 7.627306615814812 46.94267946018952, 7.632849810093557 46.942112168286954, 7.634215195918355 46.94303177831847, 7.632736405955285 46.94488294136894, 7.635335628804484 46.94659078857033, 7.640461495854386 46.94686547728105, 7.642080906948913 46.95023937122786, 7.641268933318885 46.95142769847639, 7.644199296251838 46.95309573571971, 7.653067499864722 46.960152050788416, 7.656483232509481 46.96105971783251, 7.660470522011131 46.96549852815782, 7.6574494357675595 46.96930834114555, 7.661522912414297 46.97364762657567, 7.661114657516517 46.97738976263467, 7.657286133808448 46.97880500664422, 7.657426754939905 46.9810920887356, 7.653162759340871 46.98227842548622, 7.650663332133352 46.98052081583724, 7.6483589600436614 46.984042006628925, 7.643083399531239 46.9810343642964, 7.64088789541429 46.98253121872, 7.634129008773267 46.981922126361454, 7.6293252094760575 46.986472404569376, 7.627687653719407 46.986360936686765, 7.616977766900982 46.98019039318522, 7.614904739253366 46.981108012718835, 7.602539152016167 46.97695384359376, 7.611225909007817 46.97471851444787, 7.618216140090914 46.975112633032815, 7.610568165005838 46.973056448698266, 7.610794973282382 46.97162528070549, 7.614401224879438 46.97086889150207, 7.615925376497816 46.965749330893686, 7.611021781558927 46.96475209144392, 7.612332733397353 46.9621724061607, 7.603156070528367 46.95991717203577, 7.609107519704892 46.95610735904805, 7.607619657410761 46.95301412530566, 7.598774134625531 46.95025728570899)))",102.7309704,6.617647059,19.57013575,58.82352941,21.60633484,776.0,17.21,54.94186047,37.3255814,0.23255814,179.0,206.0,587.0,1.122334456,2.21,10.20133407,54.17661098,54885.892116183,1192.9999999158622,8.0,0,Walkringen,0,0,0,0,0
Worb,"MULTIPOLYGON (((7.598774134625531 46.95025728570899, 7.599799308035511 46.951393860012026, 7.593716310058591 46.95153120436738, 7.584739238472965 46.94647733018982, 7.579744920223458 46.94769153391109, 7.572074264310727 46.94660472205566, 7.570749703975708 46.94511981061948, 7.573943164509453 46.93997238304045, 7.557971325675198 46.94009778440838, 7.5574632751357385 46.94309149325559, 7.553049586074185 46.94290836744844, 7.549348075000981 46.94536066086583, 7.548331973922062 46.94504218120124, 7.549266424021425 46.943618975200074, 7.545419755651233 46.94119056775752, 7.544721186159476 46.93686720631064, 7.5417590700678065 46.935225045540065, 7.522330673099015 46.938320269780355, 7.521609422779604 46.93594958677702, 7.524793810982287 46.93425169206514, 7.524303905104952 46.93115845832275, 7.5219632436910135 46.93026273426607, 7.522008605346322 46.92549947278246, 7.529393482830607 46.92515710714302, 7.529366265837422 46.9236503002299, 7.52572826108165 46.92296954994683, 7.530690826172441 46.92003157504093, 7.533430670153097 46.92096312805987, 7.536483509555384 46.916761186985106, 7.537776316731687 46.91720506801764, 7.538601898858309 46.91153015849412, 7.5407883306441965 46.910972819081074, 7.544272105771918 46.909249047896445, 7.554414971898982 46.91186854313775, 7.55869711216014 46.911028553022376, 7.559354856162119 46.91230645267657, 7.563215133028904 46.91187053363566, 7.56534259466289 46.90992382668581, 7.57198807716564 46.910684196885036, 7.571870136861837 46.912260671224786, 7.573444186301055 46.91274635271329, 7.57924140584953 46.91027813531267, 7.583890975518689 46.910883246675404, 7.5849615105839785 46.91261697034955, 7.594854887606844 46.911520206004596, 7.597517616773475 46.91145053857797, 7.598234330927355 46.91371771569031, 7.595095304379981 46.91569428010871, 7.600379937223465 46.91592119686973, 7.6017906847035706 46.91731454540234, 7.608086882460443 46.91473486011911, 7.6089396815802495 46.91230645267657, 7.6115026151052 46.91252739794388, 7.610921985917248 46.910982771570595, 7.613303472820963 46.91151224401298, 7.616315486733472 46.915541011770124, 7.615145156026504 46.91968920940148, 7.617603757744244 46.91994001213735, 7.617413238791947 46.92230273314908, 7.614977317901861 46.92148463851065, 7.61236448655607 46.9237020531754, 7.613112953868666 46.92647282625738, 7.6117158148851525 46.92706599463269, 7.61553526626216 46.92981686273564, 7.616124967781175 46.932233327190765, 7.612500571521996 46.93235076656708, 7.600937885583764 46.93744644120062, 7.592672991986487 46.938035628580124, 7.592632166496709 46.93950063503726, 7.590572747345686 46.94007389843354, 7.591584312259074 46.94311338873253, 7.594160854280618 46.9437941390156, 7.595998001320628 46.94671021844456, 7.594537356019682 46.94693713520558, 7.5952449978425 46.948929623607214, 7.598774134625531 46.95025728570899)))",544.544592,16.73490722,19.13929785,56.93875773,23.92194442,5201.0,21.08,62.77302944,21.0351377,0.56980057,216.0,874.0,2901.0,3.861681587,4.78,17.05806956,25.47522322,70801.861812164,5744.999998037126,33.0,1,Worb,1,1,2,1,1
