gemeinde.NAME,geometry,BEVDICHTE_SQKM_2019,AUSLAENDER_ANTEIL_2019,ALTERSVERTEILUNG_ANTEIL_0_19_2019,ALTERSVERTEILUNG_ANTEIL_20_64_2019,ALTERSVERTEILUNG_ANTEIL_65PLUS_2019,PRIVATHAUSHALTE_2019,GESAMTFLAECHE_SQKM_2016,LANDWIRTSCHAFTSFLAECHE_ANTEIL_2004,WALD_GEHOELZE_ANTEIL_2004,UNPRODUKTIVE_FLAECHE_ANTEIL_2004,BESCHAEFTIGTE_ERSTERSEKTOR_2018,BESCHAEFTIGTE_ZWEITERSEKTOR_2018,BESCHAEFTIGTE_DRITTERSEKTOR_2018,NEUWOHNUNGEN_PRO_1000_2018,SOZAILHILFEQUOTE_2019,WAEHLERANTEIL_SP_2019,WAEHLERANTEIL_SVP_2019,AVG_INCOME_PRO_STEUERPFLPERSON,ANZAHL_FAHRZEUGE,ANZAHL_HALTESTELLEN_OV,ANZAHL_FILIALEN_MIGROS,GMDNAME,linregModel,knnModel,rfModel,xgbrModel,ensemble
Sumvitg,"MULTIPOLYGON (((8.96910891601685 46.63195477542639, 8.972284231888473 46.62983887615472, 8.995645484372542 46.62771700538935, 8.997387371936403 46.62482481193524, 9.00222746055786 46.624329177957215, 9.006600324129636 46.630418111044705, 9.01367220619229 46.63290225242856, 9.024840245729335 46.63980928015448, 9.020762232917066 46.645649401004015, 9.025067054005879 46.651348196502376, 9.020344905688225 46.65473602393452, 9.015350587438718 46.666509819035056, 9.017500729900359 46.67029972704375, 9.01653906280781 46.674619107494834, 9.017777435997743 46.67650012801385, 9.01014760557479 46.682885645289005, 8.999043072355178 46.68989020741221, 8.987512139575662 46.687499619429836, 8.9807033551138 46.688218189173085, 8.977187826827361 46.691745351458486, 8.965992570297132 46.6928759542678, 8.96501275854246 46.69408816749117, 8.965080801025422 46.703897341160726, 8.967258160480249 46.70656460835172, 8.966487012339998 46.70930751446305, 8.971671849541803 46.71197677215195, 8.966332782711948 46.72941751478439, 8.968532822994428 46.73379063867887, 8.966350927374071 46.73547858090123, 8.963352521958155 46.73487944103221, 8.958145003928696 46.74830136839703, 8.961025469040809 46.75472072413654, 8.948215337581583 46.767764456899656, 8.947149338681825 46.77181113913793, 8.941959965314489 46.77664804904398, 8.936648115477821 46.77706804410167, 8.933554450585756 46.77919986735655, 8.933531769758101 46.78281262105182, 8.928287962404395 46.79646743667137, 8.92545739511312 46.79804192051322, 8.918104270787552 46.79831461872603, 8.914067083465063 46.80060767231112, 8.913509135104764 46.80219011814459, 8.915618452076625 46.80544458221718, 8.914076155796124 46.8086074833862, 8.9148654485985 46.81114934920925, 8.89002540615136 46.79999658945468, 8.889921074344148 46.79185147203263, 8.883502400117944 46.78542614479941, 8.88231392474885 46.781741733179615, 8.885090058053754 46.77579014444748, 8.884654586162789 46.77151256445237, 8.877442082968678 46.76310072031123, 8.891549557769737 46.75137270666248, 8.8948337416141 46.74301261546683, 8.896539339853714 46.74198949954432, 8.898086172299745 46.73299842051319, 8.894824669283038 46.72439150757748, 8.90183758119379 46.714359398142705, 8.903701945226985 46.70461591090397, 8.906469006200826 46.70357488050032, 8.90377452387548 46.700230844022066, 8.905189807521117 46.690437594335734, 8.908610076331405 46.68184063388954, 8.905294139328326 46.678649865749875, 8.907630264576733 46.674575316540945, 8.906146938448133 46.672071270178066, 8.912184574769745 46.66716668334328, 8.908927607918567 46.65875483920214, 8.911005171731713 46.65602586657613, 8.917151676026066 46.65458673659174, 8.92539842496122 46.65522369592093, 8.931649261062782 46.65606766703211, 8.934643130313168 46.65824129074298, 8.939791678190726 46.65874090571681, 8.944150933265908 46.65720424133514, 8.953186975003437 46.65934601707955, 8.957006426380444 46.656007952095, 8.961225060324168 46.65492910223118, 8.964060163780973 46.65013399278111, 8.96521234982582 46.64085628205184, 8.96910891601685 46.63195477542639)))",11.00314095,4.727921499,13.9161463,56.46743979,29.61641392,485.0,101.88,22.72191673,29.33032207,46.82835821,102.0,157.0,196.0,0.0,3.35,4.344624448,13.95434462,50463.581488934,664.000000169984,11.0,0,Sumvitg,0,0,0,0,0
Tujetsch,"MULTIPOLYGON (((8.678748960384745 46.579190656994435, 8.681193953605893 46.57829692343566, 8.685639395826163 46.5804526326654, 8.69257065675736 46.57966837649133, 8.69839962946455 46.58105575353022, 8.704768405869917 46.57712651066827, 8.70529913723703 46.57379640767534, 8.71751503101171 46.571107245007404, 8.72794367556722 46.577092672203904, 8.739052744952364 46.57218808536913, 8.743938195229129 46.572225904829295, 8.750746979690991 46.57621685312627, 8.75140472369297 46.58267800932176, 8.759206928406096 46.595337575989454, 8.765044973444349 46.59705338518246, 8.77087394615154 46.60603053072826, 8.77665302103789 46.60883315177671, 8.779406473515138 46.61248571543005, 8.785285344043167 46.612429981488745, 8.787208678228264 46.61478872150466, 8.78698186995172 46.62094135052507, 8.789227271889509 46.621701720724296, 8.789934913712328 46.6255493531722, 8.785643701120108 46.63165620074082, 8.786210721811468 46.63706637404315, 8.791749379924683 46.64311549717257, 8.789653671449413 46.64548817067381, 8.795187793397096 46.65154724629275, 8.79618121364836 46.655130142519454, 8.805004055605936 46.66094438689624, 8.806582641210685 46.67201354573886, 8.800694698351592 46.69029626898457, 8.785421429009094 46.70067273455669, 8.778939248465456 46.70302351258099, 8.772180361824434 46.71100939017074, 8.772284693631644 46.71800599030233, 8.777451386171325 46.72035079683292, 8.779252243887088 46.72670446614161, 8.781992087867744 46.72830880745201, 8.78054051489786 46.731212943893546, 8.777369735191769 46.73223008832235, 8.772783671840042 46.739756160896334, 8.769662789954792 46.740576246032674, 8.769594747471828 46.744346249062325, 8.766115508509637 46.74478017760534, 8.747644242467864 46.735906537950534, 8.74440088411328 46.72887808985248, 8.749073134610093 46.72073695342624, 8.743030962122951 46.71551587742477, 8.735287727561726 46.713033726538825, 8.72763068014559 46.707440427429354, 8.717710086129538 46.70608091736111, 8.717202035590079 46.70258560304217, 8.708991575979173 46.69895891586158, 8.700209559511373 46.70358284249194, 8.692588801419483 46.701845137821984, 8.68930008140959 46.69616425680475, 8.686283531331549 46.69417574939893, 8.678304416162717 46.694946072087674, 8.674362488316378 46.69214146054132, 8.675178998111937 46.684521834565864, 8.67284287286353 46.681221589041485, 8.673700208148867 46.677053486431085, 8.673727425142053 46.67101232529328, 8.677143157786812 46.668086293374806, 8.67861287541882 46.664262546901746, 8.666215535022904 46.65596814213693, 8.6613981272291 46.65602188558032, 8.654884193526748 46.649968781455094, 8.658422402640838 46.64716018891294, 8.656440098303841 46.64373653251853, 8.657474344044884 46.641630585736394, 8.651876715779768 46.63793622162708, 8.651064742149739 46.634584223157205, 8.65658525560083 46.63132577808881, 8.65795971375669 46.62616043602864, 8.663883945940027 46.62312492672546, 8.664024567071484 46.621679825247355, 8.671341402072805 46.61960771692957, 8.67668046890266 46.61996600655225, 8.678748960384745 46.61599297273641, 8.67775100396795 46.609360633721195, 8.679606295670084 46.60534380895148, 8.676721294392438 46.5993723152403, 8.68061332441794 46.595048953793416, 8.681924276256368 46.58852808266081, 8.678748960384745 46.579190656994435)))",9.013516541,12.09610605,15.32725766,55.42667771,29.24606462,581.0,133.91,24.95519713,12.66427718,60.96923536,42.0,163.0,475.0,0.0,1.13,7.410972089,20.93358999,53988.661417323,712.000000011392,21.0,0,Tujetsch,0,0,0,0,0
Trun,"MULTIPOLYGON (((9.031472119735492 46.73395784050278, 9.026872447887172 46.736752499559614, 9.025752015001043 46.74062401798236, 9.034184746722962 46.74677863750068, 9.02518045814415 46.75321391722342, 9.019006736856614 46.7678420863179, 9.015990186778573 46.76768881797931, 9.010896072887386 46.77285017904367, 8.995994769118422 46.77858679400221, 8.99051961732264 46.78543609728893, 8.987176463326376 46.786469165700964, 8.97355435823712 46.78436719991463, 8.967974874634129 46.78605116114118, 8.967888687489042 46.788101373982016, 8.960680720460463 46.791835548049406, 8.957119830518716 46.80193533441291, 8.95775489369304 46.80443739027789, 8.953404710948918 46.805012644172066, 8.950732909451226 46.80270366660375, 8.944899400578505 46.80229362403558, 8.940181788426383 46.799417354564696, 8.928287962404395 46.79646743667137, 8.933531769758101 46.78281262105182, 8.933554450585756 46.77919986735655, 8.936648115477821 46.77706804410167, 8.941959965314489 46.77664804904398, 8.947149338681825 46.77181113913793, 8.948215337581583 46.767764456899656, 8.961025469040809 46.75472072413654, 8.958145003928696 46.74830136839703, 8.963352521958155 46.73487944103221, 8.966350927374071 46.73547858090123, 8.968532822994428 46.73379063867887, 8.966332782711948 46.72941751478439, 8.971671849541803 46.71197677215195, 8.966487012339998 46.70930751446305, 8.967258160480249 46.70656460835172, 8.965080801025422 46.703897341160726, 8.96501275854246 46.69408816749117, 8.965992570297132 46.6928759542678, 8.977187826827361 46.691745351458486, 8.9807033551138 46.688218189173085, 8.987512139575662 46.687499619429836, 8.999043072355178 46.68989020741221, 9.01014760557479 46.682885645289005, 9.017174125982134 46.69299538414202, 9.01750526606589 46.6967773301591, 9.015786059329683 46.70440889912199, 9.013622308371449 46.70664422826787, 9.012592598795939 46.72443728902927, 9.014357167187454 46.72665470369402, 9.031472119735492 46.73395784050278)))",22.42774566,9.278350516,15.46391753,59.02061856,25.51546392,521.0,51.9,24.03623747,34.88820355,39.10948342,67.0,117.0,402.0,2.559726963,0.6,4.088888889,21.37777778,49548.684210526,700.0,8.0,0,Trun,0,0,0,0,0
Obersaxen Mundaun,"MULTIPOLYGON (((9.031472119735492 46.73395784050278, 9.014357167187454 46.72665470369402, 9.012592598795939 46.72443728902927, 9.013622308371449 46.70664422826787, 9.015786059329683 46.70440889912199, 9.01750526606589 46.6967773301591, 9.017174125982134 46.69299538414202, 9.01014760557479 46.682885645289005, 9.017777435997743 46.67650012801385, 9.02272185642641 46.67754712991121, 9.03345442407249 46.67482014778311, 9.03800419809997 46.67532971524646, 9.071276972269029 46.68499358256905, 9.080489924462261 46.684133687474635, 9.087920163601854 46.68548324505336, 9.099900176768928 46.6963473826119, 9.102553833604498 46.69989444987633, 9.102708063232548 46.70438302264923, 9.105547702854883 46.707812650537356, 9.115930985755085 46.71399115603052, 9.121442426875113 46.71512972083145, 9.120730248886764 46.71789452241972, 9.12392370942051 46.720307005879036, 9.126305196324225 46.72564353075892, 9.133318108234977 46.72801819475807, 9.144005314225748 46.73595630039812, 9.149974908064396 46.7364798013468, 9.159482711017136 46.742425418585235, 9.178221610825231 46.74519221067141, 9.171176945755764 46.7499952821131, 9.17105446928643 46.75265259681457, 9.167901834242462 46.755877203418606, 9.17387596424664 46.76435274349267, 9.17299594813365 46.76571822505463, 9.186168972835347 46.765059370248494, 9.19068699370411 46.766428832806255, 9.179727617781486 46.76642684230835, 9.180131336513735 46.76802322162714, 9.17719190124972 46.768887097717354, 9.166536448417666 46.768315824818984, 9.152165876015815 46.772380421538394, 9.1398275057718 46.7690702235245, 9.130174545522072 46.76862236149616, 9.130841361855111 46.76536988792147, 9.122712553223762 46.764933968880555, 9.119950028415452 46.76312062529026, 9.12091623167353 46.76189248808367, 9.1165206872741 46.75996966710866, 9.116493470280915 46.758126466049816, 9.113926000590432 46.75894057969244, 9.104486240120655 46.75486403998561, 9.073708356993585 46.75032371426721, 9.062880529871357 46.75209127640572, 9.046142079062381 46.74795900275759, 9.04311192048775 46.74486178801939, 9.031404077252528 46.74075738134191, 9.032166153061718 46.73951730114789, 9.036516335805839 46.73981388533554, 9.031472119735492 46.73395784050278)))",16.55770324,8.240343348,16.22317597,56.90987124,26.86695279,523.0,70.36,53.40634334,24.87555113,19.34290997,94.0,135.0,375.0,2.586206897,2.232,5.55062167,30.06216696,53896.06340730879,685.6000000202097,31.0,0,Obersaxen Mundaun,0,0,0,0,0
Aarau,"MULTIPOLYGON (((8.113470156587676 47.40473971007497, 8.103894311151972 47.40830071082474, 8.104003179124714 47.412269763644765, 8.070480915851455 47.41021955080393, 8.044066823965096 47.40001426805153, 8.035915334506093 47.40177983969213, 8.028072304303187 47.398899589225444, 8.026570833512464 47.39562322967591, 8.02742363263227 47.39321671771031, 8.031374632809674 47.38368621374727, 8.027391879473555 47.37112219097896, 8.029505732610948 47.37074001538144, 8.036214721431131 47.37524849313338, 8.03493098658589 47.37641094390916, 8.039058897218997 47.37741813584844, 8.048584844833861 47.37559683026653, 8.050440136535993 47.37101072309635, 8.056627466320124 47.372509568017854, 8.054890114921795 47.3696492225302, 8.067437148780229 47.372632978887886, 8.06381275252105 47.37980673333291, 8.058369353883986 47.38138917916637, 8.059902577833425 47.384247534156124, 8.058995344727247 47.38507757178198, 8.064896896082931 47.38886947028857, 8.063631305899815 47.39146906055083, 8.065023908717798 47.39189104610642, 8.064620189985549 47.394661819188414, 8.067786433526107 47.3953505314631, 8.069002125888385 47.39765950903142, 8.083150426179223 47.39674387999571, 8.087650302385864 47.39811334255347, 8.091292843307166 47.404186351657735, 8.105146292838496 47.405541880730176, 8.113470156587676 47.40473971007497)))",1764.424635,20.93877738,17.38391586,64.41464199,18.20144215,10591.0,12.34,11.40776699,32.2815534,7.1197411,29.0,3213.0,31646.0,21.95787098,3.58,26.42811334,16.34767693,72516.345148722,10976.000000247564,51.0,4,Aarau,5,5,5,4,5
Biberstein,"MULTIPOLYGON (((8.070480915851455 47.41021955080393, 8.104003179124714 47.412269763644765, 8.104012251455774 47.41235336455672, 8.100982092881143 47.41828902930563, 8.097403058277273 47.41996303804267, 8.098441840183845 47.4233488749769, 8.086185120919387 47.4267685503755, 8.067527872090846 47.429192976822236, 8.068852432425865 47.42487956786486, 8.067450757276822 47.41894390311596, 8.069165427847498 47.41740723873428, 8.067763752698454 47.414735990547484, 8.070480915851455 47.41021955080393)))",389.7560976,9.824780976,17.39674593,57.1339174,25.46933667,698.0,4.1,30.97560976,50.97560976,4.634146342,18.0,10.0,260.0,16.38311279,1.97,18.81581378,22.34435618,93615.978695073,934.9999999220834,4.0,0,Biberstein,0,0,0,0,0
Buchs (AG),"MULTIPOLYGON (((8.113470156587676 47.40473971007497, 8.105146292838496 47.405541880730176, 8.091292843307166 47.404186351657735, 8.087650302385864 47.39811334255347, 8.083150426179223 47.39674387999571, 8.069002125888385 47.39765950903142, 8.067786433526107 47.3953505314631, 8.064620189985549 47.394661819188414, 8.065023908717798 47.39189104610642, 8.063631305899815 47.39146906055083, 8.064896896082931 47.38886947028857, 8.074214180083375 47.38047355013066, 8.083032485875421 47.383391620057516, 8.085572738572717 47.3821535303614, 8.090539839829038 47.38437094502615, 8.090934486230227 47.3860011628093, 8.104982990879385 47.3884076747749, 8.102365623368062 47.39112470441349, 8.091578621735612 47.38959998301924, 8.0869653413907 47.39306743036753, 8.108366970365427 47.39645923879547, 8.116318868541072 47.40004213502218, 8.115584009725069 47.40418038016403, 8.113470156587676 47.40473971007497)))",1498.308271,35.26533685,21.54058462,63.15393301,15.30548237,3425.0,5.32,11.46616541,42.10526316,0.563909774,4.0,2694.0,2991.0,1.262307498,3.62,19.50110346,26.81067344,68213.569405099,4214.000000939802,10.0,0,Buchs (AG),2,2,1,1,2
Densbüren,"MULTIPOLYGON (((8.092417812358827 47.45683104021546, 8.08788618299347 47.462056097212745, 8.085191700668123 47.46270300903145, 8.085704287373114 47.46380176387431, 8.082606086315517 47.46368631499589, 8.080047688956096 47.466134627417475, 8.074214180083375 47.46579624277384, 8.065164529849255 47.46523691286289, 8.05885018743026 47.466787510729894, 8.057316963480819 47.46503189157881, 8.05128839949027 47.46391323175692, 8.052073156127113 47.4657186133556, 8.045672626563032 47.46472535490164, 8.043046186720648 47.46599131156841, 8.028938711919587 47.461968515304974, 8.029836872694704 47.451836880975016, 8.03181010470064 47.45067841119505, 8.030086361798901 47.447579205958945, 8.032495065695803 47.44689049368426, 8.03094823324977 47.44660983347983, 8.032290938246913 47.44534785780887, 8.029796047204925 47.44282390646695, 8.033869523851662 47.44270049559692, 8.030825756780438 47.43955351841113, 8.030158940447397 47.43589896425989, 8.035248518173052 47.437768041791486, 8.042896493258128 47.437039519558724, 8.044089504792751 47.43415528809622, 8.053973809484555 47.436020384632016, 8.055915288331775 47.43354022424397, 8.067096936365413 47.4317348426453, 8.06811303744433 47.4335521672314, 8.066071762955431 47.43507091713194, 8.066856519592275 47.436981795119515, 8.064416062536658 47.44006706687029, 8.077325989637565 47.442175004150336, 8.076459582021165 47.44833360466446, 8.084905922239678 47.44834753814978, 8.085345930296173 47.455320252306535, 8.092417812358827 47.45683104021546)))",57.58785942,10.12482663,16.0887656,62.82940361,21.08183079,310.0,12.52,40.50632911,54.58860759,0.158227848,70.0,116.0,194.0,1.377410468,2.19,12.53263708,48.38120104,63498.773006135,495.0000000495,5.0,0,Densbüren,0,0,0,0,0
Erlinsbach (AG),"MULTIPOLYGON (((8.035915334506093 47.40177983969213, 8.030671527152386 47.403021910384055, 8.023132420040051 47.42246310340974, 8.019272143173266 47.421609179809046, 8.01535289615458 47.42330508402302, 8.01428689725482 47.425036817199256, 8.015339287657987 47.43101428240415, 7.987283103849448 47.4287451147939, 7.985477709968155 47.422765659091105, 7.984248409109284 47.42289504145485, 7.983853762708097 47.42831317674879, 7.982715185159844 47.428335072225735, 7.963209673377028 47.42235561652294, 7.974228019451553 47.41946740406463, 7.981907747695346 47.413617330725586, 7.9894831441319285 47.41415078416379, 7.991474520799988 47.41119887577256, 8.001771616555104 47.4094551996089, 8.007269449178537 47.40658689212963, 8.010481054374406 47.4004243106197, 8.010467445877813 47.39513356719159, 8.019979784996085 47.393991021394854, 8.020338142073024 47.39580834598096, 8.026570833512464 47.39562322967591, 8.028072304303187 47.398899589225444, 8.035915334506093 47.40177983969213)))",431.2373225,17.30950141,19.6378175,58.23142051,22.13076199,1837.0,9.86,32.92806484,53.29280648,1.215805471,56.0,87.0,849.0,13.04662962,2.5,16.82004701,31.42504283,83072.188365651,2566.0000004789867,7.0,1,Erlinsbach (AG),1,0,1,1,1
Gränichen,"MULTIPOLYGON (((8.114263985555581 47.37827205944914, 8.086879154245613 47.36645049239891, 8.084810662763529 47.36167926892368, 8.086797503266057 47.3607278109257, 8.082606086315517 47.35937228185327, 8.081363176960053 47.35642833545366, 8.075788229522594 47.35518029326802, 8.071174949177681 47.34896794931049, 8.070998038721976 47.34335076422618, 8.074626971146685 47.34186585279, 8.075116877024023 47.33920256659482, 8.08333640896599 47.33514991286283, 8.086026355125806 47.33071110253753, 8.089083730693623 47.331616779083724, 8.088285365560187 47.33292254570856, 8.091397175114377 47.33452489652106, 8.102116134263863 47.33596203600755, 8.106348376704181 47.33845214888511, 8.109773181680001 47.33850987332432, 8.109632560548544 47.33526735223915, 8.111537750071516 47.3338501177317, 8.113216131317945 47.33348187561951, 8.114527083156371 47.33535095315111, 8.115883396650107 47.33495882506408, 8.115125857006449 47.33408499648434, 8.128584660136593 47.33252245562991, 8.142964304869505 47.334700060336594, 8.138568760470076 47.340076395174556, 8.138863611229583 47.344258431270276, 8.135311793618898 47.34975419598246, 8.136718004933474 47.35667316669581, 8.131469661414236 47.35937228185327, 8.12310497217528 47.3593384433889, 8.12101379986554 47.36075169690055, 8.125413880430502 47.3686320781014, 8.123495082410937 47.37233440420233, 8.114263985555581 47.37827205944914)))",463.9582124,22.05404053,19.60220165,61.87140355,18.5263948,3397.0,17.23,28.76157407,57.34953704,0.231481482,68.0,1222.0,1388.0,8.561421715,2.06,16.97368803,34.2867918,67128.047301395,4691.999998634107,8.0,1,Gränichen,1,1,1,1,1
Hirschthal,"MULTIPOLYGON (((8.082134325100304 47.309635710732884, 8.086180584753857 47.31279264040819, 8.087600404565023 47.31757779736875, 8.085477479096568 47.322072341635355, 8.077384959789466 47.322800863868125, 8.06514638518713 47.320884014386834, 8.053601843911022 47.32516756587565, 8.044202908931023 47.32452264455485, 8.0433183566525 47.318545179349954, 8.065114632028415 47.31185511589554, 8.082134325100304 47.309635710732884)))",456.3739377,10.86281813,21.10490379,60.45934202,18.43575419,690.0,3.53,32.48587571,51.1299435,0.282485876,90.0,234.0,548.0,1.905972046,1.57,11.52628246,39.78467384,74915.92689295,1152.9999997850807,2.0,0,Hirschthal,0,0,0,0,0
Küttigen,"MULTIPOLYGON (((8.035915334506093 47.40177983969213, 8.044066823965096 47.40001426805153, 8.070480915851455 47.41021955080393, 8.067763752698454 47.414735990547484, 8.069165427847498 47.41740723873428, 8.067450757276822 47.41894390311596, 8.068852432425865 47.42487956786486, 8.067527872090846 47.429192976822236, 8.066284962735384 47.42935619765034, 8.067096936365413 47.4317348426453, 8.055915288331775 47.43354022424397, 8.053973809484555 47.436020384632016, 8.044089504792751 47.43415528809622, 8.042896493258128 47.437039519558724, 8.035248518173052 47.437768041791486, 8.030158940447397 47.43589896425989, 8.023490777116992 47.43587706878294, 8.019635036415737 47.431191436717576, 8.015339287657987 47.43101428240415, 8.01428689725482 47.425036817199256, 8.01535289615458 47.42330508402302, 8.019272143173266 47.421609179809046, 8.023132420040051 47.42246310340974, 8.030671527152386 47.403021910384055, 8.035915334506093 47.40177983969213)))",526.7226891,15.92214422,19.71920868,59.89151244,20.38927888,2761.0,11.9,33.13708999,49.70563499,1.177460051,67.0,326.0,1020.0,12.64160236,1.65,20.81584958,22.27120625,80716.831683168,3362.99999923478,13.0,0,Küttigen,1,0,1,1,1
Muhen,"MULTIPOLYGON (((8.04223874925615 47.33016968710771, 8.044202908931023 47.32452264455485, 8.053601843911022 47.32516756587565, 8.06514638518713 47.320884014386834, 8.077384959789466 47.322800863868125, 8.085477479096568 47.322072341635355, 8.086071716781115 47.32760791630562, 8.084375190872564 47.32937746894203, 8.086026355125806 47.33071110253753, 8.08333640896599 47.33514991286283, 8.075116877024023 47.33920256659482, 8.074626971146685 47.34186585279, 8.070998038721976 47.34335076422618, 8.065232572332217 47.342474945148545, 8.050458281198118 47.3473675889959, 8.04576334987365 47.34476600823573, 8.041145533363206 47.33963052364412, 8.043867232681738 47.33024134503225, 8.04223874925615 47.33016968710771)))",555.7610242,13.74456104,20.62963911,59.76452521,19.60583568,1623.0,7.03,40.5982906,41.16809117,1.13960114,83.0,224.0,1192.0,2.069857697,1.44,14.51647411,40.67715019,68193.984108967,2599.00000062376,8.0,0,Muhen,0,0,1,1,0
Oberentfelden,"MULTIPOLYGON (((8.04576334987365 47.34476600823573, 8.050458281198118 47.3473675889959, 8.065232572332217 47.342474945148545, 8.070998038721976 47.34335076422618, 8.071174949177681 47.34896794931049, 8.0651418490216 47.356283029106685, 8.061762405701089 47.35658956578386, 8.063209442505443 47.358486510286106, 8.058705030133272 47.360853212293634, 8.055720233213947 47.35975246695288, 8.053606380076554 47.36110600552741, 8.052417904707461 47.35980820089418, 8.04775926270724 47.36154988655994, 8.046480064027529 47.360451131717085, 8.041254401335948 47.36400018947943, 8.034763148461247 47.36567817921227, 8.026679701485206 47.363978294002486, 8.022950973418816 47.36488596104658, 8.019154202869464 47.36360806139239, 8.010481054374406 47.35695183640234, 8.012830788119405 47.35433035066313, 8.01182829553708 47.34981590141748, 8.028956856581711 47.34976613896989, 8.035207692683274 47.34709090978728, 8.036781742122493 47.347819432020046, 8.035960696161402 47.34606978436267, 8.04576334987365 47.34476600823573)))",1188.547486,31.88014101,20.63454759,60.86956522,18.49588719,3689.0,7.16,24.82662968,41.33148405,1.109570042,21.0,1413.0,2463.0,4.192872117,4.59,17.00527217,31.91846603,64900.701433364,4708.000001400329,5.0,0,Oberentfelden,1,1,1,1,1
Suhr,"MULTIPOLYGON (((8.064896896082931 47.38886947028857, 8.058995344727247 47.38507757178198, 8.059902577833425 47.384247534156124, 8.058369353883986 47.38138917916637, 8.06381275252105 47.37980673333291, 8.067437148780229 47.372632978887886, 8.054890114921795 47.3696492225302, 8.058677813140086 47.36550699639255, 8.054835680935424 47.364161419809626, 8.058705030133272 47.360853212293634, 8.063209442505443 47.358486510286106, 8.061762405701089 47.35658956578386, 8.0651418490216 47.356283029106685, 8.071174949177681 47.34896794931049, 8.075788229522594 47.35518029326802, 8.081363176960053 47.35642833545366, 8.082606086315517 47.35937228185327, 8.086797503266057 47.3607278109257, 8.084810662763529 47.36167926892368, 8.086879154245613 47.36645049239891, 8.114263985555581 47.37827205944914, 8.110231334398621 47.38143097962235, 8.111070525021836 47.382442152557445, 8.1084803745037 47.38756768465954, 8.1061306407587 47.388405684277004, 8.11590154131223 47.39177758772591, 8.116318868541072 47.40004213502218, 8.108366970365427 47.39645923879547, 8.0869653413907 47.39306743036753, 8.091578621735612 47.38959998301924, 8.102365623368062 47.39112470441349, 8.104982990879385 47.3884076747749, 8.090934486230227 47.3860011628093, 8.090539839829038 47.38437094502615, 8.085572738572717 47.3821535303614, 8.083032485875421 47.383391620057516, 8.074214180083375 47.38047355013066, 8.064896896082931 47.38886947028857)))",986.440678,33.58151966,22.20313097,61.3115693,16.48529973,4528.0,10.62,27.80395853,44.58058435,1.036757776,42.0,1048.0,3846.0,2.757533977,4.96,23.87864748,22.59463722,67698.583292623,5104.000000170924,11.0,4,Suhr,2,2,2,1,2
Unterentfelden,"MULTIPOLYGON (((8.054890114921795 47.3696492225302, 8.056627466320124 47.372509568017854, 8.050440136535993 47.37101072309635, 8.048584844833861 47.37559683026653, 8.039058897218997 47.37741813584844, 8.03493098658589 47.37641094390916, 8.036214721431131 47.37524849313338, 8.029505732610948 47.37074001538144, 8.027391879473555 47.37112219097896, 8.02516915836342 47.3677264015552, 8.022950973418816 47.36488596104658, 8.026679701485206 47.363978294002486, 8.034763148461247 47.36567817921227, 8.041254401335948 47.36400018947943, 8.046480064027529 47.360451131717085, 8.04775926270724 47.36154988655994, 8.052417904707461 47.35980820089418, 8.053606380076554 47.36110600552741, 8.055720233213947 47.35975246695288, 8.058705030133272 47.360853212293634, 8.054835680935424 47.364161419809626, 8.058677813140086 47.36550699639255, 8.054890114921795 47.3696492225302)))",1475.347222,26.66509767,21.60508355,59.61402683,18.78088962,1802.0,2.88,26.38888889,29.86111111,0.694444444,28.0,631.0,1607.0,9.245742093,2.26,17.85638071,26.32309006,70964.612868048,2343.999999432632,6.0,1,Unterentfelden,1,2,1,1,1
