GMDNAME,KTNAME,LAT_CNTR,LONG_CNTR,HEIGHT_CNTR,BEVDICHTE_SQKM_ 2019,AUSLAENDER_ANTEIL_2019,ALTERSVERTEILUNG_ANTEIL_0_19_ 2019,ALTERSVERTEILUNG_ANTEIL_20_64_ 2019,ALTERSVERTEILUNG_ANTEIL_65PLUS_ 2019,PRIVATHAUSHALTE_2019,DURCHSCH_HAUSHALTSGROESSE_2019,GESAMTFLAECHE_ SQKM_2016,LANDWIRTSCHAFTSFLAECHE_ANTEIL_2004/09,WALD_GEHOELZE_ANTEIL_2004/09,UNPRODUKTIVE_FLAECHE_ANTEIL_2004/09,BESCHAEFTIGTE_TOTAL_2018,BESCHAEFTIGTE_ERSTERSEKTOR_2018,BESCHAEFTIGTE_ZWEITERRSEKTOR_2018,BESCHAEFTIGTE_DRITTERSEKTOR_2018,ARBEITSSTAETTEN_TOTAL_2018,ARBEITSSTAETTEN_ERSTERSEKTOR_2018,ARBEITSSTAETTEN_ZWEITERSEKTOR_2018,ARBEITSSTAETTEN_DRITTERSEKTOR_2018,NEUWOHNUNGEN_PRO_1000_2018,SOZAILHILFEQUOTE_2019,WAEHLERANTEIL_FDP_2019,WAEHLERANTEIL_CVP_2019,WAEHLERANTEIL_SP_2019,WAEHLERANTEIL_SVP_2019,WAEHLERANTEIL_EVP_CSP_2019,WAEHLERANTEIL_GLP_2019,WAEHLERANTEIL_BDP_2019,WAEHLERANTEIL_PDA_SOL_2019,WAEHLERANTEIL_GPS_2019,WAEHLERANTEIL_KLEINERECHTSPARTEIN_2019,AVG_INCOME_PRO_STEUERPFLPERSON,STEUERBARES_EINKOMMEN_GEMEINDE,ANZAHL_FAHRZEUGE,ANZAHL_HALTESTELLEN_OV,Anzahl Filialen Coop,Anzahl Filialen Migros,Anzahl Filialen Denner,Anzahl Filialen Spar
Aadorf,Thurgau,47.489522055137,8.90893659955656,590.048731760122,453.7111334,15.83950481,20.404554,60.36255112,19.23289488,3908,2.294524053,19.94,53.38685399,27.99799298,0.501756147,3539.0,118.0,1462.0,1959.0,562.0,48.0,103.0,411.0,4.952166573,1.07,11.398277,15.48045063,10.72895958,37.41550696,3.412856196,7.912524851,2.080848244,,9.589131875,1.981444665,68464.601333004,277.3501,6014.00000129457,9,1,1,1,0
Aarau,Aargau,47.3902363879182,8.04522704922001,436.236994015053,1764.424635,20.93877738,17.38391586,64.41464199,18.20144215,10591,2.014068549,12.34,11.40776699,32.2815534,7.1197411,34888.0,29.0,3213.0,31646.0,2648.0,10.0,170.0,2468.0,21.95787098,3.58,16.68070376,5.660683516,26.42811334,16.34767693,3.623115617,10.85312048,2.539039863,,14.6802247,0.629737519,72516.345148722,763.0895,10976.000000247564,51,3,4,2,0
Aarberg,Bern,47.0454176552458,7.27808793740302,500.020013210364,584.110971,12.88860104,19.62435233,59.04576857,21.3298791,2146,2.13000932,7.93,44.20654912,29.72292191,2.644836272,2876.0,119.0,799.0,1958.0,352.0,18.0,60.0,274.0,3.492687186,2.74,9.919585965,0.993349843,14.82512034,33.66815994,3.817579788,9.844458666,12.19009989,0.303291689,10.25626756,1.811402655,64687.799155326,137.8497,2807.999999411443,11,1,0,1,0
Aarburg,Aargau,47.3198496174076,7.90025004437742,445.406222724356,1899.319728,44.13801337,20.47516714,65.22206304,14.30276982,3735,2.213119143,4.41,19.31818182,31.13636364,3.863636364,3466.0,15.0,1095.0,2356.0,409.0,7.0,62.0,340.0,2.602875558,4.92,11.3231082,5.880994179,20.9646124,34.90252241,3.095260094,6.43074933,2.642520558,,10.51926453,1.723182112,60540.820871779,190.2798,4758.00000215955,10,0,1,1,0
Aarwangen,Bern,47.2402442895438,7.77013046084433,485.533291275613,466.6666667,15.90909091,20.54112554,60.12987013,19.32900433,1962,2.298674822,9.9,45.79533941,35.96757852,3.242147923,1593.0,75.0,570.0,948.0,255.0,24.0,46.0,185.0,20.15950377,3.92,11.62244291,1.259359043,13.28905736,38.64540585,2.56257636,9.059866546,8.677673005,0.137840293,9.006610069,2.048807995,65314.566284779,119.7216,2699.0000003537616,4,0,1,1,0
Abtwil,Aargau,47.1741087806665,8.3554181927786,583.696213975549,232.2891566,12.65560166,24.06639004,64.62655602,11.30705394,377,2.541114058,4.15,69.56521739,22.22222222,0.0,174.0,48.0,52.0,74.0,66.0,17.0,13.0,36.0,0.0,,8.388359012,16.58107117,8.094888726,44.31401321,1.076057716,10.29591587,3.81511372,,6.187331866,0.244558572,72298.387096774,26.895,633.9999999266372,4,0,0,0,1
Aclens,Vaud,46.567675747679,6.50995741793213,512.989938273095,138.2051282,24.30426716,22.82003711,63.26530612,13.91465677,217,2.483870968,3.9,68.46153846,13.84615385,0.769230769,1690.0,19.0,432.0,1239.0,103.0,7.0,38.0,58.0,0.0,,23.5034888,0.367242013,21.44693353,22.03452075,0.330517811,9.474843922,0.183621006,4.260007345,16.15864855,0.734484025,90040.254237288,21.2495,558.00000010602,3,0,0,0,0
Acquarossa,Ticino,46.46182933691,8.93053670490431,680.695358432829,29.34606669,12.07942637,16.6574738,57.03254275,26.30998345,840,2.114285714,61.78,21.27246236,56.11138093,19.07074632,838.0,94.0,149.0,595.0,202.0,38.0,37.0,127.0,3.243243243,1.88,15.63470698,27.97680679,13.72955063,9.898529716,,0.641954856,,0.35203976,10.31269414,18.45102506,50628.378378378,41.2115,1171.0000005098354,31,1,0,0,0
Adelboden,Bern,46.4931530523569,7.55847091494726,1407.82319231611,38.26047255,7.846062053,19.86873508,58.20405728,21.92720764,1471,2.243371856,87.61,41.52213601,18.27932451,37.71109083,2493.0,365.0,566.0,1562.0,401.0,120.0,70.0,211.0,13.05250667,0.41,4.190968172,0.369382881,5.238015886,44.75365217,5.27412098,7.401544187,4.843637172,0.163861579,2.813419986,22.23518303,54195.085803432,69.4781,1826.999999771625,59,1,0,0,0
Adligenswil,Luzern,47.0705905579952,8.36418133549715,582.97585131973,781.1158798,10.97069597,21.66666667,55.05494505,23.27838828,2254,2.405944987,6.99,50.85959885,23.63896848,2.005730659,1559.0,64.0,321.0,1174.0,342.0,22.0,42.0,278.0,10.48100318,0.61,16.65956994,16.71811795,16.84585906,23.6321056,0.840962316,10.40025548,,,14.58377688,0.047902917,87829.778581112,194.3673,2749.0000000431214,8,1,2,0,1
Adlikon,Zürich,47.5829213741908,8.69216358170298,494.42811436113,106.0790274,10.6017192,21.2034384,60.0286533,18.76790831,274,2.48540146,6.58,63.89728097,22.65861027,2.567975831,149.0,49.0,24.0,76.0,65.0,22.0,6.0,37.0,21.05263158,,9.361197889,1.325002693,6.097166864,56.45804158,6.711192502,6.409565873,3.910373802,0.0,6.765054401,2.897770117,68920.955882353,18.7465,471.9999999141819,2,0,0,0,0
Adliswil,Zürich,47.3120552618191,8.52575926675803,496.381736093201,2438.095238,37.78505068,20.14358108,61.07474662,18.7816723,8759,2.135631922,7.77,20.95115681,30.97686375,2.05655527,7507.0,17.0,726.0,6764.0,1019.0,4.0,114.0,901.0,0.904111046,3.21,14.42916378,8.977369236,17.61502723,28.52289839,3.063110642,11.17692818,1.989737295,0.227663629,11.06131217,0.763636623,86141.188282542,729.2713,8688.00000233917,29,1,1,3,0
Aedermannsdorf,Solothurn,47.3053546036446,7.60920793075696,586.991391967051,44.81424149,5.008635579,20.37996546,58.5492228,21.07081174,236,2.423728814,12.92,49.38176198,46.67697063,0.309119011,177.0,41.0,42.0,94.0,55.0,19.0,7.0,29.0,5.244755245,1.05,17.4744898,39.66836735,7.653061225,26.2755102,0.191326531,1.849489796,1.785714286,,4.272959184,0.573979592,59182.959641256,13.1978,369.0000000369,3,0,0,0,0
Aefligen,Bern,47.0949434444041,7.55717271633635,543.737818362191,537.254902,8.394160584,19.61678832,60.67518248,19.7080292,492,2.209349594,2.04,69.41747573,3.883495146,4.368932039,255.0,27.0,106.0,122.0,73.0,11.0,17.0,45.0,5.499541705,2.75,4.297458894,0.797209766,11.98305929,45.24165421,6.48978575,6.738913802,11.70901844,0.099651221,5.356253114,3.41305431,60421.881390593,29.5463,691.0000001882976,3,0,0,0,0
Aegerten,Bern,47.1218888220455,7.28839961963638,482.090692254715,1009.259259,17.88990826,19.35779817,57.70642202,22.93577982,1004,2.147410359,2.16,37.5,27.77777778,6.018518519,395.0,7.0,131.0,257.0,,,21.0,64.0,63.35282651,4.03,9.171832777,1.041169925,20.79955492,32.54649499,3.441424257,6.930535686,11.84231442,0.07947862,8.734700366,1.017326339,61708.165829146,49.1197,1232.999999977652,3,0,0,0,0
Aesch (BL),Basel-Landschaft,47.4681683803573,7.59646344673839,365.941994437948,1399.459459,25.29934338,18.26960216,58.50714562,23.22325222,4653,2.203524608,7.4,47.02702703,16.35135135,0.810810811,5724.0,96.0,2504.0,3124.0,637.0,14.0,129.0,494.0,6.837940803,1.17,17.69619149,12.91529016,21.72910304,25.15115627,1.589478277,4.132643521,1.552078788,,15.17172599,,77690.382165605,365.9217,5699.999998720408,14,1,1,1,1
Aesch (LU),Luzern,47.2559132635029,8.24187797727719,527.800026032142,273.1019523,12.70849881,18.50675139,62.98649722,18.50675139,547,2.263254113,4.61,66.23655914,18.92473118,3.440860215,526.0,75.0,252.0,199.0,132.0,27.0,27.0,78.0,4.979253112,1.04,13.81934217,30.21600393,4.590083456,35.56701031,2.307314678,3.362788414,,,9.008345606,0.441826215,70621.676891615,34.534,935.0000000935,4,0,0,0,0
Aesch (ZH),Zürich,47.3362395848504,8.43759636437168,593.491497138515,318.5114504,20.01198322,21.62971839,61.05452367,17.31575794,717,2.308228731,5.24,57.38963532,33.20537428,0.19193858,342.0,40.0,57.0,245.0,85.0,15.0,11.0,59.0,30.41543027,,19.40222898,7.117527862,9.133738602,35.51165147,1.160081054,13.34346505,2.046605876,0.005065856,7.492401216,1.23100304,110664.49912127,62.9681,959.999999909647,2,0,0,0,0
Aeschi (SO),Solothurn,47.1802377040007,7.66290004495945,542.649576411583,229.379562,7.955449483,16.14956245,63.48448687,20.36595068,570,2.189473684,5.48,64.14048059,19.96303142,3.881700555,230.0,50.0,59.0,121.0,70.0,16.0,17.0,37.0,0.819000819,2.72,14.23423423,17.36936937,17.22522523,28.5045045,0.252252252,9.045045045,1.765765766,,9.405405405,1.333333333,70557.980456026,43.3226,872.9999999226771,6,0,0,0,0
Aeschi bei Spiez,Bern,46.6584449024267,7.6960168468794,911.471122516319,72.41045499,5.882352941,20.18716578,58.33333333,21.47950089,1008,2.193452381,30.99,46.36275461,27.44907856,21.07985774,997.0,164.0,150.0,683.0,227.0,65.0,33.0,129.0,2.625820569,0.95,4.538354738,0.629121833,7.119923638,44.16869143,8.512669212,9.250260326,6.803193336,0.255987504,7.779416869,5.978826796,59385.222222222,53.4467,1416.0000001982398,26,0,0,1,0
Aeugst am Albis,Zürich,47.2674419019666,8.4865271589923,747.459219182841,250.4424779,14.18475517,19.78798587,62.19081272,18.02120141,848,2.324292453,7.91,51.13924051,30.88607595,5.316455696,442.0,39.0,25.0,378.0,141.0,15.0,16.0,110.0,13.91035549,1.01,16.42104488,2.49797362,11.56510206,30.3809594,3.227470341,14.31729423,1.263724118,0.162110382,15.05047528,3.820646968,105013.57063404,94.4072,1221.9999998859466,6,0,0,0,0
Affeltrangen,Thurgau,47.5274901329202,9.03084626478548,535.904081000946,180.5959806,16.0399079,22.94704528,61.47352264,15.57943208,1049,2.466158246,14.43,72.36111111,14.79166667,1.736111111,1217.0,169.0,622.0,426.0,230.0,64.0,48.0,118.0,3.903200625,0.39,6.545797033,9.72451142,6.545797033,55.0035319,2.001412762,5.627501766,4.097009654,,6.993171651,3.461266777,63574.407114624,64.3373,1744.0000000226248,1,0,0,0,0
Affoltern am Albis,Zürich,47.2776305225233,8.45368292395686,537.461550521664,1161.756374,28.700317,20.16581322,61.66788588,18.1663009,5412,2.225979305,10.59,40.17094017,28.20512821,0.949667616,6920.0,47.0,1307.0,5566.0,995.0,23.0,134.0,838.0,3.787255063,3.02,13.38543747,4.535341434,14.64525453,30.30691996,6.618555917,12.66662863,2.001445224,0.198718314,12.59056421,1.555517523,71059.805603202,372.8508,6367.999998259002,14,1,3,2,0
Affoltern im Emmental,Bern,47.0649473194199,7.73218929613204,850.759473664686,96.09035621,4.068716094,17.26943942,60.12658228,22.6039783,517,2.112185687,11.51,72.46503497,19.84265734,0.087412587,526.0,158.0,165.0,203.0,129.0,55.0,28.0,46.0,0.0,1.73,4.528877958,0.373165974,7.420914257,55.03350013,5.860402002,3.1379866,8.540412179,0.135696718,4.232041388,5.724705284,50560.169491525,23.8644,990.000000099,8,0,0,0,0
Agarn,Valais,46.2959874957675,7.66445739612502,679.300689426251,94.50980392,10.09681881,15.07607192,65.69847856,19.22544952,304,2.348684211,7.65,17.08278581,32.85151117,45.72930355,196.0,19.0,72.0,105.0,47.0,10.0,12.0,25.0,1.31061599,,0.954575379,65.89861751,7.669519421,20.93482554,0.13166557,0.13166557,,,3.752468729,,54326.229508197,16.5695,501.9999993725,1,0,0,0,0
Agiez,Vaud,46.7178904730647,6.50736764445401,573.107478586026,65.01831502,18.5915493,27.04225352,60.28169014,12.67605634,144,2.465277778,5.46,63.48623853,31.37614679,0.733944954,68.0,27.0,19.0,22.0,,8.0,,12.0,15.92356688,2.45,24.44080742,1.0365521,12.11129296,29.02345881,0.054555374,5.073649755,0.43644299,5.89198036,14.07528642,1.145662848,74703.25203252,9.1885,238.00000012851999,2,0,0,0,0
Agno,Ticino,45.9970931868509,8.89849080850675,332.901674360037,1761.2,32.93209176,18.69180104,59.80013627,21.50806268,2049,2.122986823,2.5,21.9123506,20.71713147,2.788844622,2772.0,8.0,896.0,1868.0,,,69.0,401.0,0.669642857,3.26,15.8232196,18.89168766,12.45706435,15.70872452,,1.774673689,,0.98465766,8.541332723,21.55942294,71290.401301518,131.4595,2800.0,6,1,2,1,0
Aigle,Vaud,46.3177092801858,6.96606095661577,460.050503991544,621.3893967,40.20790429,22.33009709,60.21378837,17.45611454,4464,2.256944444,16.41,33.93939394,37.15151515,3.454545455,6348.0,308.0,1404.0,4636.0,854.0,48.0,157.0,649.0,0.987069391,7.98,32.22498542,1.860550797,18.64542077,16.38881213,1.636425041,5.76586534,0.300881152,4.513217279,14.70326364,1.50440576,60568.21192053,210.3534,5258.000001280208,35,1,1,2,0
Aire-la-Ville,Genève,46.1904268211969,6.0435753429135,427.843229096383,398.9761092,16.42429427,25.91958939,60.39349872,13.68691189,411,2.827250608,2.93,42.01388889,23.26388889,14.58333333,484.0,8.0,183.0,293.0,54.0,4.0,16.0,34.0,5.988023952,10.39,20.71984436,11.35700389,9.192607004,18.45817121,0.072957198,5.471789883,0.972762646,4.377431907,20.69552529,6.420233463,107467.33333333,48.3603,1125.9999997552827,4,0,0,0,0
Airolo,Ticino,46.5285747471517,8.60909671467227,1210.64650150016,15.69687334,23.9027684,16.3403106,56.92099932,26.73869007,722,2.011080332,94.35,29.50211864,23.82415254,43.8559322,891.0,58.0,321.0,512.0,151.0,22.0,26.0,103.0,0.0,0.8,20.86614173,36.43700787,7.086614173,11.53543307,,0.885826772,,0.295275591,3.070866142,17.79527559,57631.707317073,40.1693,934.9999999220834,22,1,0,1,0
Alberswil,Luzern,47.1520958536118,8.00165414795935,568.241809750907,186.1581921,12.8983308,19.57511381,69.34749621,11.07738998,269,2.43866171,3.54,72.19101124,17.97752809,1.404494382,247.0,54.0,48.0,145.0,53.0,11.0,9.0,33.0,9.160305344,1.06,24.60650577,40.39874082,2.465897167,23.39979014,0.577124869,2.203567681,,,5.876180483,0.104931794,55839.568345324,15.5234,436.99999989511997,3,0,0,0,0
Albinen,Valais,46.3401236767283,7.63346821623034,1322.26809888519,15.42416452,10.83333333,10.41666667,52.91666667,36.66666667,122,1.950819672,15.56,46.14395887,39.58868895,10.92544987,91.0,10.0,15.0,66.0,,4.0,,15.0,0.0,,0.36101083,51.98555957,9.145607702,27.31648616,0.36101083,0.962695548,,,9.867629362,,35810.869565217,4.9419,,13,0,0,0,0
Albula/Alvra,Graubünden,46.6787642545384,9.64511682313906,1232.15389934182,13.65910785,14.88698363,15.43257989,60.01558846,24.55183164,579,2.176165803,93.93,28.06214749,46.32329467,22.82643397,714.0,104.0,98.0,512.0,172.0,44.0,27.0,101.0,0.0,,8.44017094,29.11324786,15.27777778,28.04487179,,6.623931624,8.814102564,,3.685897436,,47298.003072197,30.791,863.0000001010942,24,0,0,0,0
Alchenstorf,Bern,47.1236073823643,7.64289594270934,549.680822270922,87.67123288,4.6875,17.36111111,59.54861111,23.09027778,258,2.213178295,6.57,60.2118003,31.92133132,0.302571861,114.0,70.0,8.0,36.0,41.0,21.0,4.0,16.0,5.18134715,,3.558526012,1.427023121,8.99566474,50.59609827,2.908236994,5.148121387,15.20953757,0.939306358,6.177745665,2.474710983,59659.523809524,15.0342,356.0000000901867,4,0,0,0,0
Allaman,Vaud,46.4704228377813,6.3957431359581,454.023002755828,173.4615385,29.93348115,21.95121951,60.53215078,17.51662971,180,2.494444444,2.6,59.45945946,16.98841699,1.158301158,390.0,46.0,31.0,313.0,69.0,16.0,5.0,48.0,0.0,4.3,21.32921175,0.669757857,15.61051005,24.21432251,0.051519835,11.79804225,0.154559505,1.80319423,21.68985059,0.0,102173.44632768,18.0847,261.99999987162,5,1,0,0,0
Alle,Jura,47.4255910196859,7.13114745583412,498.322688754648,179.4339623,11.04100946,23.13354364,55.6256572,21.24079916,788,2.378172589,10.6,64.03755869,22.15962441,0.845070423,1189.0,69.0,720.0,400.0,139.0,17.0,30.0,92.0,4.912663756,2.59,10.61068702,46.10687023,15.41984733,12.13740458,7.480916031,,,,8.244274809,,56213.031161473,39.6864,1167.000000183219,5,1,0,1,0
Allmendingen,Bern,46.9141704907934,7.52527200692896,636.052430431359,155.1181102,7.614213198,18.44331641,52.62267343,28.93401015,249,2.333333333,3.81,65.25198939,21.48541114,3.448275862,215.0,42.0,19.0,154.0,46.0,13.0,4.0,29.0,1.727115717,,12.99169409,1.864911456,10.82902366,33.12960351,2.256699577,10.32753487,12.58423445,0.799247767,9.449929478,2.507443974,106531.07569721,26.7393,393.000000013362,3,1,0,0,0
Allschwil,Basel-Landschaft,47.550978562541,7.53559907231667,336.98081292212,2372.328459,27.46325273,18.6628734,58.85253675,22.48458985,9952,2.088424437,8.89,29.29292929,27.16049383,0.561167228,11081.0,49.0,2429.0,8603.0,1206.0,17.0,203.0,986.0,1.960503036,3.63,16.92984571,9.857160077,25.56653809,20.0186837,3.31485053,6.027000964,1.244575699,,16.95696721,,81075.101461039,799.0762,9404.99999637631,22,3,5,2,0
Alpnach,Obwalden,46.940846078452,8.27394646574859,504.942670761608,112.5511343,15.29819924,20.61787543,63.42309599,15.95902858,2541,2.356552538,53.78,31.76667286,54.18911388,8.768344789,3160.0,189.0,1130.0,1841.0,531.0,74.0,86.0,371.0,2.988047809,1.06,17.0212766,35.03546099,2.789598109,35.88652482,,,,,,,65032.679245283,172.3366,3729.9999987005162,12,1,2,0,1
Alpthal,Schwyz,47.0708177939443,8.71573863070963,1043.35140520893,27.14160839,10.30595813,18.19645733,63.92914654,17.87439614,268,2.294776119,22.88,31.38622493,63.81865737,3.051438535,191.0,55.0,30.0,106.0,57.0,22.0,9.0,26.0,0.0,0.97,10.16791045,12.03358209,4.01119403,69.40298507,0.0,1.585820896,,,2.798507463,,69520.0,19.8132,430.999999971985,12,0,0,0,0
Altbüron,Luzern,47.180503366772,7.88189865894147,615.411311965436,149.9259259,10.96837945,20.75098814,63.53754941,15.71146245,391,2.562659847,6.75,60.86309524,29.01785714,0.446428571,554.0,105.0,313.0,136.0,100.0,32.0,24.0,44.0,1.951219512,1.49,23.62355954,34.31498079,5.057618438,26.4084507,0.640204866,4.641485275,,,4.737516005,0.28809219,64341.486810552,26.8304,735.9999999926401,6,0,0,0,1
Altdorf (UR),Uri,46.8808843630931,8.64300231710238,509.471297440119,934.0842311,16.29443221,19.52395932,59.73576596,20.74027472,4200,2.189285714,10.21,34.24926398,39.45044161,1.766437684,6757.0,95.0,1787.0,4875.0,804.0,38.0,89.0,677.0,12.83295589,1.79,,33.95883777,34.83656174,28.87409201,,,,,,,66257.10538865,277.8823,5733.000000788287,22,1,1,1,2
Altendorf,Schwyz,47.1918293708798,8.83080440884966,471.452827646397,345.8598726,21.41946451,18.31704207,64.98087548,16.70208245,3047,2.281260256,20.41,51.26953125,37.54882813,0.5859375,4444.0,220.0,1039.0,3185.0,768.0,75.0,141.0,552.0,1.443834825,0.96,21.50875617,21.63224068,12.39335429,36.47283341,0.471486304,4.299506062,,,3.22182308,,117470.93672457,378.7263,5180.999999770093,10,0,0,1,1
Altikon,Zürich,47.5729321718137,8.78098327268668,443.242710800841,90.64935065,8.595988539,21.91977077,58.45272206,19.62750716,302,2.304635762,7.7,68.09338521,20.10376135,5.577172503,144.0,66.0,11.0,67.0,61.0,21.0,8.0,32.0,11.83431953,1.27,6.411298517,2.702702703,9.388335704,59.22576712,2.641739484,6.238569397,1.493598862,0.0,5.639097744,3.261532209,71101.607717042,22.1126,468.9999999003375,2,0,0,0,0
Altishofen,Luzern,47.2017584854172,7.96126256003029,545.245545917191,136.801676,15.6202144,24.91066871,62.58295048,12.50638081,726,2.643250689,14.32,66.43405443,25.61060712,0.697836706,2820.0,190.0,278.0,2352.0,183.0,63.0,32.0,88.0,7.150153218,1.38,12.5041848,50.46869769,5.62437228,21.67726816,0.619350519,2.310010044,,,6.076330767,0.451958487,67956.077795786,41.9289,1280.0,5,0,0,0,0
Altnau,Thurgau,47.6096049460395,9.25812137538443,497.574842064641,339.5245171,21.40043764,21.8380744,61.18161926,16.98030635,957,2.377220481,6.73,67.80923994,14.75409836,1.341281669,748.0,106.0,170.0,472.0,173.0,29.0,30.0,114.0,8.605072464,0.71,12.71163666,11.50228433,14.72722386,31.7119054,1.746842247,8.304219296,1.504971782,,15.53345875,2.257457673,75323.701298701,69.5991,1510.9999999855768,9,0,0,0,1
Alto Malcantone,Ticino,46.0483419028739,8.90115286877628,914.477807466872,63.10063463,8.979885058,18.10344828,59.05172414,22.84482759,624,2.224358974,22.06,15.593835,68.31368994,12.60199456,167.0,25.0,25.0,117.0,95.0,12.0,10.0,73.0,0.0,2.63,15.58672901,16.96726787,17.4571365,15.23046092,,1.269205077,,1.113337787,15.5421955,13.87218882,61278.806907378,39.0346,921.00000006447,15,0,0,0,0
Altstätten,St. Gallen,47.3781071353174,9.54029237983821,509.873027154244,300.9883426,28.6267576,20.74597962,60.89921697,18.3548034,5198,2.251827626,39.46,60.69261881,21.05662285,4.676440849,7184.0,339.0,2613.0,4232.0,993.0,111.0,176.0,706.0,1.81833925,1.31,10.28986381,27.56116669,9.229239484,33.7049536,1.533686875,5.511028082,0.286248042,,9.717367723,1.12992648,60429.972287359,283.477,7317.000002571511,42,1,1,1,1
Amden,St. Gallen,47.1488364321726,9.15013678402479,1010.97658065427,42.35594796,10.7515085,17.16950082,56.71969281,26.11080636,847,2.079102716,43.04,36.91914498,47.83921933,12.08178439,538.0,128.0,56.0,354.0,176.0,53.0,18.0,105.0,8.968609866,,8.688500075,23.77747869,4.785404516,38.88141169,2.078660087,6.609839988,0.807537012,,10.21384776,2.646926873,66286.043829296,57.47,893.0000002664117,19,0,0,0,1
Amlikon-Bissegg,Thurgau,47.5702827189177,9.05871409922472,466.853734459728,92.73858921,10.81282625,18.56823266,64.57867263,16.85309471,566,2.349823322,14.46,67.98336798,22.03742204,1.524601525,505.0,148.0,129.0,228.0,136.0,51.0,18.0,67.0,9.737827715,0.45,6.965888689,9.407540395,5.996409336,55.87073609,1.867145422,5.852782765,4.667863555,,5.745062837,3.626570916,66668.070175439,38.0008,1075.00000016125,12,0,0,0,0
Ammerswil,Aargau,47.3694805084486,8.20784071628396,501.906880079769,226.3322884,13.71191136,23.68421053,62.32686981,13.98891967,289,2.484429066,3.19,33.125,57.8125,0.0,153.0,58.0,32.0,63.0,50.0,6.0,11.0,33.0,17.6730486,,10.62980031,3.840245776,17.57296467,41.53609831,1.566820277,9.708141321,2.949308756,,11.0906298,0.061443932,76953.156146179,23.1629,476.99999995707,3,0,0,0,0
Amriswil,Thurgau,47.5450928914979,9.29842851357172,497.553577355109,726.3932702,32.51302837,20.671685,62.41314418,16.91517082,5984,2.278910428,19.02,66.14007372,12.95418641,0.421274355,6048.0,209.0,1884.0,3955.0,974.0,76.0,192.0,706.0,11.14247512,1.78,12.62371496,11.88940681,12.01072728,37.73066854,3.122405977,6.378903008,1.558010344,,10.46548752,4.220675564,60658.083501931,329.798,8586.000002436618,19,1,3,2,1
Amsoldingen,Bern,46.727011327544,7.5812251530263,697.903605106287,168.7898089,3.522012579,19.87421384,57.35849057,22.7672956,351,2.239316239,4.71,60.21276596,21.91489362,10.42553191,124.0,37.0,24.0,63.0,56.0,15.0,9.0,32.0,0.0,1.11,4.569998683,0.487290926,13.51244567,42.40748057,3.002765705,10.61504017,8.31028579,0.013170025,10.79942052,2.686685105,64550.852272727,22.7219,468.0000001647359,5,0,0,0,0
Andeer,Graubünden,46.6027000559085,9.42658572403136,1033.30250289477,19.56803456,13.24503311,19.86754967,52.7593819,27.37306843,412,2.140776699,46.3,31.72309683,44.29588096,21.69506146,465.0,29.0,94.0,342.0,88.0,11.0,19.0,58.0,0.0,1.43,15.94771242,11.69934641,15.55555556,26.40522876,,7.647058824,17.32026144,,5.424836601,,58509.47368421,22.2336,560.000000224,7,0,0,0,0
Andelfingen,Zürich,47.5938552584304,8.67912485528467,449.477822963148,333.3827893,13.35113485,23.40898976,57.23186471,19.35914553,919,2.415669206,6.74,45.97014925,32.98507463,5.223880597,1551.0,56.0,672.0,823.0,195.0,13.0,34.0,148.0,0.0,2.12,15.41652614,2.735244519,10.60033727,31.21753794,5.676222597,14.87352445,3.986509275,0.006745363,11.90893761,2.364249578,83329.591836735,81.663,1230.000000123,2,0,1,0,0
Andermatt,Uri,46.6339715352406,8.59570674072759,1491.37007762305,23.01638291,24.98255408,13.88695045,61.96789951,24.14515003,711,1.94092827,62.26,40.31194726,6.01382859,52.13056762,1348.0,43.0,137.0,1168.0,166.0,18.0,18.0,130.0,96.01181684,,,38.3033419,17.7377892,40.61696658,,,,,,,69995.22431259,48.3667,774.0000001993051,36,1,0,0,0
Andwil (SG),St. Gallen,47.4357155204794,9.2747168156968,752.865126430057,316.7987322,6.203101551,26.31315658,57.32866433,16.35817909,762,2.607611549,6.31,66.08280255,20.38216561,1.592356688,574.0,89.0,303.0,182.0,126.0,28.0,36.0,62.0,1.537672988,0.94,18.39565742,26.69481303,9.095295537,29.34861279,1.170084439,7.249698432,0.325693607,,6.15199035,0.651387214,74719.921363041,57.0113,1231.0000000715154,4,0,0,0,2
Anières,Genève,46.2761727103587,6.22302131909831,454.897117141634,616.7958656,32.00670297,24.17260159,58.77670716,17.05069124,750,2.930666667,3.87,63.87434555,4.97382199,0.0,429.0,50.0,29.0,350.0,115.0,10.0,16.0,89.0,1.221498371,2.37,36.94970526,7.412517246,4.603035244,15.87859024,1.216606045,7.788787157,1.580333626,5.067101468,16.56841841,2.031857519,776209.93150685,679.9599,1392.0000000509074,14,0,0,0,0
Anniviers,Valais,46.1791861000027,7.57591541225222,1627.19727883674,11.16407117,18.73389768,17.85057048,57.63709974,24.51232978,1325,2.043018868,243.37,22.72260344,20.25722151,55.23277314,1515.0,113.0,256.0,1146.0,345.0,46.0,51.0,248.0,3.307607497,0.22,19.3262618,37.3236974,18.73178692,11.24839725,0.652756732,0.652756732,,,10.53735867,,33965.256410256,79.4787,1892.000000090095,66,1,0,0,0
