GMDNAME,KTNAME,LAT_CNTR,LONG_CNTR,HEIGHT_CNTR,BEVDICHTE_SQKM_ 2019,AUSLAENDER_ANTEIL_2019,ALTERSVERTEILUNG_ANTEIL_0_19_ 2019,ALTERSVERTEILUNG_ANTEIL_20_64_ 2019,ALTERSVERTEILUNG_ANTEIL_65PLUS_ 2019,PRIVATHAUSHALTE_2019,DURCHSCH_HAUSHALTSGROESSE_2019,GESAMTFLAECHE_ SQKM_2016,LANDWIRTSCHAFTSFLAECHE_ANTEIL_2004/09,WALD_GEHOELZE_ANTEIL_2004/09,UNPRODUKTIVE_FLAECHE_ANTEIL_2004/09,BESCHAEFTIGTE_TOTAL_2018,BESCHAEFTIGTE_ERSTERSEKTOR_2018,BESCHAEFTIGTE_ZWEITERRSEKTOR_2018,BESCHAEFTIGTE_DRITTERSEKTOR_2018,ARBEITSSTAETTEN_TOTAL_2018,ARBEITSSTAETTEN_ERSTERSEKTOR_2018,ARBEITSSTAETTEN_ZWEITERSEKTOR_2018,ARBEITSSTAETTEN_DRITTERSEKTOR_2018,NEUWOHNUNGEN_PRO_1000_2018,SOZAILHILFEQUOTE_2019,WAEHLERANTEIL_FDP_2019,WAEHLERANTEIL_CVP_2019,WAEHLERANTEIL_SP_2019,WAEHLERANTEIL_SVP_2019,WAEHLERANTEIL_EVP_CSP_2019,WAEHLERANTEIL_GLP_2019,WAEHLERANTEIL_BDP_2019,WAEHLERANTEIL_PDA_SOL_2019,WAEHLERANTEIL_GPS_2019,WAEHLERANTEIL_KLEINERECHTSPARTEIN_2019,AVG_INCOME_PRO_STEUERPFLPERSON,STEUERBARES_EINKOMMEN_GEMEINDE,ANZAHL_FAHRZEUGE,ANZAHL_HALTESTELLEN_OV,Anzahl Filialen Coop,Anzahl Filialen Migros,Anzahl Filialen Denner,Anzahl Filialen Spar
Cortaillod,Neuchâtel,46.9423493065941,6.84628433009843,531.631874169223,1289.673913,19.78508217,21.3653603,58.57564265,20.05899705,2153,2.18160706,3.68,47.39726027,11.23287671,0.273972603,2018.0,27.0,929.0,1062.0,287.0,12.0,59.0,216.0,2.723083368,4.57,28.87678122,2.766135792,15.69572506,11.88181056,,9.911986588,,7.103939648,23.55406538,,72862.115193644,146.7443,3035.0000003911778,9,1,1,1,0
Cortébert,Bern,47.1898691661367,7.10743758628865,725.787459303625,46.61246612,14.97093023,21.0755814,58.13953488,20.78488372,306,2.209150327,14.76,49.1902834,47.5708502,0.134952767,251.0,54.0,66.0,131.0,62.0,19.0,14.0,29.0,0.0,3.97,5.15863958,3.469527505,18.00958685,45.01255421,2.145628852,6.3455832,1.940196302,0.273910066,14.65418854,0.684775166,62253.962264151,16.4973,380.99999942088,2,0,0,0,0
Cossonay,Vaud,46.6135392370531,6.507862749957,613.048962072469,488.4057971,23.68941642,22.40356083,64.14441147,13.4520277,1766,2.289920725,8.28,62.45443499,23.20777643,0.243013366,1492.0,46.0,223.0,1223.0,278.0,15.0,40.0,223.0,13.37529504,3.12,20.14632309,2.431545538,26.09607833,15.46613589,2.329334553,7.724998655,0.398084889,4.013126042,17.8707838,0.36042821,76398.78397711,106.8055,2393.000000705337,7,0,1,1,0
Cottens (FR),Fribourg,46.7515570189767,7.03161349615004,762.630639979616,302.6156942,17.15425532,27.85904255,56.18351064,15.95744681,566,2.623674912,4.97,69.87951807,17.26907631,0.803212851,373.0,37.0,37.0,299.0,66.0,15.0,9.0,42.0,0.0,1.86,23.21187584,15.78947368,22.53711201,14.77732794,2.699055331,4.318488529,0.978407557,,13.56275304,0.101214575,76617.479674797,37.6958,823.0000000705429,3,0,0,1,0
Courchapoix,Jura,47.3486513093848,7.45582974221615,540.148550131358,68.38810642,5.263157895,23.11212815,56.75057208,20.13729977,182,2.379120879,6.39,51.94401244,44.79004666,0.311041991,143.0,28.0,93.0,22.0,30.0,10.0,7.0,13.0,6.976744186,2.35,4.779411765,19.48529412,31.61764706,11.02941176,15.44117647,,,,17.64705882,,55335.365853658,9.075,293.00000028128,2,0,0,0,0
Courchavon,Jura,47.4397593989121,7.05682652362072,454.327139936388,48.94991922,6.930693069,21.12211221,60.72607261,18.15181518,121,2.504132231,6.19,29.96794872,59.93589744,2.564102564,179.0,25.0,114.0,40.0,30.0,7.0,7.0,16.0,3.412969283,,6.538461539,58.84615385,10.76923077,6.538461539,6.153846154,,,,11.15384615,,74915.702479339,9.0648,204.00000017952001,2,0,0,0,0
Courgenay,Jura,47.4030915629907,7.12597873583613,544.381140501238,129.0130152,10.67675494,22.69861286,57.04077343,20.2606137,1042,2.250479846,18.44,48.31887202,42.19088937,0.162689805,923.0,85.0,444.0,394.0,170.0,30.0,45.0,95.0,10.42571677,2.06,15.68123393,18.89460154,20.88688946,19.34447301,9.190231363,,,,16.00257069,,59358.369565217,54.6097,1452.9999999667887,7,0,0,0,0
Courgevaux,Fribourg,46.9056373080027,7.11181958656752,528.237800043076,422.4852071,29.20168067,22.4789916,62.53501401,14.9859944,540,2.631481482,3.38,57.3964497,26.33136095,0.591715976,627.0,12.0,265.0,350.0,87.0,7.0,26.0,54.0,4.915730337,1.69,20.63348416,7.556561086,22.48868778,26.15384615,3.71040724,9.049773756,0.678733032,,8.280542986,0.678733032,73721.33580705,39.7358,754.0000001608533,1,0,0,0,0
Courrendlin,Jura,47.3387398949745,7.37379037883959,488.213911982253,164.8259861,21.3963964,24.07094595,58.8963964,17.03265766,1527,2.305173543,21.55,43.48837209,46.37209302,0.790697674,930.0,59.0,361.0,510.0,203.0,27.0,47.0,129.0,9.860788863,4.89,4.337492573,13.13131313,37.73024361,20.08318479,10.39809863,,,,14.31966726,,58291.609756098,59.7489,2157.000000359187,7,0,0,1,0
Courroux,Jura,47.3612264460182,7.37508632664638,468.184169235639,167.0719352,13.85688296,22.68041237,57.8835658,19.43602183,1382,2.346599132,19.74,53.3164557,38.43037975,0.759493671,862.0,87.0,296.0,479.0,199.0,34.0,45.0,120.0,0.306278714,2.69,6.588498046,14.18202122,30.93243998,21.49637074,11.89279732,,,,14.9078727,,63753.188180404,81.9866,1926.000000411556,5,1,0,1,0
Court,Bern,47.2397748116929,7.33825306794434,716.375888414681,57.49695246,11.9434629,21.83745583,55.33568905,22.82685512,597,2.333333333,24.61,34.36482085,60.01628665,0.977198697,704.0,66.0,455.0,183.0,115.0,20.0,39.0,56.0,2.102312544,2.39,5.838101293,18.10764993,9.207459208,48.32591651,2.977325705,1.303242212,0.72049163,0.582750583,8.63530409,2.320406866,61316.814159292,34.644,878.9999995561051,3,0,0,0,0
Courtedoux,Jura,47.4091305782031,7.04247255273349,517.404391280375,93.91727494,7.25388601,20.98445596,55.05181347,23.96373057,323,2.359133127,8.22,52.33415233,37.71498772,0.0,235.0,29.0,151.0,55.0,45.0,9.0,8.0,28.0,1.278772379,1.96,10.85141903,27.37896494,24.20701169,13.52253756,11.35225376,,,,12.68781302,,62736.53250774,20.2639,483.000000172914,2,0,0,0,0
Courtelary,Bern,47.178971421628,7.07320545518126,744.845446676016,65.55605583,16.34615385,23.76373626,56.25,19.98626374,597,2.403685092,22.21,51.56037992,43.73586612,0.226142017,736.0,52.0,363.0,321.0,108.0,21.0,24.0,63.0,4.313443566,4.1,4.984765387,4.009750152,16.16087751,37.01401584,1.572212066,6.849482023,2.388787325,0.804387569,21.26751981,0.633759903,63055.705996132,32.5998,806.999999991123,3,0,0,1,0
Courtepin,Fribourg,46.8633967490375,7.12519186550124,615.328204445541,249.9085923,36.11923921,25.42062911,61.70446233,12.87490856,2117,2.548889939,21.88,56.66513972,24.0494732,6.688043976,2648.0,110.0,1641.0,897.0,247.0,42.0,33.0,172.0,3.138847858,1.41,12.17905632,12.83774701,23.04073128,25.15123,3.737061433,6.331496169,0.914101358,,12.81086168,1.290496034,67520.0,82.0368,3524.0000013686763,11,0,1,1,0
Courtételle,Jura,47.3404936720764,7.31821334937666,493.276535746641,195.7933579,15.68036185,22.3143611,60.49754994,17.18808896,1130,2.308849558,13.55,55.78481945,35.74060427,0.29476787,957.0,38.0,444.0,475.0,159.0,14.0,29.0,116.0,4.647560031,2.91,6.666666667,20.13888889,31.31944444,12.77777778,13.05555556,,,,16.04166667,,74672.647058823,76.1661,1533.99999976223,8,0,0,0,0
Crans (VD),Vaud,46.3578400989712,6.20429846446557,473.061872635968,530.3944316,32.3272091,25.10936133,57.43657043,17.45406824,874,2.594965675,4.31,57.44186047,14.88372093,0.465116279,273.0,12.0,29.0,232.0,120.0,5.0,10.0,105.0,10.54078827,0.37,36.15533981,4.048543689,10.88349515,17.67961165,0.349514563,12.49514563,0.087378641,1.174757282,13.38834951,0.59223301,,,1526.9999997976724,4,0,0,0,0
Crans-Montana,Valais,46.3159876369997,7.49576690333735,1501.14922948647,173.7636211,36.79691269,16.52677279,58.74577906,24.72744814,4515,2.056478405,59.65,27.53817755,32.45510992,29.97147172,4846.0,150.0,683.0,4013.0,865.0,53.0,114.0,698.0,4.164694747,0.6,21.43451885,26.14487927,16.4109274,20.70893303,0.733515721,0.745410571,,,13.02882519,,,,8495.000000314629,71,2,1,1,0
Crassier,Vaud,46.374483039551,6.16362510128522,524.224274472333,578.3251232,23.85008518,27.2572402,59.7955707,12.9471891,450,2.597777778,2.03,67.82178218,10.89108911,0.0,465.0,26.0,164.0,275.0,84.0,5.0,14.0,65.0,6.938421509,,28.44921733,4.004368402,13.85147434,15.03458318,1.401528941,13.66945759,0.582453586,1.274117219,17.10957408,2.184200947,127229.61373391,59.289,778.000000122146,5,0,0,0,0
Crémines,Bern,47.282993245797,7.43994836481333,660.233756349422,52.6371308,9.218436874,20.84168337,51.90380762,27.25450902,229,2.144104804,9.48,42.17758985,52.3255814,0.317124736,259.0,16.0,95.0,148.0,39.0,5.0,7.0,27.0,1.926782274,3.54,6.837115771,17.29388107,18.32806665,30.82447573,4.19419707,5.975294456,2.125825912,0.316001149,9.164033324,1.43636886,59755.450236967,12.6084,,6,0,0,0,0
Cressier (FR),Fribourg,46.8985202673586,7.14073443425435,613.245498685166,240.5275779,26.52043868,22.93120638,62.21335992,14.8554337,406,2.455665025,4.17,69.13875598,19.85645933,0.23923445,713.0,42.0,524.0,147.0,57.0,8.0,12.0,37.0,25.07836991,1.0,16.76300578,10.93011035,22.43825539,24.01471361,2.259590121,5.780346821,0.21019443,,15.29164477,0.683131897,72947.860962567,27.2825,712.0000001803734,2,0,0,0,0
Cressier (NE),Neuchâtel,47.0511222136211,7.03722932245243,487.516351796687,221.470245,26.44889357,21.0748156,61.74920969,17.17597471,800,2.33125,8.57,27.75842044,54.3554007,1.974448316,1150.0,38.0,771.0,341.0,97.0,8.0,27.0,62.0,11.21195942,5.25,29.12423625,6.211812627,14.15478615,12.47454175,,8.452138493,,9.215885947,19.90835031,,65820.027247956,48.3119,1075.99999969872,4,0,0,0,0
Crésuz,Fribourg,46.618758093871,7.13967105820044,952.463200840168,222.3463687,19.59798995,19.34673367,55.02512563,25.6281407,196,2.020408163,1.79,33.88888889,35.0,7.777777778,,,6.0,11.0,,,5.0,6.0,55.55555556,,14.10526316,22.73684211,15.57894737,20.73684211,1.157894737,6.0,0.0,,12.94736842,0.0,94821.287128713,19.1539,273.00000001091996,2,0,0,0,0
Crissier,Vaud,46.5547175867963,6.57799182597323,525.903679055162,1448.181818,43.7037037,22.71186441,63.42749529,13.8606403,3172,2.373581337,5.5,25.27272727,26.36363636,0.181818182,9418.0,21.0,2802.0,6595.0,763.0,7.0,185.0,571.0,1.866368048,4.36,23.35644474,2.819313341,23.8158884,17.58416172,0.973185198,8.420349177,0.375908445,3.621251357,16.7195723,0.572216189,74719.663141402,190.7593,5066.999999532711,24,1,1,1,0
Cronay,Vaud,46.7561632464898,6.69650112426762,662.717813632451,59.9695586,10.15228426,23.85786802,57.6142132,18.52791878,167,2.341317365,6.57,61.09422492,32.67477204,0.607902736,,47.0,,20.0,,15.0,,11.0,10.52631579,,17.96992481,0.827067669,22.89473684,25.33834586,3.571428571,4.210526316,0.601503759,1.353383459,17.18045113,2.593984962,73474.545454545,12.1233,235.99999975456,4,0,0,0,0
Croy,Vaud,46.6942430155109,6.47639742737344,695.204545294866,89.73214286,13.43283582,17.1641791,56.96517413,25.87064677,183,2.087431694,4.48,45.77777778,48.0,0.222222222,116.0,6.0,11.0,99.0,,,7.0,22.0,34.30079156,,13.41919402,0.498545908,19.60947237,17.03365185,4.445367678,5.193186539,0.623182385,10.76028251,22.55920233,0.498545908,64777.181208054,9.6518,208.99999993660333,3,0,0,0,0
Cuarnens,Vaud,46.6255444012909,6.4384485549958,681.262726098299,68.16269285,13.16872428,23.25102881,62.55144033,14.19753086,195,2.492307692,7.13,64.73087819,30.45325779,0.14164306,134.0,43.0,27.0,64.0,43.0,15.0,12.0,16.0,0.0,1.46,26.47280967,0.453172205,20.581571,26.35951662,0.944108761,8.34592145,0.566465257,1.132930514,13.29305136,0.075528701,73359.585492228,14.1584,342.9999999516682,2,0,0,0,0
Cuarny,Vaud,46.7704692429623,6.68321110584552,659.73355783429,52.4122807,6.276150628,20.92050209,64.0167364,15.06276151,91,2.626373626,4.56,67.31601732,25.75757576,0.216450217,59.0,21.0,11.0,27.0,30.0,10.0,6.0,14.0,8.333333333,,16.20498615,0.207756233,1.731301939,47.36842105,2.146814404,7.132963989,0.415512465,4.016620499,11.4265928,3.601108033,73883.0,7.3883,177.00000012921,2,0,0,0,0
Cudrefin,Vaud,46.9557095883497,7.01955204600426,481.303110159934,111.7343649,13.15637623,24.4085401,60.64627813,14.94518177,734,2.358310627,15.51,61.48908858,23.17073171,7.188703466,348.0,74.0,24.0,250.0,127.0,22.0,14.0,91.0,5.034612964,1.78,19.94634474,2.293762576,22.15962441,21.79745137,1.381623072,9.295774648,0.187793427,2.334004024,17.30382294,0.32193159,75414.110429448,49.17,1209.9999999108422,11,0,0,1,0
Cugnasco-Gerra,Ticino,46.1740887770393,8.91747871076785,271.086630881764,79.42490229,13.70826011,20.14059754,59.40246046,20.456942,1211,2.331131296,35.82,9.029913335,63.90830305,23.06402013,400.0,56.0,75.0,269.0,178.0,22.0,32.0,124.0,2.780674314,0.49,14.28768446,23.27954765,15.81850779,11.55702662,,1.213625707,,0.868845677,14.93587091,13.6532892,66748.576214405,79.6978,2344.999999501688,13,0,0,1,0
Cugy (FR),Fribourg,46.8139364238874,6.89093968260701,525.458725741133,178.8461538,16.41199774,22.80701754,61.0639502,16.12903226,724,2.430939227,9.88,69.8989899,19.49494949,0.101010101,383.0,102.0,149.0,132.0,96.0,23.0,21.0,52.0,1.735106998,0.91,27.41251326,15.2173913,18.39872747,20.73170732,3.817603393,3.976670202,0.265111347,,8.589607635,0.503711559,64322.503961965,40.5875,1171.9999998764072,4,0,0,0,0
Cugy (VD),Vaud,46.5830597323501,6.6401677508749,758.939627888612,950.1718213,23.90596745,25.38878843,58.84267631,15.76853526,1064,2.571428571,2.91,36.20689655,37.5862069,0.0,1122.0,14.0,272.0,836.0,206.0,4.0,43.0,159.0,0.731261426,2.45,24.45285259,1.73603383,21.84138289,17.66451517,1.595073819,8.591141776,0.385785296,2.923065509,18.8589658,0.140960012,90191.965973535,95.4231,1737.0000000868502,5,0,1,1,1
Cureglia,Ticino,46.0369704744691,8.94477142799626,475.205261896364,1341.509434,16.52601969,19.69057665,58.01687764,22.29254571,632,2.232594937,1.06,6.363636364,42.72727273,0.0,344.0,5.0,82.0,257.0,,,9.0,95.0,16.58255227,0.79,26.91672564,21.06628922,10.16749233,12.05472989,,0.684123614,,0.235904695,10.4269875,15.14508139,114065.01706485,66.8421,961.0000000101159,4,0,0,0,0
Curio,Ticino,46.0020367922829,8.86376544813899,615.076824331656,205.4545455,16.10619469,16.99115044,64.24778761,18.76106195,262,2.141221374,2.75,6.498194946,81.58844765,2.166064982,97.0,6.0,22.0,69.0,,,8.0,22.0,14.70588235,1.43,7.863031072,16.16994293,11.22384274,24.09638554,,1.458465441,,1.014584654,14.71147749,19.02346227,61619.831223629,14.6039,378.00000007182,4,0,0,0,0
Curtilles,Vaud,46.6985823557967,6.84896555854147,579.689148750156,62.5,10.96774194,20.32258065,62.90322581,16.77419355,133,2.330827068,4.96,77.66599598,15.09054326,0.804828974,63.0,23.0,12.0,28.0,29.0,8.0,6.0,15.0,6.289308176,,23.00254453,0.152671756,14.60559796,26.15776081,0.0,2.03562341,0.152671756,2.595419847,25.03816794,0.0,65723.966942149,7.9526,193.00000000965002,1,0,0,0,0
Dachsen,Zürich,47.66464779521,8.61820294419632,440.852538869716,709.6296296,13.30897704,21.08559499,58.03757829,20.87682672,789,2.416983523,2.7,48.30188679,12.45283019,7.169811321,455.0,18.0,159.0,278.0,104.0,6.0,25.0,73.0,1.549586777,0.63,10.46539098,5.041341838,15.09567682,30.31892275,3.935742972,12.80415781,2.04583038,0.103945193,17.12733286,1.974958658,80058.656036446,70.2915,1113.9999999339284,4,0,0,0,0
Dägerlen,Zürich,47.5610049943119,8.72221049486623,523.329366253689,130.4402516,7.81099325,22.66152363,62.29508197,15.04339441,402,2.552238806,7.95,66.70854271,25.0,0.376884422,264.0,61.0,65.0,138.0,87.0,27.0,11.0,49.0,8.866995074,,9.702150757,1.438360812,11.22192822,37.03100617,8.033109438,12.14465025,1.899721826,0.013569442,12.85026121,3.996200556,77400.242130751,31.9663,632.99999994092,5,0,0,0,0
Dagmersellen,Luzern,47.2124228119465,7.98908813829032,530.19116283115,234.9392543,16.86875892,21.79029957,63.65905849,14.55064194,2347,2.372816361,23.87,52.38493724,34.14225941,1.506276151,3552.0,216.0,1892.0,1444.0,382.0,87.0,85.0,210.0,25.14434718,1.07,16.30313976,33.80800222,9.231731036,30.28619061,0.569602667,3.598221728,,,5.980828008,0.083356488,63314.141856392,144.6095,3632.9999992516023,9,1,0,1,0
Daillens,Vaud,46.6201598878777,6.54822380577724,550.977100546472,187.3188406,17.21470019,24.37137331,63.63636364,11.99226306,416,2.485576923,5.52,65.39162113,20.03642987,0.182149363,853.0,41.0,93.0,719.0,65.0,13.0,14.0,38.0,5.005005005,0.58,21.13535503,0.351331361,11.37204142,20.71005917,0.462278107,6.009615385,0.73964497,2.218934911,34.59689349,0.0,90326.771653543,34.4145,666.0000001731601,0,0,0,0,0
Dallenwil,Nidwalden,46.9255541313727,8.38925936059725,597.107124409638,118.4227537,9.061135371,20.03275109,62.11790393,17.84934498,757,2.397622193,15.47,53.7371134,37.69329897,3.930412371,782.0,113.0,258.0,411.0,164.0,39.0,26.0,99.0,3.307607497,0.33,,29.1086351,,70.8913649,,,,,,,59414.705882353,46.4623,1147.0000002416346,4,0,0,0,0
Dällikon,Zürich,47.4396761390277,8.43821133714845,485.586873196997,926.1640798,29.351209,20.94804884,62.62868087,16.42327029,1757,2.36824132,4.51,42.76169265,32.29398664,1.113585746,2752.0,142.0,1144.0,1466.0,292.0,9.0,75.0,208.0,7.285089849,2.75,9.860612752,5.323626829,10.67830527,46.93624068,2.39787469,12.36199282,0.931548441,0.017250897,8.394286503,1.773392216,74106.392961877,126.3514,2935.999999120878,3,0,0,0,1
Dalpe,Ticino,46.4736683595265,8.7745929890039,1262.18257977907,11.75257732,8.187134503,10.52631579,53.21637427,36.25730994,77,2.155844156,14.55,16.32231405,49.72451791,31.88705234,52.0,5.0,30.0,17.0,,,4.0,9.0,0.0,,19.82434128,31.11668758,7.65370138,18.69510665,,2.25846926,,0.125470514,9.284818068,7.277289837,63395.495495496,7.0369,113.00000002712,4,0,0,0,0
Damphreux,Jura,47.4758795302878,7.10299721605531,467.238775507547,31.5696649,6.145251397,20.67039106,49.72067039,29.60893855,78,2.294871795,5.67,62.36749117,31.44876325,1.060070671,,19.0,,17.0,,6.0,,12.0,5.434782609,,16.12903226,28.38709677,12.25806452,21.29032258,8.387096774,,,,13.5483871,,55265.384615385,4.3107,,2,0,0,0,0
Däniken,Solothurn,47.3554693681565,7.98262179843916,433.301231634803,536.6482505,21.37954701,18.3596431,62.66300618,18.97735072,1307,2.207345065,5.43,32.6007326,34.43223443,1.648351648,2524.0,24.0,1507.0,993.0,230.0,9.0,50.0,171.0,22.98850575,1.72,22.50318742,9.668508287,13.74840629,38.03654909,1.55121122,4.738631534,0.934976626,,7.437314067,0.764980876,66702.541106129,89.248,2079.999999722667,16,0,1,0,0
Dänikon,Zürich,47.4453538078204,8.40516988918132,489.662206850015,648.4320557,26.75980656,21.76249328,63.2455669,14.99193982,766,2.412532637,2.87,47.33096085,31.67259786,2.135231317,434.0,69.0,191.0,174.0,104.0,8.0,23.0,73.0,0.0,1.71,12.44436532,4.664411608,9.026170554,41.1726307,2.154174826,17.23339861,1.483591478,0.415405614,7.685003857,2.112634265,85590.272373541,65.9901,1128.9999999376596,2,0,0,0,0
Dardagny,Genève,46.1943210758741,5.9955394604441,483.911411019042,217.0930233,28.44134976,22.71023032,60.68559186,16.60417783,628,2.808917198,8.6,61.27906977,26.04651163,3.255813954,676.0,98.0,338.0,240.0,85.0,19.0,12.0,54.0,3.761418592,2.15,19.29630449,8.763000664,11.92741757,15.95485727,0.265545475,4.95684886,0.066386369,7.501659659,20.71254702,7.280371764,86357.534246575,50.4328,978.00000002445,14,0,1,0,0
Därligen,Bern,46.6617345430712,7.80839840020377,619.603180502541,60.75036075,14.48931116,20.42755344,56.05700713,23.51543943,201,2.094527363,6.93,19.50867052,66.1849711,8.526011561,75.0,13.0,8.0,54.0,27.0,5.0,4.0,18.0,0.0,2.53,9.128205128,0.239316239,15.31623932,34.39316239,5.128205128,6.017094017,9.367521368,1.846153846,8.444444444,4.717948718,57186.956521739,10.5224,226.00000005424,5,0,0,0,0
Därstetten,Bern,46.659621026686,7.49220495028733,809.64430173859,26.03532278,4.32748538,19.41520468,60.23391813,20.35087719,366,2.256830601,32.84,46.14916286,39.9695586,11.20243531,325.0,120.0,96.0,109.0,93.0,43.0,19.0,31.0,2.320185615,1.41,3.93683274,0.50044484,5.215747331,67.92704626,0.834074733,3.947953737,5.160142349,0.088967972,3.425266904,3.870106762,50090.40247678,16.1792,625.0,5,0,0,0,0
Dättlikon,Zürich,47.5233696834597,8.62436256970947,466.444910856895,269.4444444,8.24742268,24.61340206,57.86082474,17.5257732,308,2.50974026,2.88,42.61168385,43.9862543,2.749140894,150.0,30.0,28.0,92.0,57.0,8.0,10.0,39.0,7.672634271,,11.96810893,2.32016483,14.70034937,36.69264535,4.335752038,14.82576368,1.728925916,0.0,10.98271074,2.257457673,92979.50310559,29.9394,506.9999999779092,3,0,0,0,0
Davos,Graubünden,46.7975215587643,9.82557991824897,1587.21558802202,38.24647887,27.31541153,17.51058737,62.03277481,20.45663782,5322,2.009207065,284.0,34.98362618,22.21557097,40.54720237,8952.0,185.0,1061.0,7706.0,1129.0,69.0,143.0,917.0,13.71491268,1.44,16.39189484,7.567724599,22.05679425,31.83237708,,9.53591401,8.076113008,,4.539182221,,63653.002388263,373.1339,5685.000002320514,112,1,4,1,2
Degersheim,St. Gallen,47.3730481701705,9.1970685174367,863.117155936547,284.5994475,18.63625334,25.09099733,56.51540888,18.39359379,1657,2.436934219,14.48,51.62629758,36.67820069,0.62283737,1749.0,127.0,838.0,784.0,283.0,42.0,68.0,173.0,2.476473502,2.15,13.15477074,22.23623683,13.3254192,27.58569521,2.841667903,6.469802641,0.311618935,,11.32957412,1.884552604,59657.93285056,90.6204,2128.000000567467,10,1,1,0,0
Deisswil bei Münchenbuchsee,Bern,47.0347362037673,7.45573462178985,578.866348802112,42.12962963,2.197802198,9.89010989,71.42857143,18.68131868,42,2.095238095,2.16,60.74766355,25.70093458,0.0,212.0,17.0,163.0,32.0,,4.0,,5.0,0.0,,,,,,,,,,,,70684.444444444,3.1808,78.99999998815001,0,0,0,0,0
Deitingen,Solothurn,47.2144916967317,7.62080023497562,478.72981606517,292.1052632,11.17117117,19.81981982,58.15315315,22.02702703,957,2.307210031,7.6,52.18543046,21.98675497,0.529801325,936.0,73.0,353.0,510.0,172.0,23.0,33.0,116.0,3.129190881,1.31,18.28605914,20.96157715,15.42949105,26.77529672,1.16676725,5.009052505,2.112251056,,8.730637699,0.744317039,67581.873727088,66.3654,1479.0000002678635,2,0,0,1,0
Delémont,Jura,47.3639047757019,7.34595965143072,462.216229575686,571.961766,28.74423046,19.88699666,58.63441031,21.47859303,5891,2.094211509,21.97,36.93775557,41.98091776,0.908677874,12965.0,56.0,3440.0,9469.0,1302.0,18.0,188.0,1096.0,3.643564356,7.52,6.39590662,16.64534698,33.73840742,8.938279501,12.58394627,,,,21.69811321,,64044.244263228,337.7053,6529.000000011257,55,1,2,2,0
Delley-Portalban,Fribourg,46.9167767728166,6.95552949738528,507.360590152442,169.7539797,12.70247229,19.43734015,61.38107417,19.18158568,514,2.252918288,6.91,68.02919708,14.16058394,5.109489051,180.0,66.0,15.0,99.0,64.0,15.0,10.0,39.0,7.226738934,0.7,16.1247216,13.98663697,16.25835189,29.30957684,3.385300668,4.187082405,0.356347439,,11.26948775,1.380846325,72782.874015748,36.9737,828.9999998312392,6,0,0,0,0
Démoret,Vaud,46.747544463664,6.7568204100822,782.675818236545,36.68224299,4.458598726,21.65605096,63.69426752,14.64968153,62,2.516129032,4.28,78.55477855,16.78321678,0.0,51.0,30.0,13.0,8.0,,10.0,,8.0,0.0,,28.6377709,0.386996904,6.037151703,23.45201238,2.708978328,5.340557276,2.321981424,1.702786378,22.6006192,0.232198142,57489.0625,3.6793,,3,0,0,0,0
Denens,Vaud,46.5186535087768,6.45736772641524,553.008838118054,224.2424242,17.16216216,21.08108108,60.54054054,18.37837838,294,2.517006803,3.3,85.10638298,3.039513678,0.303951368,118.0,54.0,8.0,56.0,,13.0,,25.0,2.583979328,1.34,29.34378869,0.825423029,18.34502683,18.22121337,0.866694181,10.83367726,0.474618242,0.619067272,19.33553446,0.784151878,111048.93617021,31.3158,489.000000012225,2,0,0,0,0
Denges,Vaud,46.5247411072553,6.54067207743179,448.880567387678,968.6746988,29.22885572,21.0199005,66.16915423,12.81094527,676,2.372781065,1.66,49.11242604,5.325443787,1.183431953,895.0,45.0,232.0,618.0,129.0,4.0,22.0,103.0,0.0,2.11,20.72013519,1.741843234,17.73040426,15.39061484,1.312881841,13.19381256,0.415962563,3.613674769,22.85194333,0.675939166,84307.73993808,54.4628,1060.9999997782509,6,0,0,0,0
Densbüren,Aargau,47.4540578253153,8.05258432632326,553.39874654077,57.58785942,10.12482663,16.0887656,62.82940361,21.08183079,310,2.267741936,12.52,40.50632911,54.58860759,0.158227848,380.0,70.0,116.0,194.0,74.0,25.0,10.0,39.0,1.377410468,2.19,10.23498695,5.221932115,12.53263708,48.38120104,1.932114883,5.848563969,4.09921671,,8.877284595,0.678851175,63498.773006135,20.7006,495.0000000495,5,0,0,0,0
Derendingen,Solothurn,47.1956518298254,7.58642606012821,486.750762908719,1160.142349,31.01226994,18.1595092,62.82208589,19.01840491,2940,2.184013605,5.62,39.08450704,27.11267606,1.408450704,1955.0,24.0,578.0,1353.0,308.0,11.0,62.0,235.0,8.709175739,4.12,20.56074766,10.85280374,23.45794393,23.15420561,1.063084112,6.285046729,2.161214953,,10.07009346,1.039719626,59429.936753338,169.1376,3840.9999997407326,9,1,1,1,0
Develier,Jura,47.355756491473,7.29435394199966,521.29999995511,110.7457899,13.90296886,21.86821144,57.71180304,20.41998552,544,2.490808824,12.47,47.42351047,43.23671498,0.40257649,634.0,54.0,261.0,319.0,103.0,18.0,28.0,57.0,0.0,1.99,4.726368159,24.62686567,20.02487562,13.80597015,20.77114428,,,,16.04477612,,68139.814814815,36.7955,921.999999984326,7,0,0,0,0
